DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-06-14 00:00:00;14;16;23;15;0;0;0
2020-06-14 00:15:00;18;23;21;21;4;4;0
2020-06-14 00:30:00;16;21;18;18;2;6;0
2020-06-14 00:45:00;13;13;17;22;0;2;0
2020-06-14 01:00:00;22;23;18;8;1;5;0
2020-06-14 01:15:00;10;9;11;15;3;2;0
2020-06-14 01:30:00;12;16;23;16;2;5;0
2020-06-14 01:45:00;9;11;11;5;0;8;0
2020-06-14 02:00:00;8;18;12;8;2;1;0
2020-06-14 02:15:00;10;11;15;10;0;0;0
2020-06-14 02:30:00;4;8;9;10;1;2;0
2020-06-14 02:45:00;9;14;7;5;0;0;0
2020-06-14 03:00:00;14;9;7;7;1;0;0
2020-06-14 03:15:00;10;5;9;10;0;0;0
2020-06-14 03:30:00;5;6;7;3;2;1;0
2020-06-14 03:45:00;2;5;3;2;2;1;0
2020-06-14 04:00:00;5;3;4;6;0;0;0
2020-06-14 04:15:00;5;5;4;1;0;1;0
2020-06-14 04:30:00;5;7;1;3;0;2;0
2020-06-14 04:45:00;1;3;5;3;1;1;0
2020-06-14 05:00:00;4;6;13;1;0;1;0
2020-06-14 05:15:00;7;3;7;1;0;0;0
2020-06-14 05:30:00;3;5;9;7;4;0;0
2020-06-14 05:45:00;3;6;10;14;1;2;0
2020-06-14 06:00:00;7;9;9;10;0;2;0
2020-06-14 06:15:00;5;10;8;5;2;1;0
2020-06-14 06:30:00;5;9;8;8;2;1;0
2020-06-14 06:45:00;9;9;2;3;3;0;0
2020-06-14 07:00:00;3;12;6;7;1;2;0
2020-06-14 07:15:00;11;9;6;6;0;0;0
2020-06-14 07:30:00;12;19;14;11;2;0;0
2020-06-14 07:45:00;8;14;8;7;2;0;0
2020-06-14 08:00:00;9;5;11;3;1;1;0
2020-06-14 08:15:00;5;7;8;14;1;2;0
2020-06-14 08:30:00;11;21;11;10;1;1;0
2020-06-14 08:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-14 09:00:00;18;17;16;11;3;5;0
2020-06-14 09:15:00;18;25;24;21;1;3;0
2020-06-14 09:30:00;23;26;24;25;4;6;0
2020-06-14 09:45:00;25;32;40;35;6;0;0
2020-06-14 10:00:00;27;32;25;22;2;5;0
2020-06-14 10:15:00;35;32;43;27;4;3;0
2020-06-14 10:30:00;33;35;33;23;4;7;0
2020-06-14 10:45:00;48;43;39;33;3;9;0
2020-06-14 11:00:00;35;59;46;40;5;7;0
2020-06-14 11:15:00;44;46;48;40;8;13;0
2020-06-14 11:30:00;40;58;49;36;9;12;0
2020-06-14 11:45:00;46;61;47;34;7;9;0
2020-06-14 12:00:00;42;59;46;47;3;8;0
2020-06-14 12:15:00;32;58;42;42;2;11;0
2020-06-14 12:30:00;47;58;52;46;8;9;0
2020-06-14 12:45:00;50;66;68;55;7;6;0
2020-06-14 13:00:00;51;62;76;58;9;9;0
2020-06-14 13:15:00;57;55;72;69;12;8;0
2020-06-14 13:30:00;53;56;70;52;8;5;0
2020-06-14 13:45:00;55;70;57;58;2;17;0
2020-06-14 14:00:00;68;65;58;67;5;9;0
2020-06-14 14:15:00;60;69;61;44;6;17;0
2020-06-14 14:30:00;52;68;64;50;7;16;0
2020-06-14 14:45:00;59;68;70;57;2;6;0
2020-06-14 15:00:00;50;65;73;65;4;9;0
2020-06-14 15:15:00;54;71;78;75;5;7;0
2020-06-14 15:30:00;57;65;64;56;4;14;0
2020-06-14 15:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-14 16:00:00;66;83;66;60;11;14;0
2020-06-14 16:15:00;49;75;60;54;11;10;0
2020-06-14 16:30:00;67;73;48;50;10;9;0
2020-06-14 16:45:00;56;76;68;60;223;18;0
2020-06-14 17:00:00;60;74;60;66;3;25;0
2020-06-14 17:15:00;49;74;63;62;6;14;0
2020-06-14 17:30:00;75;62;68;77;9;15;0
2020-06-14 17:45:00;46;75;58;55;10;12;0
2020-06-14 18:00:00;61;76;58;64;9;14;2
2020-06-14 18:15:00;49;73;64;57;20;17;0
2020-06-14 18:30:00;57;73;60;64;11;10;0
2020-06-14 18:45:00;41;57;69;67;9;10;0
2020-06-14 19:00:00;29;53;58;65;6;9;0
2020-06-14 19:15:00;40;69;53;48;8;5;0
2020-06-14 19:30:00;39;46;49;59;8;3;0
2020-06-14 19:45:00;51;59;57;69;7;7;0
2020-06-14 20:00:00;29;50;47;54;6;9;0
2020-06-14 20:15:00;51;59;48;50;5;12;0
2020-06-14 20:30:00;36;48;52;40;3;8;0
2020-06-14 20:45:00;37;52;52;51;4;7;0
2020-06-14 21:00:00;35;48;52;43;6;7;0
2020-06-14 21:15:00;37;44;57;37;3;7;0
2020-06-14 21:30:00;33;34;49;33;1;11;0
2020-06-14 21:45:00;31;40;43;38;3;4;0
2020-06-14 22:00:00;30;23;24;21;3;8;0
2020-06-14 22:15:00;42;36;38;37;3;9;0
2020-06-14 22:30:00;16;32;25;18;0;6;0
2020-06-14 22:45:00;25;30;23;24;1;6;0
2020-06-14 23:00:00;15;23;20;13;0;3;0
2020-06-14 23:15:00;18;16;15;7;1;5;0
2020-06-14 23:30:00;8;12;17;10;0;4;0
2020-06-14 23:45:00;9;10;14;14;0;2;0
