DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-04-06 00:00:00;3;0;0;0;1;0;0;0;0;0;3;0;0;1;0;0;0
2020-04-06 00:15:00;5;2;0;0;5;1;0;0;0;0;5;3;1;6;2;0;0
2020-04-06 00:30:00;2;0;0;0;8;3;0;0;0;0;1;0;3;11;3;0;0
2020-04-06 00:45:00;3;0;0;0;3;1;0;0;0;0;3;0;1;4;1;0;0
2020-04-06 01:00:00;1;1;0;0;5;0;0;0;0;0;1;1;0;5;0;0;0
2020-04-06 01:15:00;3;5;0;0;9;1;0;0;0;0;3;4;1;9;1;0;0
2020-04-06 01:30:00;9;1;0;0;5;2;1;1;1;0;9;1;2;7;2;0;0
2020-04-06 01:45:00;8;1;0;0;1;0;1;1;0;0;8;1;0;1;0;0;0
2020-04-06 02:00:00;4;1;0;0;0;1;0;0;0;0;4;1;1;1;1;0;0
2020-04-06 02:15:00;8;1;0;0;1;0;0;0;0;0;8;2;0;1;0;0;0
2020-04-06 02:30:00;9;1;0;0;4;0;1;1;0;0;9;1;0;4;0;0;0
2020-04-06 02:45:00;8;0;0;0;2;2;0;0;0;0;8;1;1;3;2;0;0
2020-04-06 03:00:00;6;0;0;0;5;1;0;0;0;0;5;0;0;6;0;0;0
2020-04-06 03:15:00;4;2;0;0;7;1;0;0;0;1;3;2;1;8;1;0;0
2020-04-06 03:30:00;3;3;0;0;6;2;0;0;0;0;3;3;2;8;2;0;0
2020-04-06 03:45:00;8;1;1;0;6;3;0;0;0;0;8;1;3;8;4;0;0
2020-04-06 04:00:00;8;2;0;0;5;2;0;0;0;0;8;2;2;7;2;0;0
2020-04-06 04:15:00;15;2;0;1;11;6;0;0;0;1;16;1;5;15;6;0;0
2020-04-06 04:30:00;16;5;0;1;12;6;2;2;1;0;15;5;4;14;4;0;0
2020-04-06 04:45:00;18;7;1;0;10;0;0;0;0;2;16;7;1;11;1;0;0
2020-04-06 05:00:00;14;9;1;0;23;4;0;0;0;0;14;8;4;25;4;0;0
2020-04-06 05:15:00;36;16;1;0;25;4;0;0;0;1;34;17;3;29;3;0;0
2020-04-06 05:30:00;37;23;1;0;35;12;1;1;0;1;37;23;13;45;12;0;0
2020-04-06 05:45:00;59;39;0;4;43;18;0;0;0;3;59;40;17;54;17;0;0
2020-04-06 06:00:00;51;29;4;1;34;19;0;0;0;1;49;28;16;49;16;0;0
2020-04-06 06:15:00;61;45;2;0;78;37;3;2;2;2;62;44;36;106;36;0;0
2020-04-06 06:30:00;78;86;0;0;78;37;3;7;1;0;69;82;35;104;34;0;0
2020-04-06 06:45:00;118;111;0;1;83;35;2;4;0;0;100;113;34;109;34;0;0
2020-04-06 07:00:00;84;90;2;1;78;39;7;7;3;5;70;91;36;106;37;0;0
2020-04-06 07:15:00;114;79;2;0;86;54;11;12;6;2;107;78;47;127;50;0;0
2020-04-06 07:30:00;103;81;1;1;82;53;14;12;6;6;83;81;56;121;53;0;5
2020-04-06 07:45:00;102;114;1;1;78;59;7;10;7;5;82;127;59;127;57;0;0
2020-04-06 08:00:00;90;74;1;0;68;33;9;10;3;4;77;72;30;96;30;0;0
2020-04-06 08:15:00;82;68;1;0;60;42;10;9;4;1;74;64;41;96;42;0;0
2020-04-06 08:30:00;77;59;1;1;56;35;8;9;7;3;71;61;33;83;32;0;0
2020-04-06 08:45:00;104;88;1;6;84;41;8;8;6;4;99;87;44;116;43;1;1
2020-04-06 09:00:00;79;49;0;1;67;42;7;7;5;2;68;45;40;91;41;0;0
2020-04-06 09:15:00;78;49;1;1;73;36;12;12;3;2;69;51;37;100;36;0;0
2020-04-06 09:30:00;76;65;2;1;74;40;9;10;6;2;73;66;37;98;37;0;0
2020-04-06 09:45:00;96;71;1;0;78;60;7;7;4;2;86;73;60;131;60;0;0
2020-04-06 10:00:00;74;56;2;1;75;42;10;9;5;2;73;56;43;109;41;0;0
2020-04-06 10:15:00;98;63;3;0;89;64;7;8;4;4;87;67;47;131;66;1;1
2020-04-06 10:30:00;91;72;4;2;91;49;16;17;11;3;82;76;50;125;53;0;0
2020-04-06 10:45:00;86;70;1;2;83;47;13;13;8;3;87;69;43;120;44;0;0
2020-04-06 11:00:00;77;50;1;0;79;41;10;11;7;2;67;51;40;113;40;0;0
2020-04-06 11:15:00;81;68;3;1;95;52;18;18;9;1;65;73;57;132;55;7;0
2020-04-06 11:30:00;89;52;0;0;95;51;15;15;3;0;78;49;51;135;48;0;0
2020-04-06 11:45:00;69;62;1;0;82;42;17;18;10;1;61;68;46;112;43;0;0
2020-04-06 12:00:00;79;72;6;2;94;61;14;14;12;5;79;74;64;145;67;0;4
2020-04-06 12:15:00;76;76;5;0;88;59;7;7;3;2;78;72;63;139;60;10;0
2020-04-06 12:30:00;83;69;0;0;94;54;6;7;9;2;73;73;61;134;58;0;2
2020-04-06 12:45:00;79;55;2;0;94;63;5;6;4;2;71;58;62;141;65;0;0
2020-04-06 13:00:00;77;61;1;1;77;37;7;7;6;2;76;56;43;109;41;3;0
2020-04-06 13:15:00;78;64;0;2;92;58;6;6;8;1;77;65;57;137;56;0;0
2020-04-06 13:30:00;84;77;1;1;106;57;7;7;5;0;77;76;54;139;53;0;0
2020-04-06 13:45:00;79;75;1;1;85;68;9;8;6;2;75;75;69;143;71;11;0
2020-04-06 14:00:00;81;63;2;0;97;52;10;10;6;0;73;66;57;137;58;3;0
2020-04-06 14:15:00;90;65;0;0;103;73;7;7;4;1;84;64;73;158;73;3;0
2020-04-06 14:30:00;97;64;2;1;102;67;13;13;6;2;89;61;62;155;64;2;0
