DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-06-06 00:00:00;0;0;0;0;6
2020-06-06 00:15:00;0;0;0;0;23
2020-06-06 00:30:00;0;0;0;0;13
2020-06-06 00:45:00;0;0;0;0;12
2020-06-06 01:00:00;0;0;0;0;12
2020-06-06 01:15:00;0;0;0;0;10
2020-06-06 01:30:00;0;0;0;0;12
2020-06-06 01:45:00;0;0;0;0;12
2020-06-06 02:00:00;0;0;0;0;6
2020-06-06 02:15:00;0;0;0;0;15
2020-06-06 02:30:00;0;0;0;0;12
2020-06-06 02:45:00;0;0;0;0;7
2020-06-06 03:00:00;0;0;0;0;4
2020-06-06 03:15:00;0;0;0;0;6
2020-06-06 03:30:00;0;0;0;0;5
2020-06-06 03:45:00;0;0;0;0;7
2020-06-06 04:00:00;0;0;0;0;3
2020-06-06 04:15:00;0;0;0;0;6
2020-06-06 04:30:00;0;0;0;0;1
2020-06-06 04:45:00;0;0;0;0;14
2020-06-06 05:00:00;0;0;0;0;23
2020-06-06 05:15:00;0;0;0;0;19
2020-06-06 05:30:00;0;0;0;0;17
2020-06-06 05:45:00;0;0;0;0;17
2020-06-06 06:00:00;0;0;0;0;17
2020-06-06 06:15:00;0;0;0;0;16
2020-06-06 06:30:00;0;0;0;0;4
2020-06-06 06:45:00;0;0;0;0;11
2020-06-06 07:00:00;0;0;0;0;7
2020-06-06 07:15:00;0;0;0;0;10
2020-06-06 07:30:00;0;0;0;0;10
2020-06-06 07:45:00;0;0;0;0;15
2020-06-06 08:00:00;0;0;0;0;14
2020-06-06 08:15:00;0;0;0;0;32
2020-06-06 08:30:00;0;0;0;0;24
2020-06-06 08:45:00;0;0;0;0;26
2020-06-06 09:00:00;0;0;0;0;26
2020-06-06 09:15:00;0;0;0;0;31
2020-06-06 09:30:00;0;0;0;0;41
2020-06-06 09:45:00;0;0;0;0;50
2020-06-06 10:00:00;0;0;0;0;61
2020-06-06 10:15:00;0;0;0;0;75
2020-06-06 10:30:00;0;0;0;0;69
2020-06-06 10:45:00;0;0;0;0;62
2020-06-06 11:00:00;0;0;0;0;64
2020-06-06 11:15:00;0;0;0;0;97
2020-06-06 11:30:00;0;0;0;0;98
2020-06-06 12:00:00;0;0;0;0;86
2020-06-06 12:15:00;0;0;0;0;88
2020-06-06 12:30:00;0;0;0;0;85
2020-06-06 12:45:00;0;0;0;0;106
2020-06-06 13:00:00;0;0;0;0;72
2020-06-06 13:15:00;0;0;0;0;95
2020-06-06 13:30:00;0;0;0;0;87
2020-06-06 13:45:00;0;0;0;0;102
2020-06-06 14:00:00;0;0;0;0;104
2020-06-06 14:15:00;0;0;0;0;116
2020-06-06 14:30:00;0;0;0;0;90
2020-06-06 14:45:00;0;0;0;0;103
2020-06-06 15:00:00;0;0;0;0;100
2020-06-06 15:15:00;0;0;0;0;114
2020-06-06 15:30:00;0;0;0;0;107
2020-06-06 15:45:00;0;0;0;0;110
2020-06-06 16:00:00;0;0;0;0;102
2020-06-06 16:15:00;0;0;0;0;102
2020-06-06 16:30:00;0;0;0;0;95
2020-06-06 16:45:00;0;0;0;0;91
2020-06-06 17:00:00;0;0;0;0;84
2020-06-06 17:15:00;0;0;0;0;96
2020-06-06 17:30:00;0;0;0;0;84
2020-06-06 17:45:00;0;0;0;0;92
2020-06-06 18:00:00;0;0;0;0;83
2020-06-06 18:15:00;0;0;0;0;81
2020-06-06 18:30:00;0;0;0;0;84
2020-06-06 18:45:00;0;0;0;0;80
2020-06-06 19:00:00;0;0;0;0;68
2020-06-06 19:15:00;0;0;0;0;67
2020-06-06 19:30:00;0;0;0;0;53
2020-06-06 19:45:00;0;0;0;0;70
2020-06-06 20:00:00;0;0;0;0;69
2020-06-06 20:15:00;0;0;0;0;60
2020-06-06 20:30:00;0;0;0;0;30
2020-06-06 20:45:00;0;0;0;0;30
2020-06-06 21:00:00;0;0;0;0;20
2020-06-06 21:15:00;0;0;0;0;26
2020-06-06 21:45:00;0;0;0;0;24
2020-06-06 22:00:00;0;0;0;0;22
2020-06-06 22:15:00;0;0;0;0;14
2020-06-06 22:30:00;0;0;0;0;13
2020-06-06 22:45:00;0;0;0;0;22
2020-06-06 23:15:00;0;0;0;0;12
2020-06-06 23:30:00;0;0;0;0;16
2020-06-06 23:45:00;0;0;0;0;12
