DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-03-23 00:00:00;2;2;0;0;0;1;0;0;0
2020-03-23 00:15:00;1;3;1;0;0;1;2;1;1
2020-03-23 00:30:00;0;1;1;0;0;1;0;0;0
2020-03-23 00:45:00;2;0;0;0;0;5;1;1;1
2020-03-23 01:00:00;0;0;1;2;1;1;0;1;2
2020-03-23 01:15:00;1;1;1;1;0;2;0;0;0
2020-03-23 01:30:00;0;1;0;0;0;3;0;0;0
2020-03-23 01:45:00;1;1;0;2;1;4;2;0;0
2020-03-23 02:00:00;1;0;0;2;0;1;0;0;0
2020-03-23 02:15:00;3;0;0;1;1;2;0;1;1
2020-03-23 02:30:00;0;0;1;2;0;0;2;2;2
2020-03-23 02:45:00;2;0;0;1;2;0;1;1;1
2020-03-23 03:00:00;2;0;0;3;1;0;0;1;2
2020-03-23 03:15:00;0;0;1;5;1;0;2;2;1
2020-03-23 03:30:00;3;1;0;5;2;1;0;4;4
2020-03-23 03:45:00;3;1;2;3;2;2;1;1;1
2020-03-23 04:00:00;3;4;1;6;1;1;1;2;2
2020-03-23 04:15:00;2;2;0;2;0;3;0;3;3
2020-03-23 04:30:00;1;3;2;10;2;4;2;2;2
2020-03-23 04:45:00;9;3;1;4;2;11;4;1;1
2020-03-23 05:00:00;9;3;1;15;7;4;3;0;0
2020-03-23 05:15:00;24;10;5;12;5;8;8;4;4
2020-03-23 05:30:00;32;14;5;25;14;22;29;2;2
2020-03-23 05:45:00;29;16;6;22;11;42;39;12;12
2020-03-23 06:00:00;22;19;2;31;18;23;25;10;10
2020-03-23 06:15:00;35;11;4;23;15;47;48;16;16
2020-03-23 06:30:00;50;28;7;27;29;84;97;12;12
2020-03-23 06:45:00;33;30;6;30;20;82;102;17;17
2020-03-23 07:00:00;45;21;7;29;23;72;90;19;20
2020-03-23 07:15:00;49;24;6;32;18;58;76;13;13
2020-03-23 07:30:00;41;21;9;24;16;64;76;18;17
2020-03-23 07:45:00;35;31;13;25;20;79;67;22;22
2020-03-23 08:00:00;30;13;4;21;14;50;40;9;10
2020-03-23 08:15:00;33;14;7;26;15;40;44;11;10
2020-03-23 08:30:00;31;17;14;22;13;39;41;12;12
2020-03-23 08:45:00;43;24;9;31;18;37;34;15;15
2020-03-23 09:00:00;25;12;4;22;14;27;33;4;4
2020-03-23 09:15:00;30;16;13;18;15;33;28;7;7
2020-03-23 09:30:00;31;10;17;33;15;29;32;7;8
2020-03-23 09:45:00;35;13;28;30;19;40;37;10;9
2020-03-23 10:00:00;33;16;16;26;12;24;25;5;6
2020-03-23 10:15:00;40;20;17;30;16;25;25;8;8
2020-03-23 10:30:00;35;20;12;29;22;31;26;7;7
2020-03-23 10:45:00;41;18;15;25;15;46;29;11;10
2020-03-23 11:00:00;38;19;7;24;21;24;23;10;10
2020-03-23 11:15:00;47;22;14;28;21;33;34;8;8
2020-03-23 11:30:00;41;21;27;25;18;33;29;9;9
2020-03-23 11:45:00;44;25;13;37;25;25;25;7;7
2020-03-23 12:00:00;40;23;12;28;20;25;27;10;10
2020-03-23 12:15:00;40;19;16;35;31;26;23;12;12
2020-03-23 12:30:00;50;30;13;27;18;35;38;5;5
2020-03-23 12:45:00;41;28;10;23;13;20;27;6;6
2020-03-23 13:00:00;35;24;9;31;16;39;28;11;11
2020-03-23 13:15:00;52;28;17;33;25;33;34;12;12
2020-03-23 13:30:00;41;23;18;34;22;33;39;5;5
2020-03-23 13:45:00;54;27;16;39;32;38;55;4;4
2020-03-23 14:00:00;59;27;15;44;38;43;38;10;11
2020-03-23 14:15:00;41;22;11;51;30;21;37;12;11
2020-03-23 14:30:00;41;27;10;55;30;36;38;12;12
2020-03-23 14:45:00;39;32;15;54;28;45;45;9;9
2020-03-23 15:00:00;43;30;13;45;38;38;39;6;6
2020-03-23 15:15:00;53;32;11;50;36;34;35;4;4
2020-03-23 15:30:00;54;42;15;54;45;39;36;12;12
2020-03-23 15:45:00;58;34;16;55;40;45;32;10;10
2020-03-23 16:00:00;66;54;15;55;51;37;45;9;9
2020-03-23 16:15:00;77;53;8;68;51;44;37;7;7
2020-03-23 16:30:00;65;53;13;49;39;49;52;11;11
