DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-12-27 00:00:00;2;3;0;1;1;0;0;0;3;2
2020-12-27 00:15:00;1;2;1;0;3;0;3;0;2;1
2020-12-27 00:30:00;5;3;0;3;3;0;3;1;3;3
2020-12-27 00:45:00;0;0;0;1;2;0;2;2;0;0
2020-12-27 01:00:00;2;0;0;3;1;0;1;4;0;2
2020-12-27 01:15:00;1;0;0;0;1;0;1;1;0;1
2020-12-27 01:30:00;1;2;0;2;3;0;3;1;2;1
2020-12-27 01:45:00;1;1;0;2;1;0;1;2;0;1
2020-12-27 02:00:00;0;0;0;1;2;0;2;0;0;0
2020-12-27 02:15:00;0;1;1;2;3;0;4;3;1;0
2020-12-27 02:30:00;0;0;0;2;0;0;0;2;0;0
2020-12-27 02:45:00;0;0;0;0;0;0;0;0;0;0
2020-12-27 03:00:00;3;1;0;1;1;0;1;2;0;3
2020-12-27 03:15:00;1;1;0;0;0;0;0;0;1;1
2020-12-27 03:30:00;1;1;0;0;1;0;1;0;1;1
2020-12-27 03:45:00;0;1;0;1;1;0;1;0;1;0
2020-12-27 04:00:00;0;0;0;3;0;1;0;2;1;0
2020-12-27 04:15:00;1;1;0;0;2;0;2;0;1;1
2020-12-27 04:30:00;0;0;0;1;1;0;1;1;0;0
2020-12-27 04:45:00;4;1;0;1;1;0;0;1;1;3
2020-12-27 05:00:00;4;2;0;2;1;3;2;2;3;3
2020-12-27 05:15:00;5;4;0;4;5;0;4;2;4;5
2020-12-27 05:30:00;5;6;1;7;12;1;13;7;7;5
2020-12-27 05:45:00;6;2;1;8;9;2;11;9;2;7
2020-12-27 06:00:00;6;5;0;3;4;0;4;1;6;5
2020-12-27 06:15:00;6;3;1;6;11;1;10;6;4;6
2020-12-27 06:30:00;2;1;1;10;8;2;7;8;3;2
2020-12-27 06:45:00;5;6;0;3;4;3;5;3;6;5
2020-12-27 07:00:00;7;4;1;3;8;1;7;2;5;6
2020-12-27 07:15:00;6;6;0;5;8;1;8;4;5;4
2020-12-27 07:30:00;3;1;1;2;4;1;5;2;1;3
2020-12-27 07:45:00;11;6;2;7;12;3;13;7;9;10
2020-12-27 08:00:00;5;1;0;2;5;1;5;3;3;4
2020-12-27 08:15:00;12;5;0;6;9;5;10;2;5;12
2020-12-27 08:30:00;8;6;2;3;5;3;7;2;4;8
2020-12-27 08:45:00;9;5;1;11;13;3;15;8;4;6
2020-12-27 09:00:00;12;6;3;2;14;5;15;1;7;8
2020-12-27 09:15:00;11;2;5;8;20;4;20;6;5;10
2020-12-27 09:30:00;12;6;4;9;25;5;27;6;6;9
2020-12-27 09:45:00;25;11;2;21;23;9;26;19;10;22
2020-12-27 10:00:00;18;12;0;8;20;11;22;7;17;12
2020-12-27 10:15:00;27;15;3;16;27;9;30;13;16;22
2020-12-27 10:30:00;23;15;6;17;26;3;25;15;17;22
2020-12-27 10:45:00;25;13;2;17;26;10;29;18;13;19
2020-12-27 11:00:00;26;12;3;18;23;8;24;16;15;21
2020-12-27 11:15:00;37;16;4;27;31;10;36;19;20;31
2020-12-27 11:30:00;40;18;1;15;25;4;27;14;20;31
2020-12-27 11:45:00;26;12;4;24;33;13;39;24;14;19
2020-12-27 12:00:00;33;22;6;24;32;14;35;18;26;32
