DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-05-21 00:00:00;16;6;0;8;5;1;6;8;6;15
2020-05-21 00:15:00;13;6;0;7;8;1;8;6;5;13
2020-05-21 00:30:00;6;8;1;14;19;1;19;12;8;6
2020-05-21 00:45:00;16;9;2;9;6;2;7;8;7;14
2020-05-21 01:00:00;8;10;0;9;10;0;10;6;10;6
2020-05-21 01:15:00;12;4;1;12;6;0;7;11;6;10
2020-05-21 01:30:00;10;6;2;5;11;0;10;6;7;9
2020-05-21 01:45:00;5;2;3;3;5;2;7;3;2;4
2020-05-21 02:00:00;5;4;5;5;9;1;9;4;4;5
2020-05-21 02:15:00;3;6;1;1;3;1;4;1;7;1
2020-05-21 02:30:00;4;4;0;6;4;1;4;4;4;3
2020-05-21 02:45:00;3;1;0;1;3;1;2;0;2;3
2020-05-21 03:00:00;1;3;1;4;5;1;4;3;4;1
2020-05-21 03:15:00;5;3;0;3;5;1;6;3;3;3
2020-05-21 03:30:00;4;3;2;6;2;2;3;3;3;3
2020-05-21 03:45:00;1;2;1;3;4;0;3;3;2;1
2020-05-21 04:00:00;6;2;1;3;6;1;7;3;2;3
2020-05-21 04:15:00;3;1;0;1;0;1;1;1;1;3
2020-05-21 04:30:00;6;3;0;0;4;2;6;3;4;6
2020-05-21 04:45:00;3;3;0;4;1;1;1;1;3;1
2020-05-21 05:00:00;8;6;0;2;0;1;0;2;6;8
2020-05-21 05:15:00;3;2;0;4;5;0;5;3;2;3
2020-05-21 05:30:00;3;3;0;8;14;3;14;11;1;3
2020-05-21 05:45:00;13;6;2;4;12;4;12;4;7;11
2020-05-21 06:00:00;17;10;0;2;6;0;7;2;10;16
2020-05-21 06:15:00;15;10;4;7;18;3;18;6;10;13
2020-05-21 06:30:00;11;3;2;7;11;6;10;5;2;8
2020-05-21 06:45:00;4;2;3;6;12;5;11;8;3;4
2020-05-21 07:00:00;15;8;1;6;12;2;13;4;8;14
2020-05-21 07:15:00;10;8;3;1;6;2;7;4;8;8
2020-05-21 07:30:00;12;9;0;3;10;4;12;2;8;13
2020-05-21 07:45:00;14;2;1;5;11;6;13;8;2;12
2020-05-21 08:00:00;24;4;3;6;10;7;13;5;4;22
2020-05-21 08:15:00;15;11;2;5;14;8;17;4;11;16
2020-05-21 08:30:00;18;7;4;10;15;8;18;10;9;16
2020-05-21 08:45:00;25;5;5;8;19;8;21;8;7;24
2020-05-21 09:00:00;30;9;2;261;20;4;20;5;8;27
2020-05-21 09:15:00;28;14;2;10;23;8;22;10;15;24
2020-05-21 09:30:00;31;19;5;15;23;16;30;13;22;25
2020-05-21 09:45:00;41;15;5;12;28;8;28;14;13;34
2020-05-21 10:00:00;42;20;3;15;17;17;21;12;21;34
2020-05-21 10:15:00;33;21;6;16;24;12;29;11;24;28
2020-05-21 10:30:00;38;14;9;16;46;11;46;16;17;34
2020-05-21 10:45:00;33;28;6;20;30;13;34;21;35;27
2020-05-21 11:00:00;40;25;8;22;39;11;44;21;29;37
2020-05-21 11:15:00;45;34;9;21;33;14;36;16;36;42
2020-05-21 11:30:00;52;28;5;24;38;11;48;26;31;46
2020-05-21 11:45:00;45;22;2;30;33;20;34;32;25;38
2020-05-21 12:00:00;48;31;8;28;44;14;49;29;34;43
2020-05-21 12:15:00;32;26;8;24;32;12;34;18;29;31
2020-05-21 12:30:00;61;24;6;26;35;15;39;27;30;59
2020-05-21 12:45:00;29;23;11;39;40;13;42;32;26;26
2020-05-21 13:00:00;44;16;11;30;24;13;28;32;21;36
2020-05-21 13:15:00;33;26;6;24;44;15;48;23;28;29
2020-05-21 13:30:00;54;28;5;26;46;19;49;23;31;47
2020-05-21 13:45:00;42;27;5;22;38;11;39;25;27;37
2020-05-21 14:00:00;48;34;4;33;49;16;53;33;34;43
2020-05-21 14:15:00;43;28;5;29;48;12;51;28;28;39
2020-05-21 14:30:00;43;35;7;39;40;15;42;36;36;41
2020-05-21 14:45:00;38;27;9;38;57;13;60;33;31;29
2020-05-21 15:00:00;48;25;9;26;45;15;51;20;29;45
2020-05-21 15:15:00;53;22;3;35;44;5;43;28;24;41
2020-05-21 15:30:00;53;41;7;22;45;10;49;23;44;44
2020-05-21 15:45:00;39;28;6;29;38;9;40;23;31;38
2020-05-21 16:00:00;48;31;7;39;54;20;58;35;33;40
2020-05-21 16:15:00;34;19;5;26;33;17;37;26;26;30
2020-05-21 16:30:00;40;30;5;25;54;10;58;20;31;34
2020-05-21 16:45:00;30;32;5;31;42;15;47;30;32;29
2020-05-21 17:00:00;54;38;9;40;53;11;49;38;44;48
2020-05-21 17:15:00;43;30;7;33;41;7;38;24;31;36
2020-05-21 17:30:00;40;30;15;33;54;11;60;36;33;38
2020-05-21 17:45:00;39;25;3;39;42;8;45;40;28;33
2020-05-21 18:00:00;51;36;5;38;61;17;57;29;36;47
2020-05-21 18:15:00;41;36;14;362;51;13;54;32;38;32
2020-05-21 18:30:00;42;31;7;30;48;13;48;30;33;33
2020-05-21 18:45:00;38;30;11;40;48;12;50;40;38;30
2020-05-21 19:00:00;50;33;10;1234;57;16;60;36;35;40
2020-05-21 19:15:00;36;36;14;1158;49;13;51;35;43;23
2020-05-21 19:30:00;36;35;16;298;53;44;60;43;41;30
2020-05-21 19:45:00;40;45;11;670;49;7;50;39;48;25
2020-05-21 20:00:00;52;68;20;43;52;16;52;34;68;44
2020-05-21 20:15:00;39;38;22;53;48;12;57;52;46;34
2020-05-21 20:30:00;38;38;11;35;55;15;60;34;40;26
2020-05-21 20:45:00;34;28;10;26;37;13;38;24;30;31
2020-05-21 21:00:00;33;18;7;32;38;10;40;30;20;31
2020-05-21 21:15:00;44;20;4;23;29;5;31;16;24;43
2020-05-21 21:30:00;22;18;5;24;29;6;27;23;18;19
2020-05-21 21:45:00;19;21;8;19;32;4;30;16;22;18
2020-05-21 22:00:00;27;23;5;23;27;2;27;22;21;19
2020-05-21 22:15:00;17;9;5;17;23;6;25;18;12;13
2020-05-21 22:30:00;28;13;4;15;30;6;33;11;11;21
2020-05-21 22:45:00;19;17;6;19;17;5;14;18;17;17
2020-05-21 23:00:00;21;16;4;11;23;6;22;9;20;14
2020-05-21 23:15:00;17;13;1;13;17;8;18;9;14;12
2020-05-21 23:30:00;23;8;4;16;19;4;19;15;13;23
2020-05-21 23:45:00;16;12;7;10;18;2;18;10;16;15
