DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-04-09 00:00:00;6;5;4;2;1;3;2;1;1
2020-04-09 00:15:00;6;11;7;7;4;9;3;1;1
2020-04-09 00:30:00;3;4;4;3;2;3;2;0;0
2020-04-09 00:45:00;3;2;2;1;1;2;0;0;0
2020-04-09 01:00:00;7;7;5;1;0;1;3;0;0
2020-04-09 01:15:00;2;6;3;1;0;6;2;1;2
2020-04-09 01:30:00;2;3;3;1;0;9;3;0;0
2020-04-09 01:45:00;0;1;1;1;1;6;1;0;0
2020-04-09 02:00:00;2;0;2;0;0;6;4;0;0
2020-04-09 02:15:00;5;3;3;1;1;7;1;1;1
2020-04-09 02:30:00;2;1;2;1;0;4;3;0;1
2020-04-09 02:45:00;0;3;3;1;0;5;2;0;0
2020-04-09 03:00:00;3;3;7;5;2;3;4;0;0
2020-04-09 03:15:00;4;2;6;3;1;6;3;1;0
2020-04-09 03:30:00;2;4;4;2;2;5;3;0;0
2020-04-09 03:45:00;5;2;1;0;0;4;3;1;1
2020-04-09 04:00:00;6;6;7;4;3;2;1;0;0
2020-04-09 04:15:00;8;6;2;2;3;14;4;0;0
2020-04-09 04:30:00;3;9;9;6;4;15;4;0;0
2020-04-09 04:45:00;9;7;5;4;3;14;7;0;0
2020-04-09 05:00:00;12;11;9;4;2;16;4;1;1
2020-04-09 05:15:00;12;7;12;5;3;30;17;1;2
2020-04-09 05:30:00;23;8;22;6;1;39;22;2;3
2020-04-09 05:45:00;24;14;29;5;4;53;40;2;9
2020-04-09 06:00:00;24;19;29;7;2;38;32;1;3
2020-04-09 06:15:00;37;42;49;4;1;51;37;4;8
2020-04-09 06:30:00;42;43;48;5;6;64;46;5;5
2020-04-09 06:45:00;42;52;46;14;9;51;37;3;9
2020-04-09 07:00:00;70;64;49;10;8;48;39;5;10
2020-04-09 07:15:00;62;76;59;12;12;50;44;5;11
2020-04-09 07:30:00;65;74;61;18;11;48;35;4;15
2020-04-09 07:45:00;62;58;51;17;14;53;51;12;14
2020-04-09 08:00:00;56;60;48;11;10;52;36;3;9
2020-04-09 08:15:00;56;58;44;15;14;69;34;10;14
2020-04-09 08:30:00;67;45;41;13;13;53;41;4;10
2020-04-09 08:45:00;47;48;52;19;16;54;39;7;12
2020-04-09 09:00:00;55;49;47;15;14;59;40;9;11
2020-04-09 09:15:00;41;65;52;23;17;67;37;9;23
2020-04-09 09:30:00;60;45;51;13;16;70;42;10;11
2020-04-09 09:45:00;55;58;59;20;13;71;55;8;14
2020-04-09 10:00:00;45;52;53;18;12;69;48;8;14
2020-04-09 10:15:00;72;76;75;21;10;63;52;17;23
2020-04-09 10:30:00;50;64;46;19;10;67;31;15;13
2020-04-09 10:45:00;69;72;72;18;12;59;56;14;15
2020-04-09 11:00:00;62;60;66;22;11;43;69;16;21
2020-04-09 11:15:00;61;50;49;21;11;58;46;13;12
2020-04-09 11:30:00;73;78;99;23;14;65;68;7;14
2020-04-09 11:45:00;61;59;57;21;10;78;56;13;15
2020-04-09 12:00:00;58;47;49;19;15;75;49;10;139
2020-04-09 12:15:00;66;79;58;24;14;67;46;15;16
2020-04-09 12:30:00;62;58;60;19;9;66;63;15;22
2020-04-09 12:45:00;56;51;51;16;14;66;60;93;95
2020-04-09 13:00:00;61;69;64;19;11;63;55;7;15
2020-04-09 13:15:00;69;66;47;17;12;76;55;15;16
2020-04-09 13:30:00;66;67;55;24;11;68;52;16;102
2020-04-09 13:45:00;67;75;55;24;14;87;65;15;14
2020-04-09 14:00:00;76;79;72;28;16;91;59;14;18
2020-04-09 14:15:00;81;91;83;22;11;85;72;17;21
2020-04-09 14:30:00;73;75;65;24;17;84;70;16;25
2020-04-09 14:45:00;60;68;53;24;11;70;55;12;16
2020-04-09 15:00:00;69;62;55;27;12;70;56;13;19
2020-04-09 15:15:00;68;78;65;22;10;71;50;12;14
2020-04-09 15:30:00;57;64;61;20;11;64;54;14;40
2020-04-09 15:45:00;61;63;63;22;15;65;56;10;16
2020-04-09 16:00:00;60;70;61;22;13;74;54;16;16
2020-04-09 16:15:00;70;83;63;21;13;79;49;12;22
2020-04-09 16:30:00;63;75;52;18;16;73;56;17;25
2020-04-09 16:45:00;59;79;69;28;17;68;60;7;15
2020-04-09 17:00:00;61;66;67;20;14;59;55;17;23
2020-04-09 17:15:00;64;83;68;33;17;70;52;24;28
2020-04-09 17:30:00;51;61;47;17;14;66;44;17;18
2020-04-09 17:45:00;51;72;55;31;12;60;49;15;28
2020-04-09 18:00:00;52;57;65;22;16;63;42;14;17
2020-04-09 18:15:00;47;53;39;18;10;55;40;19;23
2020-04-09 18:30:00;54;50;35;14;13;48;30;12;15
2020-04-09 18:45:00;50;52;43;18;15;39;25;12;18
2020-04-09 19:00:00;43;44;29;18;14;52;30;16;19
2020-04-09 19:15:00;41;44;34;22;16;29;24;7;18
2020-04-09 19:30:00;45;35;31;14;14;28;27;7;16
2020-04-09 19:45:00;38;43;36;23;20;32;17;14;26
2020-04-09 20:00:00;30;32;20;10;13;38;18;67;12
2020-04-09 20:15:00;32;33;23;16;16;20;15;9;15
2020-04-09 20:30:00;19;29;33;7;12;14;17;3;7
2020-04-09 20:45:00;28;20;21;7;7;16;10;4;6
2020-04-09 21:00:00;14;10;11;4;3;12;9;6;8
2020-04-09 21:15:00;17;16;12;4;4;12;13;5;9
2020-04-09 21:30:00;13;18;11;8;1;18;7;1;4
2020-04-09 21:45:00;21;11;7;4;4;14;7;5;11
2020-04-09 22:00:00;14;13;9;5;6;12;9;1;2
2020-04-09 22:15:00;20;18;10;4;6;7;5;1;1
2020-04-09 22:30:00;9;11;10;4;2;6;6;0;1
2020-04-09 22:45:00;9;13;10;3;1;4;6;1;1
2020-04-09 23:00:00;8;9;10;1;5;9;7;0;1
2020-04-09 23:15:00;9;14;11;5;1;5;4;1;1
2020-04-09 23:30:00;1;6;9;3;4;9;8;0;0
2020-04-09 23:45:00;3;0;1;0;2;8;7;0;0
