DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-05-14 00:00:00;0;0;0;1;1
2020-05-14 00:15:00;2;2;2;2;1
2020-05-14 00:30:00;0;0;0;1;4
2020-05-14 00:45:00;0;0;2;1;2
2020-05-14 01:00:00;0;0;0;1;0
2020-05-14 01:15:00;0;0;0;0;2
2020-05-14 01:30:00;0;0;0;1;0
2020-05-14 01:45:00;1;0;0;0;0
2020-05-14 02:00:00;0;0;0;0;0
2020-05-14 02:15:00;0;0;0;0;1
2020-05-14 02:30:00;1;0;0;1;1
2020-05-14 02:45:00;0;0;0;2;0
2020-05-14 03:00:00;0;0;0;1;0
2020-05-14 03:15:00;0;0;1;1;1
2020-05-14 03:30:00;1;0;0;0;1
2020-05-14 03:45:00;0;0;0;0;1
2020-05-14 04:00:00;6;3;0;0;1
2020-05-14 04:15:00;1;0;0;1;0
2020-05-14 04:30:00;0;0;0;2;0
2020-05-14 04:45:00;1;0;0;1;1
2020-05-14 05:00:00;4;0;1;0;1
2020-05-14 05:15:00;3;0;0;3;3
2020-05-14 05:30:00;13;1;1;5;6
2020-05-14 05:45:00;7;0;4;12;9
2020-05-14 06:00:00;11;6;1;9;10
2020-05-14 06:15:00;29;3;4;20;30
2020-05-14 06:30:00;25;4;7;14;34
2020-05-14 06:45:00;31;1;5;21;37
2020-05-14 07:00:00;40;5;6;17;48
2020-05-14 07:15:00;40;10;4;20;66
2020-05-14 07:30:00;49;10;13;33;69
2020-05-14 07:45:00;62;17;12;22;69
2020-05-14 08:00:00;51;18;7;18;54
2020-05-14 08:15:00;28;9;6;23;40
2020-05-14 08:30:00;39;16;14;29;39
2020-05-14 08:45:00;34;15;9;23;52
2020-05-14 09:00:00;24;13;9;22;47
2020-05-14 09:15:00;24;10;13;23;47
2020-05-14 09:30:00;44;12;7;27;54
2020-05-14 09:45:00;45;13;16;31;45
2020-05-14 10:00:00;26;11;11;24;42
2020-05-14 10:15:00;36;11;12;18;39
2020-05-14 10:30:00;34;8;23;27;56
2020-05-14 10:45:00;35;12;17;25;61
2020-05-14 11:00:00;27;15;11;20;43
2020-05-14 11:15:00;37;16;16;28;42
2020-05-14 11:30:00;44;10;13;28;42
2020-05-14 11:45:00;43;13;18;27;59
2020-05-14 12:00:00;32;8;19;33;58
2020-05-14 12:15:00;51;5;11;27;67
2020-05-14 12:30:00;57;15;12;25;56
2020-05-14 12:45:00;48;5;12;28;67
2020-05-14 13:00:00;45;9;17;26;50
2020-05-14 13:15:00;35;11;13;29;54
2020-05-14 13:30:00;53;8;20;30;57
2020-05-14 13:45:00;31;10;11;26;70
2020-05-14 14:00:00;48;9;19;30;54
2020-05-14 14:15:00;44;8;20;30;62
2020-05-14 14:30:00;33;13;16;24;57
2020-05-14 14:45:00;42;10;10;25;66
2020-05-14 15:00:00;33;7;11;20;70
2020-05-14 15:15:00;40;11;19;30;68
2020-05-14 15:30:00;47;8;8;26;69
2020-05-14 15:45:00;33;7;10;20;84
2020-05-14 16:00:00;43;14;21;37;74
2020-05-14 16:15:00;34;12;26;44;64
2020-05-14 16:30:00;48;11;18;21;83
2020-05-14 16:45:00;59;9;21;38;87
2020-05-14 17:00:00;57;5;23;44;71
2020-05-14 17:15:00;33;6;32;28;66
2020-05-14 17:30:00;46;8;16;31;49
2020-05-14 17:45:00;23;4;19;32;65
2020-05-14 18:00:00;33;4;21;28;75
2020-05-14 18:15:00;41;4;16;23;52
2020-05-14 18:30:00;36;4;11;24;56
2020-05-14 18:45:00;32;3;17;23;37
2020-05-14 19:00:00;11;4;10;14;36
2020-05-14 19:15:00;25;2;5;15;31
2020-05-14 19:30:00;31;4;10;17;18
2020-05-14 19:45:00;16;7;7;13;30
2020-05-14 20:00:00;14;4;4;15;22
2020-05-14 20:15:00;14;3;6;10;20
2020-05-14 20:30:00;5;2;3;14;17
2020-05-14 20:45:00;11;1;5;7;9
2020-05-14 21:00:00;7;4;4;11;11
2020-05-14 21:15:00;7;1;4;3;20
2020-05-14 21:30:00;6;0;1;6;10
2020-05-14 21:45:00;9;1;0;6;9
2020-05-14 22:00:00;8;2;7;6;12
2020-05-14 22:15:00;9;0;2;4;8
2020-05-14 22:30:00;4;1;1;6;8
2020-05-14 22:45:00;4;0;2;6;5
2020-05-14 23:00:00;9;2;4;7;3
2020-05-14 23:15:00;7;0;1;4;0
2020-05-14 23:30:00;2;1;0;0;2
2020-05-14 23:45:00;3;1;0;1;3
