DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-03-08 00:00:00;46;24;6;7;43;41;1;11;6;2;2;1;0;57;59;0;0;0;0;0;0;0;0
2020-03-08 00:15:00;50;40;5;8;44;32;8;3;3;1;1;3;3;63;59;0;0;0;0;0;0;0;0
2020-03-08 00:30:00;39;31;2;3;27;19;4;1;3;0;0;2;2;51;38;0;0;0;0;0;0;0;0
2020-03-08 00:45:00;32;22;7;2;32;37;2;4;8;0;0;2;1;38;49;0;0;0;0;0;0;0;0
2020-03-08 01:00:00;18;25;2;4;27;18;3;1;2;2;2;0;0;28;36;0;0;0;0;0;0;0;0
2020-03-08 01:15:00;27;23;4;3;30;21;3;6;6;0;0;1;1;34;42;0;0;0;0;0;0;0;0
2020-03-08 01:30:00;28;19;2;0;19;15;1;1;5;2;1;1;1;33;25;0;0;0;0;0;0;0;0
2020-03-08 01:45:00;29;13;0;5;25;12;3;1;2;0;0;1;1;32;30;0;0;0;0;0;0;0;0
2020-03-08 02:00:00;21;16;0;0;22;11;4;1;3;1;1;0;0;27;23;0;0;0;0;0;0;0;0
2020-03-08 02:15:00;22;17;3;1;25;14;0;1;3;0;0;1;1;24;31;0;0;0;0;0;0;0;0
2020-03-08 02:30:00;17;11;1;4;13;10;0;5;4;1;1;0;0;24;18;0;0;0;0;0;0;0;0
2020-03-08 02:45:00;23;11;2;2;20;7;1;3;2;0;0;1;1;26;22;0;0;0;0;0;0;0;0
2020-03-08 03:00:00;17;14;2;1;13;13;0;2;2;1;1;0;0;23;16;0;0;0;0;0;0;0;0
2020-03-08 03:15:00;13;13;0;0;10;12;1;0;1;0;0;1;1;15;16;0;0;0;0;0;0;0;0
2020-03-08 03:30:00;12;6;1;3;7;7;1;2;4;1;1;0;0;13;11;0;0;0;0;0;0;0;0
2020-03-08 03:45:00;10;10;1;0;12;8;2;1;0;0;0;2;2;10;18;0;0;0;0;0;0;0;0
2020-03-08 04:00:00;7;12;1;2;8;10;2;0;3;0;0;0;0;9;12;0;0;0;0;0;0;0;0
2020-03-08 04:15:00;14;14;2;1;10;11;1;3;1;0;0;1;1;17;13;0;0;0;0;0;0;0;0
2020-03-08 04:30:00;10;12;2;2;4;6;1;2;1;1;1;0;0;12;7;0;0;0;0;0;0;0;0
2020-03-08 04:45:00;14;6;2;2;10;11;3;0;0;0;0;1;1;15;13;0;0;0;0;0;0;0;0
2020-03-08 05:00:00;13;10;3;0;7;9;3;4;7;1;1;0;0;15;12;0;0;0;0;0;0;0;0
2020-03-08 05:15:00;20;15;0;7;17;11;6;3;3;0;0;1;1;23;23;0;0;0;0;0;0;0;0
2020-03-08 05:30:00;21;11;0;0;10;4;1;5;4;1;1;0;0;24;12;0;0;0;0;0;0;0;0
2020-03-08 05:45:00;13;19;1;1;17;8;2;2;2;0;1;1;1;20;20;0;0;0;0;0;0;0;0
2020-03-08 06:00:00;16;16;2;3;8;13;1;1;1;1;1;0;0;20;17;0;0;0;0;0;0;0;0
2020-03-08 06:15:00;9;14;1;2;10;11;2;3;5;0;0;1;2;14;17;0;0;0;0;0;0;0;0
2020-03-08 06:30:00;11;11;3;0;16;6;0;3;1;2;1;0;0;14;18;0;0;0;0;0;0;0;0
2020-03-08 06:45:00;21;11;0;6;14;5;1;0;2;0;0;3;3;24;16;0;0;0;0;0;0;0;0
2020-03-08 07:00:00;17;15;0;3;11;13;2;3;5;2;2;0;0;22;16;0;0;0;0;0;0;0;0
2020-03-08 07:15:00;20;14;2;4;21;12;3;5;7;1;1;1;1;27;27;0;0;0;0;0;0;0;0
2020-03-08 07:30:00;14;15;0;6;18;12;1;3;1;1;1;0;0;18;23;0;0;0;0;0;0;0;0
2020-03-08 07:45:00;24;17;2;9;17;12;1;7;8;3;3;1;1;31;22;0;0;0;0;0;0;0;0
2020-03-08 08:00:00;12;12;6;9;22;17;1;7;7;0;0;4;4;18;31;0;0;0;0;0;0;0;0
2020-03-08 08:15:00;25;31;5;7;22;17;4;8;10;1;1;3;3;35;31;0;0;0;0;0;0;0;0
2020-03-08 08:30:00;29;20;5;9;26;26;2;10;10;1;1;3;3;35;39;1;0;0;0;0;0;0;0
2020-03-08 08:45:00;51;41;6;10;37;26;6;16;10;3;3;3;2;69;49;0;0;0;0;0;0;0;0
2020-03-08 09:00:00;51;40;2;16;44;25;3;17;12;2;3;2;2;64;56;0;0;0;0;0;0;0;0
2020-03-08 09:15:00;51;57;8;15;55;46;2;12;19;3;2;0;2;81;79;0;0;0;0;0;0;0;0
2020-03-08 09:30:00;49;73;6;23;54;36;4;17;13;0;0;3;5;89;75;1;0;0;0;0;0;0;0
2020-03-08 09:45:00;58;73;3;24;55;49;0;19;15;5;6;1;2;101;71;0;0;0;0;0;0;0;0
2020-03-08 10:00:00;54;57;8;23;46;46;6;21;12;2;1;2;2;86;67;0;8;0;0;0;0;0;0
2020-03-08 10:15:00;58;69;6;14;42;32;0;15;18;4;4;4;3;82;59;0;0;0;0;0;0;0;0
2020-03-08 10:30:00;49;73;13;26;57;49;6;22;14;3;2;2;3;81;75;0;0;0;0;1;0;0;0
2020-03-08 10:45:00;74;99;6;26;68;54;3;27;18;5;6;3;4;115;97;0;0;0;0;0;0;8;0
2020-03-08 11:00:00;87;82;9;19;62;53;14;19;15;3;2;5;6;116;78;0;0;0;0;0;9;0;0
2020-03-08 11:15:00;73;79;8;28;70;65;4;30;21;4;3;2;3;97;98;0;0;0;0;0;0;0;0
2020-03-08 11:30:00;59;76;8;29;80;68;11;18;21;2;2;5;7;91;106;0;0;0;0;0;0;0;0
2020-03-08 11:45:00;87;110;6;27;73;64;14;37;25;7;6;3;2;128;92;0;0;0;0;0;0;0;0
2020-03-08 12:00:00;96;98;10;29;70;70;13;32;20;3;2;6;6;138;105;0;0;0;0;0;0;0;0
2020-03-08 12:15:00;89;77;4;21;92;76;14;38;16;2;1;5;4;119;113;0;0;0;0;0;0;5;0
2020-03-08 12:30:00;92;75;6;20;67;51;6;24;31;4;4;3;4;116;95;7;0;0;0;0;0;0;0
2020-03-08 12:45:00;111;85;7;21;100;91;8;34;13;5;4;8;9;139;122;0;0;1;0;0;0;0;0
2020-03-08 13:00:00;106;84;12;18;85;77;4;28;18;2;1;3;5;135;110;0;0;0;0;0;0;0;0
2020-03-08 13:15:00;112;100;7;26;90;70;10;26;23;4;5;3;3;146;119;0;0;0;0;0;0;0;0
2020-03-08 13:30:00;113;106;8;36;97;75;12;34;24;3;7;6;5;161;124;0;0;0;0;0;0;0;0
2020-03-08 13:45:00;115;98;11;30;90;83;13;21;25;4;4;4;5;132;118;2;0;0;0;0;0;0;1
2020-03-08 14:00:00;124;103;6;31;95;81;16;36;31;4;4;5;5;151;106;0;0;2;0;0;0;0;3
2020-03-08 14:15:00;103;93;9;25;97;82;15;22;20;6;4;5;4;140;124;0;0;0;0;0;0;0;0
2020-03-08 14:30:00;82;83;9;36;83;72;15;27;33;1;4;5;4;101;105;1;0;0;0;0;0;0;0
2020-03-08 14:45:00;119;95;11;30;100;96;11;33;31;5;5;0;0;146;127;2;0;0;0;0;0;0;0
2020-03-08 15:00:00;100;88;13;31;86;73;15;35;28;2;1;2;3;133;108;0;0;0;2;0;0;0;5
2020-03-08 15:15:00;75;83;12;36;90;85;13;28;21;2;2;4;3;107;112;0;2;0;0;0;0;0;0
2020-03-08 15:30:00;102;92;9;33;90;91;11;27;19;3;4;5;5;128;126;0;0;0;0;0;0;1;0
2020-03-08 15:45:00;103;115;7;29;95;91;10;25;22;4;5;2;3;136;117;0;0;0;0;0;0;1;0
2020-03-08 16:00:00;87;71;4;18;86;88;10;23;14;3;1;2;2;110;117;0;0;0;0;0;0;0;0
2020-03-08 16:15:00;86;82;7;36;95;91;13;20;18;4;4;2;2;112;127;0;0;0;0;0;0;0;0
2020-03-08 16:30:00;91;68;8;26;120;111;13;36;28;3;3;3;4;115;150;0;0;0;0;0;0;0;0
2020-03-08 16:45:00;82;90;7;26;146;136;15;21;31;5;3;6;5;119;167;0;0;0;0;0;0;0;0
2020-03-08 17:00:00;96;62;8;19;88;79;10;23;23;1;3;3;1;106;111;0;0;0;0;8;0;7;0
2020-03-08 17:15:00;68;63;7;21;76;67;13;22;13;3;3;0;0;101;104;0;0;0;0;0;0;7;0
2020-03-08 17:30:00;113;100;4;40;101;86;17;26;23;3;3;4;6;144;141;0;0;0;0;0;0;0;1
2020-03-08 17:45:00;103;117;12;29;103;107;7;33;28;6;4;3;7;137;133;1;0;0;0;0;0;0;0
2020-03-08 18:00:00;99;90;9;30;101;91;16;27;30;1;4;3;3;136;124;0;0;0;0;12;0;0;0
2020-03-08 18:15:00;95;94;12;30;95;71;6;25;22;1;2;1;2;125;122;0;1;0;0;0;0;0;0
2020-03-08 18:30:00;99;107;6;29;63;63;12;30;29;2;1;2;3;141;85;0;0;0;0;0;0;0;0
2020-03-08 18:45:00;98;110;7;17;75;78;10;23;28;5;5;4;4;124;109;0;0;0;0;0;0;0;0
2020-03-08 19:00:00;77;70;6;20;71;65;6;28;27;0;0;4;4;104;92;0;0;0;0;0;0;0;0
2020-03-08 19:15:00;82;64;11;22;73;49;9;23;32;4;4;2;2;105;87;0;0;0;0;0;0;0;0
