DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2019-10-01 00:00:00;0;5;2;2;1;4;2;4;0;0;0;0;0
2019-10-01 00:15:00;1;6;3;3;7;8;5;3;0;0;0;0;0
2019-10-01 00:30:00;0;7;0;1;4;4;3;3;0;0;0;0;0
2019-10-01 00:45:00;1;5;2;2;2;1;1;3;0;0;0;0;0
2019-10-01 01:00:00;1;2;1;1;5;3;3;1;0;0;0;0;0
2019-10-01 01:15:00;0;3;2;2;3;2;2;6;0;0;0;0;0
2019-10-01 01:30:00;3;4;5;6;4;1;3;2;0;0;0;0;0
2019-10-01 01:45:00;2;2;3;3;3;1;2;2;0;0;0;0;0
2019-10-01 02:00:00;0;1;2;2;3;4;2;1;0;0;0;0;0
2019-10-01 02:15:00;0;1;2;2;6;2;4;1;0;0;0;0;0
2019-10-01 02:30:00;2;3;3;4;2;0;2;7;0;0;0;0;0
2019-10-01 02:45:00;0;4;1;1;8;3;3;2;0;0;0;0;0
2019-10-01 03:00:00;1;1;3;3;3;2;3;3;0;0;0;0;0
2019-10-01 03:15:00;1;3;2;2;5;3;3;2;0;0;0;0;0
2019-10-01 03:30:00;0;0;1;1;5;3;5;2;0;0;0;0;0
2019-10-01 03:45:00;2;3;5;4;6;4;4;4;0;0;0;0;0
2019-10-01 04:00:00;2;3;0;0;6;0;3;3;0;0;0;0;0
2019-10-01 04:15:00;0;6;2;2;5;2;5;2;0;0;0;0;0
2019-10-01 04:30:00;1;7;13;13;3;7;2;10;0;0;0;0;0
2019-10-01 04:45:00;0;17;12;12;9;4;6;17;0;0;0;0;0
2019-10-01 05:00:00;6;26;52;52;11;11;12;36;0;0;0;0;0
2019-10-01 05:15:00;19;67;110;114;26;18;28;77;0;0;0;0;0
2019-10-01 05:30:00;13;110;119;119;31;38;32;103;0;0;0;0;0
2019-10-01 05:45:00;9;84;72;68;48;126;49;124;0;0;0;0;0
2019-10-01 06:00:00;5;53;32;38;40;113;45;110;0;0;0;0;0
2019-10-01 06:15:00;8;78;31;31;30;53;20;112;0;0;0;0;0
2019-10-01 06:30:00;7;102;43;46;23;35;25;120;0;0;0;0;0
2019-10-01 06:45:00;10;73;48;50;35;27;37;138;0;0;0;0;0
2019-10-01 07:00:00;5;90;61;61;29;23;29;141;0;0;0;0;0
2019-10-01 07:15:00;7;86;51;54;27;37;30;115;0;0;0;0;0
2019-10-01 07:30:00;6;79;51;57;44;34;43;142;0;0;0;0;0
2019-10-01 07:45:00;13;93;52;48;48;48;48;108;0;0;0;0;0
2019-10-01 08:00:00;4;84;46;47;36;36;39;124;0;0;0;0;0
2019-10-01 08:15:00;9;101;35;41;42;34;43;142;0;0;0;0;0
2019-10-01 08:30:00;6;70;34;37;42;33;41;107;0;0;0;0;0
2019-10-01 08:45:00;8;52;20;21;32;35;33;113;0;0;0;0;0
2019-10-01 09:00:00;8;48;21;21;24;36;26;78;0;0;0;0;0
2019-10-01 09:15:00;4;39;29;29;22;20;21;81;0;0;0;0;0
2019-10-01 09:30:00;8;42;19;20;25;32;27;68;0;0;0;0;0
2019-10-01 09:45:00;7;42;26;25;22;24;21;81;0;0;0;0;0
2019-10-01 10:00:00;5;42;29;31;16;28;17;68;0;0;0;0;0
2019-10-01 10:15:00;7;56;27;30;31;22;32;32;0;0;0;0;0
2019-10-01 10:30:00;4;47;26;25;25;25;23;45;0;0;0;0;0
2019-10-01 10:45:00;10;36;23;23;38;18;40;77;0;0;0;0;0
2019-10-01 11:00:00;1;55;18;18;29;28;28;54;0;0;0;0;0
2019-10-01 11:15:00;5;35;20;19;22;39;37;67;0;0;0;0;0
2019-10-01 11:30:00;5;49;34;34;24;26;25;71;0;0;0;0;0
2019-10-01 11:45:00;3;54;26;28;19;33;19;53;0;0;0;0;0
2019-10-01 12:00:00;2;60;19;19;32;37;38;79;0;0;0;0;0
2019-10-01 12:15:00;4;59;24;24;35;31;34;68;0;0;0;0;0
2019-10-01 12:30:00;3;68;29;30;29;33;31;69;0;0;0;0;0
2019-10-01 12:45:00;7;60;43;44;32;36;32;70;0;0;0;0;0
2019-10-01 13:00:00;5;77;45;50;43;38;48;81;0;0;0;0;0
2019-10-01 13:15:00;8;105;63;65;36;31;36;76;0;0;0;0;0
2019-10-01 13:30:00;14;110;66;68;47;38;50;80;0;0;0;0;0
2019-10-01 13:45:00;12;109;60;63;42;46;44;109;0;0;0;0;0
2019-10-01 14:00:00;9;81;61;61;40;103;40;118;0;0;0;0;0
2019-10-01 14:15:00;4;70;31;35;52;182;54;117;0;0;0;0;0
2019-10-01 14:30:00;2;89;36;33;52;100;52;97;0;0;0;0;0
2019-10-01 14:45:00;4;78;35;39;49;52;52;99;0;0;0;0;0
2019-10-01 15:00:00;2;99;30;33;43;61;43;110;0;0;0;0;0
2019-10-01 15:15:00;3;138;31;36;37;52;32;115;0;0;0;0;0
2019-10-01 15:30:00;2;109;20;24;42;60;43;110;0;0;0;0;0
2019-10-01 15:45:00;2;107;35;36;44;42;47;112;0;0;0;0;0
2019-10-01 16:00:00;1;105;27;29;43;57;42;110;0;0;0;0;0
2019-10-01 16:15:00;5;100;23;24;37;56;36;115;0;0;0;0;0
2019-10-01 16:30:00;2;90;25;27;50;58;51;126;0;0;0;0;0
2019-10-01 16:45:00;1;94;28;33;45;51;44;115;0;0;0;0;0
2019-10-01 17:00:00;2;96;21;25;37;50;36;117;0;0;0;0;0
2019-10-01 17:15:00;1;95;30;30;40;35;38;123;0;0;0;0;0
2019-10-01 17:30:00;0;74;23;25;40;34;41;125;0;0;0;0;0
2019-10-01 17:45:00;4;95;22;23;46;37;44;103;0;0;0;0;0
2019-10-01 18:00:00;1;85;22;23;44;36;45;120;0;0;0;0;0
2019-10-01 18:15:00;2;84;16;19;23;17;20;98;0;0;0;0;0
2019-10-01 18:30:00;1;55;14;15;27;24;25;87;0;0;0;0;0
2019-10-01 18:45:00;1;52;14;16;21;23;22;66;0;0;0;0;0
2019-10-01 19:00:00;3;47;14;14;16;24;23;76;0;0;0;0;0
2019-10-01 19:15:00;0;45;7;7;20;17;19;62;0;0;0;0;0
2019-10-01 19:30:00;3;45;8;8;13;13;13;46;0;0;0;0;0
2019-10-01 19:45:00;1;42;15;15;16;7;16;39;0;0;0;0;0
2019-10-01 20:00:00;0;41;12;14;20;13;19;41;0;0;0;0;0
2019-10-01 20:15:00;1;25;6;7;14;10;12;31;0;0;0;0;0
2019-10-01 20:30:00;1;30;19;19;12;9;12;33;0;0;0;0;0
2019-10-01 20:45:00;0;30;40;40;14;9;14;38;0;0;0;0;0
2019-10-01 21:00:00;7;39;56;61;16;9;15;74;0;0;0;0;0
2019-10-01 21:15:00;3;68;78;73;11;8;10;67;0;0;0;0;0
2019-10-01 21:30:00;2;63;83;85;15;6;14;63;0;0;0;0;0
2019-10-01 21:45:00;3;44;22;20;30;46;36;25;0;0;0;0;0
