DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2019-09-20 00:00:00;10;14;15;9;0;1;0
2019-09-20 00:15:00;14;6;14;6;2;3;0
2019-09-20 00:30:00;9;11;13;4;1;1;0
2019-09-20 00:45:00;10;12;19;5;1;2;0
2019-09-20 01:00:00;10;8;10;12;0;2;0
2019-09-20 01:15:00;4;15;11;7;2;2;0
2019-09-20 01:30:00;7;7;7;3;0;2;0
2019-09-20 01:45:00;11;8;7;2;0;1;0
2019-09-20 02:00:00;9;8;6;0;0;1;0
2019-09-20 02:15:00;10;2;13;4;0;1;0
2019-09-20 02:30:00;7;2;5;5;0;1;0
2019-09-20 02:45:00;5;4;7;1;1;0;0
2019-09-20 03:00:00;6;4;12;3;0;1;0
2019-09-20 03:15:00;10;3;7;6;3;0;0
2019-09-20 03:30:00;6;4;6;3;1;0;0
2019-09-20 03:45:00;8;4;13;10;0;1;0
2019-09-20 04:00:00;6;5;14;9;0;1;0
2019-09-20 04:15:00;17;14;19;7;1;2;0
2019-09-20 04:30:00;19;17;21;6;3;3;0
2019-09-20 04:45:00;25;21;56;22;3;6;0
2019-09-20 05:00:00;28;23;121;43;5;7;0
2019-09-20 05:15:00;34;45;201;92;6;26;0
2019-09-20 05:30:00;56;88;225;136;7;18;1
2019-09-20 05:45:00;101;160;223;125;16;14;0
2019-09-20 06:00:00;157;208;172;128;13;13;0
2019-09-20 06:15:00;97;121;211;146;6;25;0
2019-09-20 06:30:00;76;103;262;200;15;50;0
2019-09-20 06:45:00;71;125;209;198;22;48;0
2019-09-20 07:00:00;71;97;245;196;25;45;0
2019-09-20 07:15:00;84;119;240;164;34;53;0
2019-09-20 07:30:00;93;117;266;230;38;59;5
2019-09-20 07:45:00;115;163;260;211;27;70;0
2019-09-20 08:00:00;92;119;208;150;17;37;5
2019-09-20 08:15:00;61;112;210;165;22;41;5
2019-09-20 08:30:00;91;118;198;151;65;38;0
2019-09-20 08:45:00;71;107;184;139;17;33;0
2019-09-20 09:00:00;79;88;142;132;18;26;0
2019-09-20 09:15:00;58;106;116;118;18;16;1
2019-09-20 09:30:00;81;98;125;121;18;32;0
2019-09-20 09:45:00;81;121;124;131;17;24;0
2019-09-20 10:00:00;81;134;126;113;17;23;0
2019-09-20 10:15:00;86;150;117;112;27;20;10
2019-09-20 10:30:00;94;157;106;110;117;22;0
2019-09-20 10:45:00;82;129;134;118;24;29;0
2019-09-20 11:00:00;94;153;110;120;25;19;0
2019-09-20 11:15:00;89;150;126;121;19;16;0
2019-09-20 11:30:00;115;160;128;118;20;30;0
2019-09-20 11:45:00;122;179;149;139;31;30;0
2019-09-20 12:00:00;136;214;136;130;28;31;3
2019-09-20 12:15:00;155;231;129;136;85;26;0
2019-09-20 12:30:00;159;234;140;131;21;29;0
2019-09-20 12:45:00;118;188;145;113;32;26;0
2019-09-20 13:00:00;144;211;155;132;18;41;0
2019-09-20 13:15:00;160;239;209;156;105;37;4
2019-09-20 13:30:00;135;198;225;181;29;44;1
2019-09-20 13:45:00;128;183;195;158;27;40;0
2019-09-20 14:00:00;197;253;164;153;50;53;0
2019-09-20 14:15:00;212;212;132;117;11;48;1
2019-09-20 14:30:00;235;290;149;145;24;39;0
2019-09-20 14:45:00;209;291;140;154;25;26;0
2019-09-20 15:00:00;221;286;128;130;11;34;0
2019-09-20 15:15:00;221;246;113;140;18;28;0
2019-09-20 15:30:00;185;255;151;146;27;37;0
2019-09-20 15:45:00;158;235;139;132;22;33;0
2019-09-20 16:00:00;169;240;125;176;27;29;0
2019-09-20 16:15:00;167;239;132;133;20;37;6
2019-09-20 16:30:00;170;230;130;130;25;35;3
2019-09-20 16:45:00;143;216;135;140;23;34;0
2019-09-20 17:00:00;130;208;132;128;28;37;0
2019-09-20 17:15:00;141;191;133;127;27;20;0
2019-09-20 17:30:00;132;186;148;142;94;28;0
2019-09-20 17:45:00;109;173;132;130;29;25;1
2019-09-20 18:00:00;134;197;126;143;22;22;0
2019-09-20 18:15:00;126;183;131;119;16;38;0
2019-09-20 18:30:00;111;153;123;110;18;22;0
2019-09-20 18:45:00;89;119;115;115;15;22;0
2019-09-20 19:00:00;87;124;102;138;27;25;0
2019-09-20 19:15:00;76;115;94;94;11;35;0
2019-09-20 19:30:00;77;121;78;87;240;25;0
2019-09-20 19:45:00;83;120;81;80;13;20;0
2019-09-20 20:00:00;80;125;74;80;9;17;0
2019-09-20 20:15:00;78;105;83;90;13;20;0
2019-09-20 20:30:00;55;68;73;57;9;13;0
2019-09-20 20:45:00;47;65;106;62;8;12;0
2019-09-20 21:00:00;49;80;143;79;10;8;0
2019-09-20 21:15:00;72;88;223;112;5;14;0
2019-09-20 21:30:00;53;81;135;69;7;25;0
2019-09-20 21:45:00;113;149;61;47;4;11;0
2019-09-20 22:00:00;167;197;57;41;3;5;0
2019-09-20 22:15:00;117;140;64;47;3;9;0
2019-09-20 22:30:00;56;51;39;30;2;5;0
2019-09-20 22:45:00;38;56;40;38;1;3;0
2019-09-20 23:00:00;29;45;29;20;4;4;0
2019-09-20 23:15:00;31;36;38;24;4;9;0
2019-09-20 23:30:00;25;27;27;17;2;3;0
2019-09-20 23:45:00;35;36;33;20;2;6;0
