DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-11-13 00:00:00;11;7;3;2;1;10;4;1;1
2019-11-13 00:15:00;9;12;7;2;1;6;6;1;1
2019-11-13 00:30:00;8;13;9;3;1;6;8;0;0
2019-11-13 00:45:00;11;9;5;2;0;9;7;0;2
2019-11-13 01:00:00;5;9;5;4;0;4;9;0;2
2019-11-13 01:15:00;3;6;6;3;0;5;3;0;0
2019-11-13 01:30:00;7;1;0;0;0;4;1;0;0
2019-11-13 01:45:00;3;5;5;3;0;4;6;0;0
2019-11-13 02:00:00;4;0;3;0;0;8;7;0;0
2019-11-13 02:15:00;4;3;4;2;0;8;6;0;0
2019-11-13 02:30:00;6;3;1;1;2;4;2;0;0
2019-11-13 02:45:00;7;11;4;2;1;4;5;0;0
2019-11-13 03:00:00;4;2;2;0;0;5;3;0;0
2019-11-13 03:15:00;3;2;1;1;2;9;4;0;0
2019-11-13 03:30:00;5;2;2;1;1;3;2;0;0
2019-11-13 03:45:00;3;3;2;0;0;3;2;0;0
2019-11-13 04:00:00;5;4;3;1;1;7;6;0;0
2019-11-13 04:15:00;8;7;8;3;0;9;7;0;0
2019-11-13 04:30:00;13;5;6;3;2;22;9;0;1
2019-11-13 04:45:00;14;6;13;5;0;20;15;2;1
2019-11-13 05:00:00;28;7;9;1;0;26;18;2;2
2019-11-13 05:15:00;43;20;23;4;0;33;28;4;5
2019-11-13 05:30:00;46;32;29;11;2;50;38;6;7
2019-11-13 05:45:00;69;31;40;9;2;72;64;8;17
2019-11-13 06:00:00;65;42;55;15;2;60;67;9;16
2019-11-13 06:15:00;68;60;50;10;3;86;69;6;13
2019-11-13 06:30:00;105;91;94;25;11;128;117;13;25
2019-11-13 06:45:00;78;125;85;23;8;92;104;11;24
2019-11-13 07:00:00;120;156;100;23;9;104;111;11;20
2019-11-13 07:15:00;132;172;96;23;9;79;88;15;23
