DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2019-08-28 00:00:00;0;0;0;11;6;1;4;6;11;4;2
2019-08-28 00:15:00;1;4;0;5;6;1;4;4;7;1;2
2019-08-28 00:30:00;0;0;1;2;7;1;2;5;5;0;0
2019-08-28 00:45:00;0;0;0;4;3;2;0;8;6;3;3
2019-08-28 01:00:00;0;0;0;3;5;3;3;3;4;0;0
2019-08-28 01:15:00;1;1;2;5;6;3;1;9;6;0;1
2019-08-28 01:30:00;0;1;0;5;6;2;2;5;6;2;1
2019-08-28 01:45:00;0;0;0;5;3;0;1;4;2;0;0
2019-08-28 02:00:00;1;1;0;4;2;1;1;1;1;0;0
2019-08-28 02:15:00;0;1;0;0;0;0;1;1;1;0;0
2019-08-28 02:30:00;0;4;0;3;1;1;1;3;3;1;1
2019-08-28 02:45:00;0;0;0;6;3;2;3;2;1;0;0
2019-08-28 03:00:00;0;0;0;1;3;1;1;1;3;0;0
2019-08-28 03:15:00;1;1;0;4;3;1;2;1;4;2;1
2019-08-28 03:30:00;0;2;0;2;2;0;0;5;5;0;0
2019-08-28 03:45:00;0;0;0;5;4;0;0;2;2;0;0
2019-08-28 04:00:00;0;1;0;2;4;0;1;5;4;2;2
2019-08-28 04:15:00;0;0;0;6;5;1;0;6;6;1;1
2019-08-28 04:30:00;0;1;0;3;5;2;1;7;6;3;3
2019-08-28 04:45:00;1;2;2;6;7;2;2;12;11;1;0
2019-08-28 05:00:00;0;6;0;7;7;4;2;12;9;7;6
2019-08-28 05:15:00;1;2;1;21;7;2;2;25;19;7;5
2019-08-28 05:30:00;4;12;2;20;16;2;10;37;38;13;14
2019-08-28 05:45:00;7;19;3;35;14;8;6;66;79;25;24
2019-08-28 06:00:00;2;13;7;43;21;6;14;46;50;17;11
2019-08-28 06:15:00;6;26;3;39;25;8;18;68;67;20;17
2019-08-28 06:30:00;2;33;4;32;38;9;9;95;88;20;13
2019-08-28 06:45:00;8;33;5;48;38;6;14;109;118;18;16
2019-08-28 07:00:00;7;18;6;60;38;9;17;81;89;21;16
2019-08-28 07:15:00;6;21;4;62;36;25;20;84;108;24;19
2019-08-28 07:30:00;10;28;7;66;43;5;32;79;96;16;11
2019-08-28 07:45:00;13;43;3;82;71;42;33;103;112;22;20
2019-08-28 08:00:00;10;31;8;50;45;15;26;84;90;18;20
2019-08-28 08:15:00;9;31;4;71;41;26;23;76;97;15;13
2019-08-28 08:30:00;7;26;2;72;31;13;28;76;73;17;12
2019-08-28 08:45:00;6;29;3;71;52;9;20;66;70;13;13
2019-08-28 09:00:00;10;23;9;57;38;224;18;59;55;8;4
2019-08-28 09:15:00;6;23;9;57;38;190;20;72;57;7;8
2019-08-28 09:30:00;7;22;4;67;42;158;29;70;58;10;11
2019-08-28 09:45:00;10;22;6;72;57;80;31;66;50;14;13
2019-08-28 10:00:00;14;23;5;83;50;22;24;61;55;7;8
2019-08-28 10:15:00;12;26;2;61;44;10;18;51;46;6;6
2019-08-28 10:30:00;5;32;5;83;39;71;29;72;62;9;8
2019-08-28 10:45:00;9;27;3;78;49;210;18;64;57;4;6
2019-08-28 11:00:00;11;28;3;79;53;11;29;64;52;6;6
2019-08-28 11:15:00;10;14;9;85;56;91;31;63;64;5;4
2019-08-28 11:30:00;14;21;3;91;61;19;31;56;44;6;4
2019-08-28 11:45:00;9;20;4;94;73;19;32;68;58;9;6
2019-08-28 12:00:00;7;17;6;71;60;17;32;59;44;6;4
2019-08-28 12:15:00;17;29;5;93;66;21;31;69;57;8;10
2019-08-28 12:30:00;11;22;2;83;51;14;30;65;43;8;7
2019-08-28 12:45:00;12;12;2;83;59;21;28;51;89;16;22
2019-08-28 13:00:00;12;26;3;84;67;10;23;63;76;6;4
2019-08-28 13:15:00;5;21;1;90;51;8;33;61;64;18;16
2019-08-28 13:30:00;4;26;8;86;52;16;24;72;62;10;9
2019-08-28 13:45:00;13;27;3;90;69;15;31;49;52;12;10
2019-08-28 14:00:00;3;14;4;102;71;17;29;58;49;16;13
2019-08-28 14:15:00;8;25;3;100;73;12;24;56;50;8;7
2019-08-28 14:30:00;11;21;8;100;101;21;33;58;62;14;13
2019-08-28 14:45:00;4;15;3;96;66;9;32;68;56;10;9
2019-08-28 15:00:00;14;21;6;93;83;18;33;70;54;15;12
2019-08-28 15:15:00;10;14;4;102;81;10;33;61;44;8;7
2019-08-28 15:30:00;8;17;8;123;91;35;36;56;61;8;7
2019-08-28 15:45:00;6;21;4;111;74;52;33;66;64;10;13
2019-08-28 16:00:00;29;31;3;137;102;9;45;59;53;6;6
2019-08-28 16:15:00;17;22;3;136;129;17;30;66;54;15;11
2019-08-28 16:30:00;7;20;3;116;100;21;34;74;55;10;7
2019-08-28 16:45:00;8;19;8;120;95;17;30;71;58;18;13
2019-08-28 17:00:00;11;18;9;109;108;20;35;62;76;15;14
2019-08-28 17:15:00;16;19;3;130;109;8;23;58;63;13;10
2019-08-28 17:30:00;15;21;6;101;88;18;29;64;83;21;15
2019-08-28 17:45:00;11;21;2;97;72;10;19;60;70;17;19
2019-08-28 18:00:00;7;27;5;91;65;11;32;59;61;14;12
2019-08-28 18:15:00;5;58;5;79;67;10;35;76;64;11;7
2019-08-28 18:30:00;12;19;7;77;54;13;24;55;70;8;5
2019-08-28 18:45:00;8;20;4;66;50;25;24;55;43;12;10
2019-08-28 19:00:00;7;17;1;60;50;11;25;50;43;7;5
2019-08-28 19:15:00;3;15;5;65;45;16;33;54;51;7;6
2019-08-28 19:30:00;5;11;2;52;32;7;18;41;37;12;11
2019-08-28 19:45:00;10;13;3;55;40;9;16;39;39;8;9
2019-08-28 20:00:00;6;11;2;57;37;12;23;47;44;5;4
2019-08-28 20:15:00;4;11;5;56;40;69;32;47;41;6;6
2019-08-28 20:30:00;5;9;2;47;45;28;17;38;34;6;6
2019-08-28 20:45:00;12;6;4;39;26;82;28;33;24;2;4
2019-08-28 21:00:00;0;10;6;46;28;176;21;42;42;8;6
2019-08-28 21:15:00;6;9;3;38;28;41;21;36;34;8;6
2019-08-28 21:30:00;5;11;0;35;25;14;18;36;24;1;1
2019-08-28 21:45:00;2;7;2;43;25;10;9;29;18;5;5
2019-08-28 22:00:00;4;3;0;34;39;13;17;17;12;1;1
2019-08-28 22:15:00;1;7;2;35;30;11;15;20;19;3;3
2019-08-28 22:30:00;5;5;0;24;18;5;9;20;16;1;0
2019-08-28 22:45:00;0;2;1;31;19;27;12;16;15;3;3
2019-08-28 23:00:00;1;2;0;18;22;78;7;14;16;3;4
2019-08-28 23:15:00;3;5;0;17;12;49;5;15;15;6;5
2019-08-28 23:30:00;1;1;1;10;10;34;4;10;8;3;1
2019-08-28 23:45:00;1;1;0;17;13;8;9;20;17;7;6
