DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2020-02-13 00:00:00;2;4;0;0;4;3;0;0
2020-02-13 00:15:00;1;3;0;0;7;6;0;0
2020-02-13 00:30:00;4;0;0;0;4;0;0;0
2020-02-13 00:45:00;4;2;0;0;2;4;0;0
2020-02-13 01:00:00;4;1;0;0;3;2;0;0
2020-02-13 01:15:00;1;3;1;0;1;1;0;0
2020-02-13 01:30:00;4;2;0;0;1;4;0;0
2020-02-13 01:45:00;0;2;0;0;2;4;0;0
2020-02-13 02:00:00;2;3;0;0;1;1;0;0
2020-02-13 02:15:00;3;0;0;0;0;1;0;0
2020-02-13 02:30:00;1;0;1;0;2;2;0;0
2020-02-13 02:45:00;0;2;0;0;5;2;0;0
2020-02-13 03:00:00;3;2;0;0;2;2;0;0
2020-02-13 03:15:00;5;2;0;0;1;5;0;0
2020-02-13 03:30:00;6;4;0;0;1;1;0;0
2020-02-13 03:45:00;5;3;0;0;0;6;0;0
2020-02-13 04:00:00;5;4;0;0;2;3;0;0
2020-02-13 04:15:00;0;2;0;0;3;7;0;0
2020-02-13 04:30:00;5;3;0;0;6;13;0;0
2020-02-13 04:45:00;4;7;0;0;14;23;0;0
2020-02-13 05:00:00;11;13;0;0;29;53;24;0
2020-02-13 05:15:00;20;26;2;0;92;126;17;17
2020-02-13 05:30:00;29;39;6;0;110;123;17;6
2020-02-13 05:45:00;97;105;4;0;113;81;14;18
2020-02-13 06:00:00;95;125;7;0;62;50;7;14
2020-02-13 06:15:00;57;91;1;0;66;54;7;21
2020-02-13 06:30:00;48;78;2;0;100;78;14;3
2020-02-13 06:45:00;35;73;3;0;85;74;12;1
2020-02-13 07:00:00;41;87;4;0;78;66;11;0
2020-02-13 07:15:00;51;90;4;0;87;71;21;0
2020-02-13 07:30:00;56;90;6;0;90;82;9;1
2020-02-13 07:45:00;34;69;8;0;84;86;26;0
2020-02-13 08:00:00;57;68;12;0;76;63;13;0
2020-02-13 08:15:00;50;85;12;0;72;70;14;1
2020-02-13 08:30:00;48;94;7;0;51;60;42;0
2020-02-13 08:45:00;31;57;10;0;45;42;4;6
2020-02-13 09:00:00;28;36;15;0;27;30;6;2
2020-02-13 09:15:00;27;51;13;0;48;40;2;0
2020-02-13 09:30:00;28;37;13;0;43;31;9;2
2020-02-13 09:45:00;36;42;15;0;32;32;1;0
2020-02-13 10:00:00;37;37;9;0;34;26;0;8
2020-02-13 10:15:00;30;27;7;0;33;37;0;0
2020-02-13 10:30:00;30;54;8;0;38;37;0;2
2020-02-13 10:45:00;18;39;9;0;36;24;1;10
2020-02-13 11:00:00;21;50;16;0;38;26;3;6
2020-02-13 11:15:00;32;41;8;0;39;29;4;11
2020-02-13 11:30:00;32;59;18;0;44;34;6;11
2020-02-13 11:45:00;31;46;11;0;40;41;7;5
2020-02-13 12:00:00;36;39;9;0;51;27;4;12
2020-02-13 12:15:00;29;45;6;0;46;34;7;7
2020-02-13 12:30:00;36;45;15;0;46;42;3;6
2020-02-13 12:45:00;27;36;15;0;44;53;4;10
2020-02-13 13:00:00;38;54;11;0;67;51;14;5
2020-02-13 13:15:00;33;46;13;0;97;108;23;2
2020-02-13 13:30:00;32;60;17;0;100;117;16;12
2020-02-13 13:45:00;67;89;13;0;90;112;13;8
2020-02-13 14:00:00;84;102;14;0;88;65;6;30
2020-02-13 14:15:00;148;184;17;0;77;46;3;31
2020-02-13 14:30:00;73;97;8;0;71;35;0;21
2020-02-13 14:45:00;49;69;7;0;53;36;0;26
2020-02-13 15:00:00;83;84;13;0;72;48;0;18
2020-02-13 15:15:00;77;86;9;0;115;70;1;28
2020-02-13 15:30:00;78;61;17;0;84;42;4;12
2020-02-13 15:45:00;58;68;10;0;73;53;3;12
2020-02-13 16:00:00;65;64;9;0;77;49;0;23
2020-02-13 16:15:00;56;75;8;0;70;46;0;15
2020-02-13 16:30:00;58;60;8;0;79;57;1;16
2020-02-13 16:45:00;54;75;14;0;75;55;2;7
2020-02-13 17:00:00;46;62;4;0;75;40;0;14
2020-02-13 17:15:00;52;61;7;0;89;59;3;21
2020-02-13 17:30:00;48;57;11;0;62;37;0;5
2020-02-13 17:45:00;50;70;10;0;57;37;0;10
2020-02-13 18:00:00;41;63;10;0;58;27;0;10
2020-02-13 18:15:00;45;55;7;0;53;30;0;11
2020-02-13 18:30:00;39;38;14;0;55;23;0;12
2020-02-13 18:45:00;27;38;4;0;24;20;1;3
2020-02-13 19:00:00;20;33;4;0;28;16;0;4
2020-02-13 19:15:00;19;28;3;0;21;16;0;3
2020-02-13 19:30:00;18;23;3;0;30;6;0;0
2020-02-13 19:45:00;11;24;3;0;23;20;0;0
2020-02-13 20:00:00;12;18;1;0;34;13;0;0
2020-02-13 20:15:00;12;13;2;0;28;14;0;0
2020-02-13 20:30:00;18;20;1;0;26;23;2;1
2020-02-13 20:45:00;15;10;4;0;35;41;13;0
2020-02-13 21:00:00;12;21;3;0;44;68;22;0
2020-02-13 21:15:00;15;18;3;0;61;96;16;6
2020-02-13 21:30:00;16;34;4;0;44;70;30;23
2020-02-13 21:45:00;64;112;10;0;44;32;5;22
2020-02-13 22:00:00;72;120;9;0;52;34;3;19
2020-02-13 22:15:00;26;35;3;0;26;16;0;2
2020-02-13 22:30:00;17;15;3;0;16;8;0;1
2020-02-13 22:45:00;7;9;1;0;9;8;0;0
2020-02-13 23:00:00;6;9;0;0;8;10;0;0
2020-02-13 23:15:00;2;4;0;0;1;6;0;0
2020-02-13 23:30:00;2;2;0;0;5;7;0;0
2020-02-13 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
