DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(DD4);16(TAFBA);53(TAFBA2);54(TAFBB2);55(TAFBC);56(TAFBD);57(TAFBE)
2020-12-10 00:00:00;0;5;1;0;1;0;0;0;1;3;0;1;0;2;3;0;0;0;0;0;0
2020-12-10 00:15:00;3;8;4;0;0;2;0;0;5;5;0;0;0;1;2;0;0;0;0;0;0
2020-12-10 00:30:00;2;4;0;0;0;3;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-10 00:45:00;2;0;0;0;0;2;0;0;2;1;1;1;1;1;0;0;0;0;0;0;0
2020-12-10 01:00:00;3;4;1;1;1;7;2;0;1;1;0;0;0;2;0;0;0;0;0;0;0
2020-12-10 01:15:00;3;3;0;0;0;0;0;0;1;1;0;0;0;4;0;0;0;0;0;0;0
2020-12-10 01:30:00;5;3;0;1;0;0;0;0;0;3;1;1;0;3;0;0;0;0;0;0;0
2020-12-10 01:45:00;2;2;0;0;0;0;0;0;1;1;0;0;0;3;1;0;0;0;0;0;0
2020-12-10 02:00:00;1;3;0;0;1;1;0;0;4;0;0;0;1;2;0;0;0;0;0;0;0
2020-12-10 02:15:00;0;1;0;0;0;0;0;0;4;0;0;0;1;4;0;0;0;0;0;0;0
2020-12-10 02:30:00;4;1;1;0;1;0;0;1;0;0;0;0;1;2;1;0;0;0;0;0;0
2020-12-10 02:45:00;3;3;0;0;1;0;0;0;1;0;0;0;3;3;1;0;0;0;0;0;0
2020-12-10 03:00:00;2;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
2020-12-10 03:15:00;2;1;3;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-10 03:30:00;1;4;2;0;1;5;0;0;3;1;0;0;2;1;0;0;0;0;0;0;0
2020-12-10 03:45:00;5;7;0;0;1;2;3;0;1;1;1;1;1;0;0;0;0;0;0;0;0
2020-12-10 04:00:00;1;1;0;0;0;3;0;0;1;4;2;0;2;5;0;0;0;0;0;0;0
2020-12-10 04:15:00;4;6;2;0;1;2;0;0;1;3;0;1;0;4;0;0;0;0;0;0;0
2020-12-10 04:30:00;4;8;0;0;2;5;3;0;2;2;2;2;2;3;2;0;0;0;0;0;0
2020-12-10 04:45:00;4;5;3;2;5;4;2;1;7;6;0;2;0;9;4;0;0;0;0;0;0
2020-12-10 05:00:00;7;12;2;2;8;20;3;0;8;12;5;0;6;10;6;0;0;0;0;0;0
2020-12-10 05:15:00;12;18;4;2;6;18;0;2;15;20;11;1;5;6;3;0;0;0;0;0;0
2020-12-10 05:30:00;31;29;20;6;16;33;4;1;28;18;18;4;12;7;19;0;0;0;0;0;0
2020-12-10 05:45:00;43;42;19;9;8;32;4;1;30;31;11;21;30;17;14;0;0;0;0;0;0
2020-12-10 06:00:00;37;28;21;6;11;16;1;0;26;37;15;30;49;21;17;1;0;0;0;0;0
2020-12-10 06:15:00;37;52;23;13;10;31;6;4;27;36;10;7;34;20;27;0;0;0;0;0;0
2020-12-10 06:30:00;59;57;25;4;20;41;3;3;50;58;40;9;35;19;16;0;0;0;0;0;0
2020-12-10 06:45:00;82;47;37;13;27;52;6;1;30;49;27;10;53;24;28;0;0;0;0;0;0
2020-12-10 07:00:00;52;57;28;7;32;41;4;3;35;41;11;6;38;23;23;0;0;0;0;0;0
2020-12-10 07:15:00;72;64;41;10;35;43;12;3;44;62;25;14;69;38;32;0;0;0;0;0;0
2020-12-10 07:30:00;67;69;47;26;46;57;14;3;59;43;31;13;56;30;23;0;0;0;0;0;0
2020-12-10 07:45:00;78;72;75;24;54;67;16;9;56;63;30;29;62;28;34;2;0;0;0;0;0
2020-12-10 08:00:00;57;73;45;24;47;62;17;4;40;50;24;8;57;36;37;0;0;0;0;0;0
2020-12-10 08:15:00;38;50;45;31;37;52;15;12;37;38;22;22;49;25;28;0;5;2;0;0;0
2020-12-10 08:30:00;53;103;42;25;55;39;5;5;43;48;28;19;75;32;28;0;0;0;0;0;0
2020-12-10 08:45:00;29;54;43;19;32;39;13;6;43;41;17;26;47;28;24;5;0;0;0;0;0
2020-12-10 09:00:00;47;59;37;18;32;34;13;6;26;28;23;18;66;26;24;0;0;0;2;0;0
2020-12-10 09:15:00;31;69;53;18;44;36;17;7;45;47;25;13;57;23;18;0;0;0;0;0;0
2020-12-10 09:30:00;37;61;43;27;29;36;16;5;35;38;15;27;44;31;25;0;0;0;2;4;0
2020-12-10 09:45:00;44;73;44;15;37;35;18;5;44;40;23;30;49;23;20;0;0;0;0;0;0
2020-12-10 10:00:00;25;60;37;18;48;45;18;8;46;47;25;30;55;30;27;0;0;0;0;0;0
2020-12-10 10:15:00;49;73;58;17;50;35;16;8;40;51;32;36;53;23;24;0;0;2;0;0;0
2020-12-10 10:30:00;34;85;49;26;48;58;16;5;53;63;21;24;55;31;26;0;0;0;0;0;0
2020-12-10 10:45:00;32;84;59;26;57;54;13;7;56;64;25;32;62;39;32;0;0;0;0;0;0
2020-12-10 11:00:00;31;69;49;20;53;50;12;15;51;45;72;27;86;25;22;0;0;0;0;0;0
2020-12-10 11:15:00;35;69;55;18;44;59;17;8;61;57;25;24;64;30;31;0;0;0;0;0;0
2020-12-10 11:30:00;40;69;49;23;53;46;16;14;54;41;20;42;58;37;25;0;0;0;0;0;0
2020-12-10 11:45:00;28;70;59;24;50;55;16;9;56;65;25;36;62;39;32;0;0;3;0;0;2
2020-12-10 12:00:00;36;76;53;19;47;48;13;5;57;76;28;34;56;33;23;0;0;0;0;3;0
2020-12-10 12:15:00;42;69;55;25;50;44;13;9;64;62;22;36;51;27;29;0;0;0;0;0;0
2020-12-10 12:30:00;34;65;44;16;47;48;19;10;56;59;27;26;52;32;24;0;0;0;0;0;0
2020-12-10 12:45:00;41;78;51;24;40;55;20;15;51;64;21;19;50;31;29;2;0;0;0;0;1
2020-12-10 13:00:00;35;70;46;25;51;49;11;10;58;71;27;37;66;22;35;0;0;35;0;0;0
