DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-01-16 00:00:00;4;0;3;0;0;0
2020-01-16 00:15:00;7;0;1;0;0;0
2020-01-16 00:30:00;6;1;9;2;0;0
2020-01-16 00:45:00;3;0;3;0;0;0
2020-01-16 01:00:00;4;0;1;0;0;0
2020-01-16 01:15:00;5;0;4;0;0;0
2020-01-16 01:30:00;4;0;1;0;0;0
2020-01-16 01:45:00;2;0;1;0;0;0
2020-01-16 02:00:00;1;0;1;0;0;0
2020-01-16 02:15:00;1;0;5;0;0;0
2020-01-16 02:30:00;2;0;1;0;0;0
2020-01-16 02:45:00;5;0;3;0;0;0
2020-01-16 03:00:00;5;0;7;1;0;0
2020-01-16 03:15:00;3;0;5;0;0;0
2020-01-16 03:30:00;4;0;4;0;0;0
2020-01-16 03:45:00;1;0;7;0;0;0
2020-01-16 04:00:00;3;0;2;0;0;0
2020-01-16 04:15:00;5;1;6;0;0;0
2020-01-16 04:30:00;10;2;17;0;0;0
2020-01-16 04:45:00;7;8;29;0;0;0
2020-01-16 05:00:00;18;12;92;0;25;0
2020-01-16 05:15:00;53;45;208;2;13;6
2020-01-16 05:30:00;72;48;175;17;6;12
2020-01-16 05:45:00;122;28;140;78;11;5
2020-01-16 06:00:00;77;16;108;71;6;5
2020-01-16 06:15:00;43;43;133;16;23;4
2020-01-16 06:30:00;65;77;161;9;9;6
2020-01-16 06:45:00;66;85;172;3;7;11
2020-01-16 07:00:00;106;16;136;3;2;7
2020-01-16 07:15:00;90;10;138;3;3;14
2020-01-16 07:30:00;119;11;166;4;8;7
2020-01-16 07:45:00;126;14;136;1;0;9
2020-01-16 08:00:00;103;9;130;1;3;13
2020-01-16 08:15:00;109;5;125;2;1;5
2020-01-16 08:30:00;78;12;90;2;3;4
2020-01-16 08:45:00;66;6;94;1;0;4
2020-01-16 09:00:00;58;3;67;0;7;1
2020-01-16 09:15:00;35;3;72;6;9;4
2020-01-16 09:30:00;38;5;80;1;2;1
2020-01-16 09:45:00;52;3;67;4;0;1
2020-01-16 10:00:00;49;3;55;2;0;0
2020-01-16 10:15:00;56;1;51;2;1;0
2020-01-16 10:30:00;52;2;56;4;0;0
2020-01-16 10:45:00;65;1;53;3;1;3
2020-01-16 11:00:00;62;3;55;3;1;5
2020-01-16 11:15:00;59;0;45;2;0;0
2020-01-16 11:30:00;67;1;55;4;0;1
2020-01-16 11:45:00;62;2;56;5;2;2
2020-01-16 12:00:00;78;2;44;9;8;1
2020-01-16 12:15:00;59;4;61;7;0;0
2020-01-16 12:30:00;59;2;54;4;4;3
2020-01-16 12:45:00;66;7;69;4;1;12
2020-01-16 13:00:00;79;24;99;3;1;18
2020-01-16 13:15:00;76;57;149;8;12;28
2020-01-16 13:30:00;100;68;172;1;5;21
2020-01-16 13:45:00;94;30;127;22;8;12
2020-01-16 14:00:00;106;10;110;84;10;22
2020-01-16 14:15:00;113;3;91;126;9;8
2020-01-16 14:30:00;101;2;66;74;10;7
2020-01-16 14:45:00;86;1;63;35;13;12
2020-01-16 15:00:00;133;2;71;42;13;10
2020-01-16 15:15:00;178;4;99;36;17;7
2020-01-16 15:30:00;126;0;69;24;7;8
2020-01-16 15:45:00;124;3;58;36;5;5
2020-01-16 16:00:00;148;3;73;21;17;4
2020-01-16 16:15:00;113;4;78;20;1;31
2020-01-16 16:30:00;147;1;73;21;1;5
2020-01-16 16:45:00;118;4;83;21;18;3
2020-01-16 17:00:00;115;3;80;15;1;2
2020-01-16 17:15:00;124;1;84;17;3;1
2020-01-16 17:30:00;113;0;90;15;0;1
2020-01-16 17:45:00;84;1;89;11;1;1
2020-01-16 18:00:00;80;0;56;8;0;0
2020-01-16 18:15:00;86;0;58;5;0;1
2020-01-16 18:30:00;67;2;60;8;1;2
2020-01-16 18:45:00;64;0;49;5;0;0
2020-01-16 19:00:00;46;0;35;4;0;2
2020-01-16 19:15:00;50;0;37;2;0;0
2020-01-16 19:30:00;24;1;36;0;0;0
2020-01-16 19:45:00;35;3;25;2;0;0
2020-01-16 20:00:00;40;0;23;0;1;0
2020-01-16 20:15:00;29;1;34;0;0;0
2020-01-16 20:30:00;24;1;33;2;0;0
2020-01-16 20:45:00;24;2;36;1;2;2
2020-01-16 21:00:00;37;12;85;3;9;0
2020-01-16 21:15:00;31;32;130;2;9;13
2020-01-16 21:30:00;41;10;77;23;6;19
2020-01-16 21:45:00;76;5;50;117;2;25
2020-01-16 22:00:00;87;3;29;138;1;6
2020-01-16 22:15:00;32;1;11;23;0;13
2020-01-16 22:30:00;25;1;8;5;1;0
2020-01-16 22:45:00;12;0;10;4;0;1
2020-01-16 23:00:00;12;0;8;3;0;3
2020-01-16 23:15:00;11;0;10;2;0;0
2020-01-16 23:30:00;8;0;6;0;0;0
2020-01-16 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
