DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-08-04 00:00:00;12;7;13;0;0;0;0;0;0
2020-08-04 00:15:00;7;1;15;0;0;0;0;0;0
2020-08-04 00:30:00;9;6;13;0;0;0;0;0;0
2020-08-04 00:45:00;13;7;22;0;0;0;0;0;0
2020-08-04 01:00:00;5;3;12;1;1;0;0;0;0
2020-08-04 01:15:00;2;2;11;0;0;0;0;0;0
2020-08-04 01:30:00;5;1;9;0;0;0;0;0;0
2020-08-04 01:45:00;9;9;11;0;0;0;0;0;0
2020-08-04 02:00:00;3;3;10;0;0;0;0;0;0
2020-08-04 02:15:00;6;0;9;0;0;0;0;0;0
2020-08-04 02:30:00;3;4;5;0;0;0;0;0;0
2020-08-04 02:45:00;6;2;5;0;0;0;0;0;0
2020-08-04 03:00:00;4;2;6;1;1;0;0;0;0
2020-08-04 03:15:00;8;8;7;0;0;0;0;0;0
2020-08-04 03:30:00;5;1;5;0;0;0;0;0;0
2020-08-04 03:45:00;8;3;7;0;0;0;0;0;0
2020-08-04 04:00:00;7;6;7;0;0;0;0;0;0
2020-08-04 04:15:00;13;9;19;0;0;0;0;0;0
2020-08-04 04:30:00;10;8;17;0;0;0;0;0;0
2020-08-04 04:45:00;18;9;17;0;0;0;0;0;0
2020-08-04 05:00:00;27;6;24;0;0;0;0;0;0
2020-08-04 05:15:00;41;12;63;0;0;0;0;0;0
2020-08-04 05:30:00;48;14;81;1;1;0;0;0;0
2020-08-04 05:45:00;48;10;101;0;0;0;0;0;0
2020-08-04 06:00:00;61;22;103;1;1;0;0;0;0
2020-08-04 06:15:00;72;26;133;1;1;0;0;0;0
2020-08-04 06:30:00;73;36;152;1;1;0;0;0;0
2020-08-04 06:45:00;71;42;131;1;1;0;0;0;0
2020-08-04 07:00:00;70;31;160;1;1;2;0;0;0
2020-08-04 07:15:00;83;48;196;1;1;0;0;0;0
2020-08-04 07:30:00;84;48;191;1;1;0;0;0;0
2020-08-04 07:45:00;81;55;190;1;1;0;0;0;0
2020-08-04 08:00:00;92;42;176;1;1;1;0;0;0
2020-08-04 08:15:00;79;48;188;1;1;0;0;0;0
2020-08-04 08:30:00;107;59;197;3;3;1;0;0;0
2020-08-04 08:45:00;91;63;221;1;1;3;0;0;0
2020-08-04 09:00:00;100;45;169;2;2;0;0;0;0
2020-08-04 09:15:00;110;46;194;2;2;2;0;0;0
2020-08-04 09:30:00;96;56;198;2;1;1;0;0;0
