DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-05-07 00:00:00;4;9;4;0;0;0;0;0
2020-05-07 00:15:00;3;11;6;0;0;0;0;0
2020-05-07 00:30:00;4;7;3;0;0;0;0;0
2020-05-07 00:45:00;7;4;4;0;0;0;0;0
2020-05-07 01:00:00;3;7;2;0;0;0;0;0
2020-05-07 01:15:00;3;6;6;0;0;0;0;0
2020-05-07 01:30:00;2;9;2;0;0;0;0;0
2020-05-07 01:45:00;3;7;2;0;0;0;0;0
2020-05-07 02:00:00;5;7;3;0;0;0;0;0
2020-05-07 02:15:00;4;9;0;0;0;0;0;0
2020-05-07 02:30:00;4;4;3;0;0;0;0;0
2020-05-07 02:45:00;3;2;3;0;0;0;0;0
2020-05-07 03:00:00;1;6;3;0;0;0;0;0
2020-05-07 03:15:00;4;4;7;0;0;0;0;0
2020-05-07 03:30:00;3;5;4;0;0;0;0;0
2020-05-07 03:45:00;4;5;4;0;0;0;0;0
2020-05-07 04:00:00;2;7;4;0;0;0;0;0
2020-05-07 04:15:00;9;12;4;0;0;0;0;0
2020-05-07 04:30:00;9;11;7;0;0;0;0;0
2020-05-07 04:45:00;7;23;16;0;0;0;0;0
2020-05-07 05:00:00;17;36;39;0;0;0;0;0
2020-05-07 05:15:00;19;39;68;0;0;0;0;0
2020-05-07 05:30:00;36;65;55;0;0;0;0;0
2020-05-07 05:45:00;27;60;44;0;0;0;0;0
2020-05-07 06:00:00;35;73;34;0;0;0;0;0
2020-05-07 06:15:00;46;103;40;0;0;0;0;0
2020-05-07 06:30:00;52;134;52;0;3;1;2;0
2020-05-07 06:45:00;44;134;58;0;0;3;4;0
2020-05-07 07:00:00;35;101;60;0;5;1;0;3
2020-05-07 07:15:00;37;105;50;0;0;0;19;0
2020-05-07 07:30:00;48;107;69;0;4;0;0;0
2020-05-07 07:45:00;57;120;60;0;1;0;54;3
2020-05-07 08:00:00;52;87;56;0;4;1;0;3
2020-05-07 08:15:00;38;92;57;0;3;0;0;3
2020-05-07 08:30:00;56;128;45;0;13;5;3;24
2020-05-07 08:45:00;47;98;54;0;1;2;32;3
2020-05-07 09:00:00;34;109;51;0;0;3;0;1
2020-05-07 09:15:00;53;103;46;0;14;0;0;1
2020-05-07 09:30:00;47;116;46;0;0;3;3;1
2020-05-07 09:45:00;52;128;63;0;4;3;0;15
2020-05-07 10:00:00;56;110;70;0;2;2;3;3
2020-05-07 10:15:00;60;130;62;0;9;3;3;4
2020-05-07 10:30:00;50;134;52;0;3;1;1;16
2020-05-07 10:45:00;56;163;70;0;2;0;2;3
2020-05-07 11:00:00;44;124;53;0;3;1;8;3
2020-05-07 11:15:00;57;158;52;0;3;2;1;4
2020-05-07 11:30:00;72;141;75;0;1;6;2;1
2020-05-07 11:45:00;68;138;53;0;25;1;0;24
2020-05-07 12:00:00;57;160;52;0;2;5;7;5
2020-05-07 12:15:00;66;136;54;0;8;4;2;9
2020-05-07 12:30:00;74;122;55;0;1;2;18;0
2020-05-07 12:45:00;73;138;50;0;4;4;9;2
2020-05-07 13:00:00;75;134;56;0;10;1;0;4
2020-05-07 13:15:00;77;134;68;0;9;2;2;10
2020-05-07 13:30:00;106;176;79;0;6;0;4;6
2020-05-07 13:45:00;127;160;77;0;7;13;20;2
2020-05-07 14:00:00;117;166;104;0;1;3;11;0
2020-05-07 14:15:00;104;187;82;0;1;9;7;4
2020-05-07 14:30:00;93;162;67;0;20;10;5;7
2020-05-07 14:45:00;70;143;68;0;6;5;18;11
2020-05-07 15:00:00;70;180;51;0;4;4;4;3
2020-05-07 15:15:00;94;165;62;0;24;2;2;29
2020-05-07 15:30:00;81;184;74;0;9;1;15;2
2020-05-07 15:45:00;71;180;80;0;5;1;5;13
2020-05-07 16:00:00;91;190;66;0;11;11;7;4
2020-05-07 16:15:00;91;187;64;0;22;1;3;22
2020-05-07 16:30:00;69;189;67;0;14;0;8;13
2020-05-07 16:45:00;93;169;63;0;9;0;6;1
2020-05-07 17:00:00;73;188;77;0;10;2;7;10
2020-05-07 17:15:00;81;175;79;0;2;0;9;1
2020-05-07 17:30:00;77;174;86;0;2;4;14;5
2020-05-07 17:45:00;81;164;83;0;5;0;7;7
2020-05-07 18:00:00;79;164;65;0;22;1;3;16
2020-05-07 18:15:00;89;162;55;0;28;0;0;20
2020-05-07 18:30:00;60;139;89;0;16;3;14;11
2020-05-07 18:45:00;48;137;56;0;3;36;61;4
2020-05-07 19:00:00;60;129;47;0;9;3;19;5
2020-05-07 19:15:00;50;120;47;0;5;0;3;31
2020-05-07 19:30:00;48;95;52;0;5;12;13;8
2020-05-07 19:45:00;42;88;46;0;3;0;13;1
2020-05-07 20:00:00;34;98;41;0;2;17;7;1
2020-05-07 20:15:00;39;89;41;0;11;0;5;16
2020-05-07 20:30:00;29;57;23;0;0;1;0;0
2020-05-07 20:45:00;25;60;36;0;0;0;0;0
2020-05-07 21:00:00;24;35;26;0;0;0;0;0
2020-05-07 21:15:00;20;47;33;0;0;0;0;0
2020-05-07 21:30:00;18;41;37;0;0;0;0;0
2020-05-07 21:45:00;32;56;32;0;0;0;0;0
2020-05-07 22:00:00;73;76;27;0;0;0;0;0
2020-05-07 22:15:00;49;47;19;0;0;0;0;0
2020-05-07 22:30:00;22;43;14;0;2;0;0;0
2020-05-07 22:45:00;13;28;23;0;0;0;0;0
2020-05-07 23:00:00;16;32;22;0;0;0;0;0
2020-05-07 23:15:00;10;19;12;0;0;0;0;0
2020-05-07 23:30:00;11;20;17;0;0;0;0;0
2020-05-07 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
