DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2020-04-23 00:00:00;0;0;1;0;1;4;1;0;1;0;0;1;3;7;7;0;0;0;21;0;0;0;0;0
2020-04-23 00:15:00;2;5;5;1;4;2;7;1;2;1;5;1;3;8;7;0;0;0;30;0;0;0;0;0
2020-04-23 00:30:00;1;0;0;1;0;6;1;0;0;1;5;2;2;5;4;1;0;0;30;0;0;0;0;0
2020-04-23 00:45:00;0;0;1;1;3;7;4;1;5;0;4;2;0;2;3;1;0;0;30;0;0;0;0;0
2020-04-23 01:00:00;1;1;1;1;0;4;4;3;1;2;3;2;1;3;2;0;0;0;35;0;0;0;0;0
2020-04-23 01:15:00;0;1;1;1;2;3;0;1;0;1;4;0;2;5;3;0;0;0;39;0;0;0;0;0
2020-04-23 01:30:00;0;0;0;0;0;2;2;3;1;3;3;0;5;12;6;0;0;0;39;0;0;0;0;0
2020-04-23 01:45:00;1;1;0;0;1;2;4;0;3;0;1;0;3;10;7;1;0;0;39;0;0;0;0;0
2020-04-23 02:00:00;0;0;2;0;0;1;0;1;1;0;2;1;1;10;7;0;0;0;39;0;0;0;0;0
2020-04-23 02:15:00;0;0;1;0;2;5;1;0;2;3;3;0;3;10;7;0;0;0;36;0;0;0;0;0
2020-04-23 02:30:00;0;0;1;1;1;3;2;0;4;1;4;0;5;7;3;0;0;0;39;0;0;0;0;0
2020-04-23 02:45:00;0;1;1;1;3;7;1;3;1;1;1;1;4;8;5;0;0;0;39;0;0;0;0;0
2020-04-23 03:00:00;0;0;0;1;1;3;1;2;4;0;1;2;5;7;3;0;0;0;39;0;0;0;0;0
2020-04-23 03:15:00;1;1;0;1;0;4;1;2;5;0;2;2;3;7;5;0;0;0;39;0;0;0;0;0
2020-04-23 03:30:00;0;0;0;0;0;3;2;2;2;0;4;2;3;9;7;0;0;0;39;0;0;0;0;0
2020-04-23 03:45:00;0;0;0;1;1;7;3;2;3;4;5;3;6;11;5;0;0;0;39;0;0;0;0;0
2020-04-23 04:00:00;0;0;1;0;1;5;4;0;2;0;0;0;3;8;7;0;0;0;36;0;0;0;0;0
2020-04-23 04:15:00;0;0;2;2;0;0;2;2;3;0;5;0;12;25;9;1;0;0;39;0;0;0;0;0
2020-04-23 04:30:00;0;0;2;0;2;6;6;1;2;0;4;1;8;20;11;0;0;0;39;0;0;0;0;0
2020-04-23 04:45:00;0;0;0;2;1;3;1;2;3;0;8;4;5;20;15;1;0;0;39;0;0;0;0;0
2020-04-23 05:00:00;1;0;2;2;1;13;11;5;10;2;7;3;20;38;20;0;0;0;30;0;0;0;0;0
2020-04-23 05:15:00;0;4;4;3;2;14;6;9;10;7;25;16;33;51;31;2;0;0;30;0;0;0;0;0
2020-04-23 05:30:00;2;2;0;8;0;28;12;8;5;5;35;32;38;83;62;1;0;0;30;0;0;0;0;0
2020-04-23 05:45:00;2;0;3;8;2;17;18;10;10;9;26;24;21;63;57;3;0;0;30;0;0;0;0;0
2020-04-23 06:00:00;4;7;9;2;4;23;17;7;14;12;20;18;30;61;45;6;0;0;27;0;0;0;0;0
2020-04-23 06:15:00;4;5;5;7;11;34;27;17;15;18;37;41;37;78;68;7;0;0;30;0;0;0;0;0
