DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2019-11-13 00:00:00;6;6;2;1;1;0;0;0;0;0
2019-11-13 00:15:00;4;7;2;7;1;2;0;0;0;0
2019-11-13 00:30:00;3;5;1;3;1;2;0;0;0;0
2019-11-13 00:45:00;3;3;0;0;0;1;0;0;0;0
2019-11-13 01:00:00;7;6;3;2;0;0;0;0;0;0
2019-11-13 01:15:00;0;1;1;1;1;0;0;0;0;0
2019-11-13 01:30:00;2;2;0;0;0;1;0;0;0;0
2019-11-13 01:45:00;1;1;0;1;0;0;0;0;0;0
2019-11-13 02:00:00;0;1;2;1;2;0;0;0;0;0
2019-11-13 02:15:00;1;3;0;0;1;0;0;0;0;0
2019-11-13 02:30:00;1;1;0;0;0;1;0;0;0;0
2019-11-13 02:45:00;0;0;0;0;2;3;0;0;0;0
2019-11-13 03:00:00;0;1;0;0;0;1;0;0;0;0
2019-11-13 03:15:00;1;1;1;1;2;0;0;0;0;0
2019-11-13 03:30:00;0;0;0;1;0;0;0;0;0;0
2019-11-13 03:45:00;0;0;0;0;0;1;0;0;0;0
2019-11-13 04:00:00;1;1;0;0;0;0;0;0;0;0
2019-11-13 04:15:00;0;0;1;1;1;0;0;0;0;0
2019-11-13 04:30:00;0;0;2;3;3;2;0;0;0;0
2019-11-13 04:45:00;0;1;3;3;1;2;0;0;0;0
2019-11-13 05:00:00;1;1;1;1;1;1;0;0;0;0
2019-11-13 05:15:00;4;6;4;3;4;7;0;0;0;0
2019-11-13 05:30:00;4;9;3;11;4;10;0;0;0;0
2019-11-13 05:45:00;12;13;8;7;9;13;0;0;0;0
2019-11-13 06:00:00;9;21;10;7;21;15;0;0;0;0
2019-11-13 06:15:00;14;39;23;26;25;35;0;0;0;0
2019-11-13 06:30:00;18;21;20;13;24;35;0;0;0;0
2019-11-13 06:45:00;16;25;36;22;39;61;0;0;0;0
2019-11-13 07:00:00;21;37;56;16;50;78;0;0;0;0
2019-11-13 07:15:00;24;48;95;12;42;106;0;0;0;0
2019-11-13 07:30:00;31;63;111;43;61;115;0;0;0;0
2019-11-13 07:45:00;45;75;104;34;63;93;0;0;0;0
2019-11-13 08:00:00;26;55;63;21;76;102;0;0;0;0
2019-11-13 08:15:00;16;51;77;36;62;118;0;0;0;0
2019-11-13 08:30:00;39;48;60;38;49;79;0;0;0;0
2019-11-13 08:45:00;31;40;52;32;55;73;0;0;0;0
2019-11-13 09:00:00;24;31;35;43;35;48;0;0;0;0
2019-11-13 09:15:00;27;30;36;39;41;54;0;0;0;0
2019-11-13 09:30:00;35;38;37;52;38;52;0;0;0;0
2019-11-13 09:45:00;30;31;45;57;37;41;0;0;0;0
2019-11-13 10:00:00;38;41;36;49;26;56;0;0;0;0
2019-11-13 10:15:00;36;36;40;65;32;30;0;0;0;0
2019-11-13 10:30:00;38;37;44;60;32;47;0;0;0;0
2019-11-13 10:45:00;33;35;43;46;22;36;0;0;0;0
2019-11-13 11:00:00;49;49;28;67;42;36;0;0;0;0
2019-11-13 11:15:00;38;46;23;56;27;47;0;0;0;0
2019-11-13 11:30:00;42;60;41;63;29;28;0;0;0;0
2019-11-13 11:45:00;45;41;34;64;35;44;0;0;0;0
2019-11-13 12:00:00;75;54;36;58;25;23;0;0;0;0
2019-11-13 12:15:00;52;58;39;68;34;34;0;0;0;0
2019-11-13 12:30:00;62;54;36;64;17;40;0;0;0;0
2019-11-13 12:45:00;48;57;36;59;31;39;0;0;0;0
2019-11-13 13:00:00;58;68;35;55;22;27;0;0;0;0
2019-11-13 13:15:00;97;83;36;58;37;40;0;0;0;0
2019-11-13 13:30:00;44;47;35;45;15;31;0;0;0;0
2019-11-13 13:45:00;64;95;36;64;34;49;0;0;0;0
2019-11-13 14:00:00;62;79;33;58;29;29;0;0;0;0
2019-11-13 14:15:00;59;65;27;48;25;27;0;0;0;0
2019-11-13 14:30:00;90;112;29;56;18;45;0;0;0;0
2019-11-13 14:45:00;105;120;33;52;20;39;0;0;0;0
2019-11-13 15:00:00;75;88;34;52;26;37;0;0;0;0
2019-11-13 15:15:00;79;102;39;52;22;45;0;0;0;0
2019-11-13 15:30:00;73;107;46;57;28;42;0;0;0;0
2019-11-13 15:45:00;78;104;46;74;19;58;0;0;0;0
2019-11-13 16:00:00;79;116;67;86;24;39;0;0;0;0
2019-11-13 16:15:00;71;89;42;59;24;31;0;0;0;0
2019-11-13 16:30:00;120;116;57;79;21;51;0;0;0;0
2019-11-13 16:45:00;78;80;62;58;27;48;0;0;0;0
2019-11-13 17:00:00;84;130;69;78;33;48;0;0;0;0
2019-11-13 17:15:00;80;112;49;66;30;56;0;0;0;0
2019-11-13 17:30:00;62;103;65;58;19;56;0;0;0;0
2019-11-13 17:45:00;72;78;60;52;22;71;0;0;0;0
2019-11-13 18:00:00;53;65;68;59;26;59;0;0;0;0
2019-11-13 18:15:00;51;43;46;61;23;53;0;0;0;0
2019-11-13 18:30:00;43;44;48;39;23;50;0;0;0;0
2019-11-13 18:45:00;53;48;49;57;24;82;0;0;0;0
2019-11-13 19:00:00;48;33;39;46;24;50;0;0;0;0
2019-11-13 19:15:00;50;55;43;55;23;47;0;0;0;0
2019-11-13 19:30:00;51;54;35;50;21;27;0;0;0;0
2019-11-13 19:45:00;46;36;28;40;13;27;0;0;0;0
2019-11-13 20:00:00;45;32;27;40;12;18;0;0;0;0
2019-11-13 20:15:00;54;37;24;29;10;29;0;0;0;0
2019-11-13 20:30:00;52;36;16;26;12;13;0;0;0;0
2019-11-13 20:45:00;40;20;15;36;9;8;0;0;0;0
2019-11-13 21:00:00;35;37;6;38;7;9;0;0;0;0
2019-11-13 21:15:00;39;34;7;23;7;12;0;0;0;0
2019-11-13 21:30:00;41;21;10;32;6;12;0;0;0;0
2019-11-13 21:45:00;55;44;14;24;5;14;0;0;0;0
2019-11-13 22:00:00;59;35;6;21;8;8;0;0;0;0
2019-11-13 22:15:00;31;32;13;30;5;6;0;0;0;0
2019-11-13 22:30:00;42;29;3;25;8;13;0;0;0;0
2019-11-13 22:45:00;33;22;5;19;3;17;0;0;0;0
2019-11-13 23:00:00;23;23;3;15;6;8;0;0;0;0
2019-11-13 23:15:00;10;23;6;11;5;4;0;0;0;0
2019-11-13 23:30:00;15;14;2;6;3;5;0;0;0;0
2019-11-13 23:45:00;9;6;6;9;1;2;0;0;0;0
