DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-09-01 00:00:00;0;0;0;1;1;5;0;0;0;0;0;0;0;0
2020-09-01 00:15:00;0;0;4;0;2;13;0;0;0;0;0;0;0;0
2020-09-01 00:30:00;2;0;5;0;0;5;0;0;0;0;0;0;0;0
2020-09-01 00:45:00;0;0;4;1;1;4;0;0;0;0;0;0;0;0
2020-09-01 01:00:00;0;0;5;0;0;5;0;0;0;0;0;0;0;0
2020-09-01 01:15:00;0;0;3;0;0;2;0;0;0;0;0;0;0;0
2020-09-01 01:30:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-09-01 01:45:00;0;0;0;0;0;4;0;0;0;0;0;0;0;0
2020-09-01 02:00:00;1;0;4;0;1;0;0;0;0;0;0;0;0;0
2020-09-01 02:15:00;0;0;3;0;0;2;0;0;0;0;0;0;0;0
2020-09-01 02:30:00;0;0;1;0;0;3;0;0;0;0;0;0;0;0
2020-09-01 02:45:00;0;0;3;0;0;2;0;0;0;0;0;0;0;0
2020-09-01 03:00:00;2;0;9;0;0;5;0;0;0;0;0;0;0;0
2020-09-01 03:15:00;0;0;3;0;0;1;0;0;0;0;0;0;0;0
2020-09-01 03:30:00;0;0;3;0;0;7;0;0;0;0;0;0;0;0
2020-09-01 03:45:00;0;0;5;1;1;3;0;0;0;0;0;0;0;0
2020-09-01 04:00:00;0;0;2;0;0;3;0;0;0;0;0;0;0;0
2020-09-01 04:15:00;0;0;7;0;0;1;0;0;0;0;0;0;0;0
2020-09-01 04:30:00;0;0;13;0;0;2;0;0;0;0;0;0;0;0
2020-09-01 04:45:00;0;0;32;0;0;7;0;0;0;0;0;0;0;0
2020-09-01 05:00:00;0;0;71;3;3;9;0;0;0;0;0;0;0;0
2020-09-01 05:15:00;2;0;130;0;0;15;0;0;0;0;0;0;0;0
2020-09-01 05:30:00;1;0;130;5;6;15;0;0;0;0;0;0;0;0
2020-09-01 05:45:00;1;0;132;2;5;54;0;0;0;0;0;0;0;0
2020-09-01 06:00:00;0;0;93;5;3;63;0;0;0;0;0;0;0;0
2020-09-01 06:15:00;0;0;187;7;7;65;0;0;0;0;0;0;0;0
2020-09-01 06:30:00;1;0;222;6;11;70;0;0;0;0;0;0;0;0
2020-09-01 06:45:00;0;0;209;7;11;60;0;0;0;0;0;0;0;0
2020-09-01 07:00:00;1;0;207;15;15;56;0;0;0;0;0;0;0;0
2020-09-01 07:15:00;1;0;212;12;16;60;0;0;0;0;0;0;0;0
