DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-03-17 00:00:00;0;5;6;6;6;0;0
2020-03-17 00:15:00;0;8;6;11;5;3;3
2020-03-17 00:30:00;0;5;2;2;2;0;0
2020-03-17 00:45:00;0;4;6;2;4;1;1
2020-03-17 01:00:00;0;3;4;5;3;0;0
2020-03-17 01:15:00;0;4;2;7;1;0;0
2020-03-17 01:30:00;0;2;0;2;1;0;0
2020-03-17 01:45:00;0;2;3;8;2;0;0
2020-03-17 02:00:00;0;3;7;4;4;0;0
2020-03-17 02:15:00;0;2;2;7;2;0;0
2020-03-17 02:30:00;0;3;1;3;3;0;0
2020-03-17 02:45:00;0;4;0;3;2;0;0
2020-03-17 03:00:00;0;1;0;5;4;0;0
2020-03-17 03:15:00;0;2;4;7;2;0;0
2020-03-17 03:30:00;0;2;1;5;6;0;0
2020-03-17 03:45:00;0;4;3;6;2;0;0
2020-03-17 04:00:00;0;9;3;6;6;0;0
2020-03-17 04:15:00;0;6;5;14;4;0;0
2020-03-17 04:30:00;0;15;5;12;8;0;0
2020-03-17 04:45:00;0;23;19;12;5;0;0
2020-03-17 05:00:00;6;55;48;21;17;0;0
2020-03-17 05:15:00;0;69;79;27;23;0;0
2020-03-17 05:30:00;1;65;63;35;29;1;1
2020-03-17 05:45:00;2;61;59;55;41;2;2
2020-03-17 06:00:00;1;50;61;65;60;5;5
2020-03-17 06:15:00;6;70;94;72;63;3;3
2020-03-17 06:30:00;2;90;124;62;70;6;6
2020-03-17 06:45:00;16;89;119;75;65;2;2
2020-03-17 07:00:00;5;94;118;54;46;6;6
2020-03-17 07:15:00;9;115;113;90;47;3;4
2020-03-17 07:30:00;1;100;115;90;69;6;6
2020-03-17 07:45:00;17;104;105;89;70;4;4
2020-03-17 08:00:00;5;104;104;82;74;4;4
2020-03-17 08:15:00;5;91;102;87;75;3;3
2020-03-17 08:30:00;5;87;96;83;73;6;6
2020-03-17 08:45:00;18;82;80;91;76;2;2
2020-03-17 09:00:00;8;90;78;91;67;4;4
2020-03-17 09:15:00;3;104;87;94;79;2;2
2020-03-17 09:30:00;0;92;71;81;88;6;6
2020-03-17 09:45:00;5;100;108;100;83;2;2
2020-03-17 10:00:00;6;87;98;88;101;3;3
2020-03-17 10:15:00;0;83;88;113;100;3;3
2020-03-17 10:30:00;5;96;95;76;110;5;4
2020-03-17 10:45:00;2;90;88;94;88;3;4
2020-03-17 11:00:00;0;78;74;110;97;3;3
2020-03-17 11:15:00;8;90;81;118;104;4;4
2020-03-17 11:30:00;3;102;94;97;110;5;5
2020-03-17 11:45:00;2;86;101;95;102;3;3
2020-03-17 12:00:00;6;77;82;85;105;4;4
2020-03-17 12:15:00;8;96;77;105;119;3;3
2020-03-17 12:30:00;6;97;75;90;104;5;5
2020-03-17 12:45:00;25;93;91;89;85;3;3
2020-03-17 13:00:00;6;86;87;87;91;3;3
2020-03-17 13:15:00;7;100;114;97;82;3;3
2020-03-17 13:30:00;5;105;109;81;110;5;5
2020-03-17 13:45:00;7;95;91;102;95;4;4
2020-03-17 14:00:00;7;89;80;91;80;4;4
2020-03-17 14:15:00;148;90;69;93;102;3;2
2020-03-17 14:30:00;6;91;88;126;148;6;6
2020-03-17 14:45:00;9;80;89;203;89;2;2
2020-03-17 15:00:00;17;42;63;86;109;4;4
2020-03-17 15:15:00;12;93;66;118;127;2;2
2020-03-17 15:30:00;6;89;80;114;138;6;6
2020-03-17 15:45:00;9;100;92;118;125;3;3
2020-03-17 16:00:00;5;102;76;118;133;4;4
2020-03-17 16:15:00;7;103;93;140;129;2;2
2020-03-17 16:30:00;5;98;112;125;126;6;6
2020-03-17 16:45:00;55;97;104;128;140;3;3
2020-03-17 17:00:00;42;110;97;118;137;5;5
2020-03-17 17:15:00;11;87;52;132;138;2;2
2020-03-17 17:30:00;8;77;87;121;112;6;6
2020-03-17 17:45:00;12;50;35;53;61;1;1
2020-03-17 18:00:00;
2020-03-17 18:15:00;
2020-03-17 18:30:00;
2020-03-17 18:45:00;
2020-03-17 19:00:00;
2020-03-17 19:15:00;
2020-03-17 19:30:00;
2020-03-17 19:45:00;
2020-03-17 20:00:00;
2020-03-17 20:15:00;
2020-03-17 20:30:00;
2020-03-17 20:45:00;
2020-03-17 21:00:00;
2020-03-17 21:15:00;
2020-03-17 21:30:00;
2020-03-17 21:45:00;
2020-03-17 22:00:00;
2020-03-17 22:15:00;
2020-03-17 22:30:00;
2020-03-17 22:45:00;
2020-03-17 23:00:00;
2020-03-17 23:15:00;
2020-03-17 23:30:00;
