DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-09-21 00:00:00;11;6;8;1;1;0;0;0;0
2020-09-21 00:15:00;5;3;7;0;0;0;0;0;0
2020-09-21 00:30:00;5;9;10;1;1;0;0;0;0
2020-09-21 00:45:00;6;3;8;0;0;0;0;0;0
2020-09-21 01:00:00;2;6;9;0;0;0;0;0;0
2020-09-21 01:15:00;3;4;8;0;0;0;0;0;0
2020-09-21 01:30:00;2;0;8;0;0;0;0;0;0
2020-09-21 01:45:00;5;0;6;0;0;0;0;0;0
2020-09-21 02:00:00;7;7;3;0;0;0;0;0;0
2020-09-21 02:15:00;4;3;5;0;0;0;0;0;0
2020-09-21 02:30:00;6;2;5;0;0;0;0;0;0
2020-09-21 02:45:00;4;2;10;0;0;0;0;0;0
2020-09-21 03:00:00;3;3;5;1;1;0;0;0;0
2020-09-21 03:15:00;5;1;8;0;0;0;0;0;0
2020-09-21 03:30:00;10;8;11;0;0;0;0;0;0
2020-09-21 03:45:00;5;5;9;0;0;0;0;0;0
2020-09-21 04:00:00;6;5;14;0;0;0;0;0;0
2020-09-21 04:15:00;9;3;11;0;0;0;0;0;0
2020-09-21 04:30:00;19;7;19;0;0;0;0;0;0
2020-09-21 04:45:00;18;14;39;0;0;0;0;0;0
2020-09-21 05:00:00;33;13;103;0;0;0;0;0;0
2020-09-21 05:15:00;48;18;117;1;1;0;0;0;0
2020-09-21 05:30:00;61;23;106;1;1;0;0;0;0
2020-09-21 05:45:00;56;23;101;2;2;0;0;0;0
2020-09-21 06:00:00;61;29;129;1;1;0;0;0;0
2020-09-21 06:15:00;81;29;145;1;1;0;0;0;0
2020-09-21 06:30:00;92;47;169;1;1;2;0;0;0
2020-09-21 06:45:00;93;56;176;1;1;1;0;0;0
2020-09-21 07:00:00;97;34;209;1;1;2;0;0;0
2020-09-21 07:15:00;104;56;241;4;5;1;0;0;0
2020-09-21 07:30:00;117;80;259;3;2;1;0;0;0
2020-09-21 07:45:00;116;90;214;0;0;0;0;0;0
2020-09-21 08:00:00;77;58;175;2;2;1;0;0;0
2020-09-21 08:15:00;99;44;175;1;1;0;0;0;0
2020-09-21 08:30:00;96;53;201;1;1;1;0;0;0
2020-09-21 08:45:00;107;67;187;1;1;0;0;0;0
2020-09-21 09:00:00;109;58;196;1;1;1;0;0;0
2020-09-21 09:15:00;109;50;180;1;1;0;0;0;0
2020-09-21 09:30:00;129;56;218;2;2;0;0;0;0
2020-09-21 09:45:00;132;69;213;2;2;1;0;0;0
2020-09-21 10:00:00;114;49;215;2;2;1;0;0;0
2020-09-21 10:15:00;133;58;204;1;2;1;0;0;0
2020-09-21 10:30:00;135;68;239;2;2;1;0;0;0
2020-09-21 10:45:00;137;76;193;4;4;1;0;0;0
2020-09-21 11:00:00;137;72;175;2;1;1;0;0;0
2020-09-21 11:15:00;134;56;172;1;1;1;0;0;0
2020-09-21 11:30:00;154;79;190;1;1;0;0;0;0
2020-09-21 11:45:00;148;69;184;2;2;1;0;0;0
2020-09-21 12:00:00;149;61;191;2;2;0;0;0;0
