DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2019-12-02 00:00:00;4;6;5;3;2;4;12;2
2019-12-02 00:15:00;6;1;2;5;4;7;12;3
2019-12-02 00:30:00;2;2;2;1;3;4;7;2
2019-12-02 00:45:00;2;6;3;3;5;3;8;4
2019-12-02 01:00:00;1;2;1;2;3;0;2;2
2019-12-02 01:15:00;1;1;0;1;2;2;2;3
2019-12-02 01:30:00;1;2;1;0;0;0;2;1
2019-12-02 01:45:00;4;1;0;0;0;1;1;1
2019-12-02 02:00:00;1;0;0;0;1;0;3;0
2019-12-02 02:15:00;1;0;0;0;1;1;2;0
2019-12-02 02:30:00;5;1;0;1;2;0;1;0
2019-12-02 02:45:00;3;0;0;5;2;1;3;0
2019-12-02 03:00:00;1;4;2;0;2;3;3;0
2019-12-02 03:15:00;2;1;0;3;2;2;2;0
2019-12-02 03:30:00;3;0;0;0;2;1;2;0
2019-12-02 03:45:00;2;3;2;2;1;1;1;2
2019-12-02 04:00:00;8;2;0;2;0;1;7;2
2019-12-02 04:15:00;3;3;4;1;2;2;3;0
2019-12-02 04:30:00;4;2;8;8;6;6;8;2
2019-12-02 04:45:00;10;13;17;5;3;7;6;1
2019-12-02 05:00:00;7;18;23;6;4;11;18;3
2019-12-02 05:15:00;17;34;78;8;2;33;39;14
2019-12-02 05:30:00;28;42;77;10;7;33;45;18
2019-12-02 05:45:00;45;48;67;16;16;25;49;24
2019-12-02 06:00:00;39;32;57;8;12;23;35;21
2019-12-02 06:15:00;42;42;72;18;15;25;26;18
2019-12-02 06:30:00;62;49;102;21;23;32;47;31
2019-12-02 06:45:00;59;52;88;16;22;39;46;47
2019-12-02 07:00:00;79;52;95;18;31;46;68;55
2019-12-02 07:15:00;113;78;84;21;41;47;68;53
2019-12-02 07:30:00;136;96;81;34;67;40;77;70
2019-12-02 07:45:00;138;106;118;22;38;60;76;72
2019-12-02 08:00:00;87;69;101;30;49;58;76;58
2019-12-02 08:15:00;85;73;84;28;44;35;74;59
2019-12-02 08:30:00;91;59;77;27;44;45;67;57
2019-12-02 08:45:00;73;76;61;32;32;29;73;56
2019-12-02 09:00:00;58;44;49;23;50;34;72;56
2019-12-02 09:15:00;62;44;35;36;61;24;75;41
2019-12-02 09:30:00;77;37;30;23;34;43;63;43
2019-12-02 09:45:00;77;47;35;22;46;26;68;52
2019-12-02 10:00:00;73;47;42;34;39;46;62;47
2019-12-02 10:15:00;43;38;40;36;68;42;52;48
2019-12-02 10:30:00;76;57;39;39;58;42;71;47
2019-12-02 10:45:00;61;44;28;23;40;44;69;56
2019-12-02 11:00:00;74;53;31;28;36;48;62;31
2019-12-02 11:15:00;71;42;26;36;93;39;69;43
2019-12-02 11:30:00;66;51;35;35;69;39;70;58
2019-12-02 11:45:00;73;44;36;29;32;40;65;46
2019-12-02 12:00:00;69;44;45;41;40;39;75;63
2019-12-02 12:15:00;74;48;34;36;16;42;65;54
2019-12-02 12:30:00;60;37;35;28;39;43;64;48
2019-12-02 12:45:00;69;44;30;27;29;36;66;60
2019-12-02 13:00:00;63;51;37;33;32;47;82;70
2019-12-02 13:15:00;62;52;63;30;24;65;70;55
2019-12-02 13:30:00;57;62;68;38;52;53;72;49
2019-12-02 13:45:00;56;56;71;31;77;48;88;61
2019-12-02 14:00:00;57;64;40;56;47;28;59;46
2019-12-02 14:15:00;56;61;30;68;58;33;76;56
2019-12-02 14:30:00;75;69;35;62;85;31;74;53
