DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-01-25 00:00:00;12;0;0;2;26;0;0;0;0;0;0;0;0
2020-01-25 00:15:00;19;0;0;0;18;1;0;0;0;0;0;0;0
2020-01-25 00:30:00;15;0;1;1;33;0;0;0;0;0;0;0;0
2020-01-25 00:45:00;6;0;1;0;20;0;0;0;0;0;0;0;0
2020-01-25 01:00:00;17;0;0;1;27;0;0;0;0;0;0;0;0
2020-01-25 01:15:00;8;2;1;0;22;0;0;0;0;0;0;0;0
2020-01-25 01:30:00;20;0;0;0;17;0;0;0;0;0;0;0;0
2020-01-25 01:45:00;11;0;0;0;18;1;0;0;0;0;0;0;0
2020-01-25 02:00:00;7;0;1;1;9;0;0;0;0;0;0;0;0
2020-01-25 02:15:00;13;0;0;0;2;0;0;0;0;0;0;0;0
2020-01-25 02:30:00;9;0;0;1;14;0;0;0;0;0;0;0;0
2020-01-25 02:45:00;8;0;0;0;7;0;0;0;0;0;0;0;0
2020-01-25 03:00:00;8;0;0;0;4;0;0;0;0;0;0;0;0
2020-01-25 03:15:00;4;0;0;0;6;0;0;0;0;0;0;0;0
2020-01-25 03:30:00;2;0;0;0;4;0;0;0;0;0;0;0;0
2020-01-25 03:45:00;4;0;0;0;7;0;0;0;0;0;0;0;0
2020-01-25 04:00:00;9;0;0;0;5;0;0;0;0;0;0;0;0
2020-01-25 04:15:00;5;0;0;0;4;0;0;0;0;0;0;0;0
2020-01-25 04:30:00;7;2;1;0;4;0;0;0;0;0;0;0;0
2020-01-25 04:45:00;8;0;0;0;6;0;0;0;0;0;0;0;0
2020-01-25 05:00:00;15;0;0;0;10;0;0;0;0;0;0;0;0
2020-01-25 05:15:00;14;0;0;1;5;0;0;0;0;0;0;0;0
2020-01-25 05:30:00;31;1;0;0;10;0;0;0;0;0;0;0;0
2020-01-25 05:45:00;25;1;0;1;22;0;0;0;0;0;0;0;0
2020-01-25 06:00:00;15;0;0;0;30;0;0;0;0;0;0;0;0
2020-01-25 06:15:00;25;1;6;3;37;0;0;0;0;0;0;0;0
2020-01-25 06:30:00;23;1;0;0;20;0;0;0;0;0;0;0;0
2020-01-25 06:45:00;28;5;1;3;17;1;0;0;0;0;0;0;0
2020-01-25 07:00:00;28;2;5;0;15;0;0;0;0;0;0;0;0
2020-01-25 07:15:00;42;5;1;1;29;0;0;0;0;0;0;0;0
2020-01-25 07:30:00;45;6;4;5;15;1;1;0;0;0;0;0;0
2020-01-25 07:45:00;49;5;4;4;38;0;0;0;1;0;0;0;0
2020-01-25 08:00:00;42;1;7;3;40;0;0;8;1;0;0;0;0
2020-01-25 08:15:00;56;7;28;4;50;1;0;0;5;0;0;0;0
2020-01-25 08:30:00;84;6;41;7;60;0;0;0;2;0;0;0;0
2020-01-25 08:45:00;73;11;4;7;55;1;0;2;3;0;0;0;0
2020-01-25 09:00:00;101;8;11;8;69;0;0;0;19;0;0;0;0
2020-01-25 09:15:00;97;6;7;6;74;2;0;9;25;0;0;0;0
2020-01-25 09:30:00;132;7;7;7;83;5;1;0;16;0;0;0;0
2020-01-25 09:45:00;157;10;7;9;114;5;5;0;8;0;0;0;0
2020-01-25 10:00:00;125;6;14;15;103;4;6;4;20;2;0;0;0
2020-01-25 10:15:00;156;9;12;12;98;3;8;0;9;0;0;0;0
2020-01-25 10:30:00;155;9;9;13;111;10;8;0;7;0;0;0;1
2020-01-25 10:45:00;137;10;10;10;105;6;9;5;18;0;0;0;0
2020-01-25 11:00:00;140;9;6;14;128;1;7;5;17;0;1;0;2
2020-01-25 11:15:00;142;8;12;9;138;8;5;0;5;0;0;0;0
2020-01-25 11:30:00;154;10;9;13;117;8;7;12;5;0;0;0;0
2020-01-25 11:45:00;149;13;12;15;143;2;5;0;20;0;0;0;0
2020-01-25 12:00:00;150;6;8;14;168;8;7;0;11;0;0;0;0
2020-01-25 12:15:00;115;6;9;8;156;4;1;1;9;0;0;0;0
2020-01-25 12:30:00;150;4;15;8;154;5;6;0;27;0;0;0;0
2020-01-25 12:45:00;167;10;11;16;141;8;3;6;7;0;0;0;0
2020-01-25 13:00:00;142;7;16;19;160;8;14;1;9;0;0;0;0
2020-01-25 13:15:00;145;6;13;15;140;5;8;3;5;0;0;9;0
2020-01-25 13:30:00;176;9;51;13;153;6;6;6;3;0;0;0;0
2020-01-25 13:45:00;160;6;14;19;162;7;13;0;21;0;0;0;0
2020-01-25 14:00:00;135;7;11;17;137;9;10;6;22;0;0;0;0
2020-01-25 14:15:00;155;9;15;16;156;7;15;2;49;0;0;21;0
2020-01-25 14:30:00;156;8;14;18;139;4;9;24;12;0;0;2;0
2020-01-25 14:45:00;174;5;17;18;164;3;7;3;1;0;3;0;0
2020-01-25 15:00:00;153;5;11;13;154;1;6;9;15;0;0;0;0
2020-01-25 15:15:00;159;6;17;13;158;4;6;5;17;0;0;1;0
2020-01-25 15:30:00;160;5;10;9;139;11;8;0;31;0;0;0;0
2020-01-25 15:45:00;152;6;9;7;142;5;8;7;29;0;0;0;0
2020-01-25 16:00:00;125;4;15;9;152;7;15;0;4;0;0;0;0
2020-01-25 16:15:00;133;3;8;7;162;7;10;3;22;0;0;0;0
2020-01-25 16:30:00;147;3;11;10;140;7;6;7;13;0;0;0;0
2020-01-25 16:45:00;135;3;9;11;136;12;7;4;16;0;0;0;0
2020-01-25 17:00:00;128;4;9;11;146;5;8;0;3;0;0;0;0
2020-01-25 17:15:00;133;4;9;12;131;4;7;2;14;0;0;5;0
2020-01-25 17:30:00;134;10;15;7;154;3;8;1;26;0;0;6;0
2020-01-25 17:45:00;145;4;14;6;156;2;9;0;4;0;0;0;0
2020-01-25 18:00:00;129;8;15;11;144;1;8;4;6;0;0;0;0
2020-01-25 18:15:00;104;3;11;9;128;1;4;0;3;0;0;0;0
2020-01-25 18:30:00;110;6;78;7;141;1;0;0;5;0;0;0;0
2020-01-25 18:45:00;96;4;8;12;117;2;1;0;22;0;0;0;0
2020-01-25 19:00:00;108;4;15;9;114;0;0;0;2;0;0;0;0
2020-01-25 19:15:00;91;3;10;8;113;0;0;3;0;0;0;0;0
2020-01-25 19:30:00;95;4;10;7;107;2;0;6;4;0;0;0;0
2020-01-25 19:45:00;76;2;5;10;105;0;0;0;0;0;0;0;0
2020-01-25 20:00:00;67;0;4;4;111;1;0;0;0;0;0;0;0
2020-01-25 20:15:00;53;1;1;3;99;1;1;0;0;0;0;0;0
2020-01-25 20:30:00;55;0;1;4;68;0;0;0;0;0;0;0;0
2020-01-25 20:45:00;72;0;1;11;71;0;0;0;0;0;0;0;0
2020-01-25 21:00:00;40;2;2;11;58;0;2;0;0;0;0;0;0
2020-01-25 21:15:00;46;1;3;9;55;0;0;0;0;0;0;0;0
2020-01-25 21:30:00;45;1;1;9;54;1;1;0;0;0;0;0;0
2020-01-25 21:45:00;46;0;2;9;63;0;0;0;0;0;0;0;0
2020-01-25 22:00:00;44;0;1;4;81;0;0;0;0;0;0;0;0
2020-01-25 22:15:00;43;0;1;2;75;0;0;0;0;0;0;0;0
2020-01-25 22:30:00;42;2;2;9;63;0;0;0;0;0;0;0;0
2020-01-25 22:45:00;40;0;4;4;59;0;0;0;0;0;0;0;0
2020-01-25 23:00:00;32;0;0;3;49;0;1;0;0;0;0;0;0
2020-01-25 23:15:00;31;1;0;2;34;0;0;0;0;0;0;0;0
2020-01-25 23:30:00;28;0;0;2;44;0;0;0;0;0;0;0;0
2020-01-25 23:45:00;22;0;0;1;39;0;0;0;0;0;0;0;0
