DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2020-07-07 00:00:00;1;0;6;3;0;3;0;0;0;0;0;0
2020-07-07 00:15:00;2;3;5;0;5;3;0;0;0;0;0;0
2020-07-07 00:30:00;1;1;4;2;0;3;0;0;0;0;0;0
2020-07-07 00:45:00;0;3;5;1;0;3;0;0;0;0;0;0
2020-07-07 01:00:00;2;2;4;0;0;3;0;0;0;0;0;0
2020-07-07 01:15:00;2;3;4;0;0;1;0;0;0;0;0;0
2020-07-07 01:30:00;0;1;2;0;0;1;0;0;0;0;0;0
2020-07-07 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 02:00:00;0;0;2;0;0;2;0;0;0;0;0;0
2020-07-07 02:15:00;0;1;4;1;0;3;0;0;0;0;0;0
2020-07-07 02:30:00;0;1;2;0;0;1;0;0;0;0;0;0
2020-07-07 02:45:00;2;3;5;0;0;2;0;0;0;0;0;0
2020-07-07 03:00:00;0;0;2;0;0;3;0;0;0;0;0;0
2020-07-07 03:15:00;1;0;0;0;1;1;0;0;0;0;0;0
2020-07-07 03:30:00;0;0;2;0;0;2;0;0;0;0;0;0
2020-07-07 03:45:00;2;1;3;0;0;2;0;0;0;0;0;0
2020-07-07 04:00:00;1;2;3;0;0;2;0;0;0;0;0;0
2020-07-07 04:15:00;1;2;1;0;0;1;0;0;0;0;0;0
2020-07-07 04:30:00;2;3;2;0;0;0;0;0;0;0;0;0
2020-07-07 04:45:00;3;1;3;0;0;2;0;0;0;0;0;0
2020-07-07 05:00:00;2;2;6;0;1;4;0;0;0;0;0;0
2020-07-07 05:15:00;7;3;5;0;0;4;0;0;0;0;0;0
2020-07-07 05:30:00;10;7;8;2;3;6;0;0;0;0;0;0
2020-07-07 05:45:00;16;14;14;3;4;7;0;0;0;0;0;0
2020-07-07 06:00:00;16;16;21;2;9;10;0;0;0;0;0;0
2020-07-07 06:15:00;20;23;44;9;6;32;0;0;0;0;0;0
2020-07-07 06:30:00;32;31;37;23;9;31;0;0;0;0;0;0
2020-07-07 06:45:00;25;36;47;25;6;29;0;0;0;0;0;0
2020-07-07 07:00:00;35;54;60;32;10;34;0;0;1;0;0;0
