DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2019-09-22 00:00:00;13;8;6;20;9;0;0;0;0;0
2019-09-22 00:15:00;15;9;5;19;16;5;0;0;0;0
2019-09-22 00:30:00;12;7;0;19;9;0;0;0;0;0
2019-09-22 00:45:00;15;8;0;24;12;0;0;0;0;0
2019-09-22 01:00:00;16;11;3;13;8;0;0;0;0;0
2019-09-22 01:15:00;16;13;3;14;9;0;0;0;0;0
2019-09-22 01:30:00;12;1;0;13;5;0;0;0;0;0
2019-09-22 01:45:00;12;11;0;11;2;0;0;0;0;0
2019-09-22 02:00:00;13;4;1;10;2;0;0;0;0;0
2019-09-22 02:15:00;10;9;2;4;3;0;0;0;0;0
2019-09-22 02:30:00;8;5;2;18;5;0;0;0;0;0
2019-09-22 02:45:00;8;4;1;10;7;0;0;0;0;0
2019-09-22 03:00:00;10;8;3;5;4;0;0;0;0;0
2019-09-22 03:15:00;3;7;1;10;5;0;0;0;0;0
2019-09-22 03:30:00;8;7;1;9;3;0;0;0;0;0
2019-09-22 03:45:00;3;3;2;5;0;0;0;0;0;0
2019-09-22 04:00:00;5;6;2;8;5;0;0;0;0;0
2019-09-22 04:15:00;5;4;3;0;1;0;0;0;0;0
2019-09-22 04:30:00;2;4;0;6;2;0;0;0;0;0
2019-09-22 04:45:00;4;4;1;10;5;0;0;0;0;0
2019-09-22 05:00:00;6;8;1;8;5;0;0;0;0;0
2019-09-22 05:15:00;8;6;0;12;5;0;0;0;0;0
2019-09-22 05:30:00;5;3;2;10;4;0;0;0;0;0
2019-09-22 05:45:00;4;1;1;7;2;0;0;0;0;0
2019-09-22 06:00:00;11;5;5;11;2;0;0;0;0;0
2019-09-22 06:15:00;4;0;1;6;1;0;0;0;0;0
2019-09-22 06:30:00;14;2;2;12;4;0;0;0;0;0
2019-09-22 06:45:00;4;4;0;5;1;0;0;0;0;0
2019-09-22 07:00:00;9;8;0;11;5;0;0;0;0;0
2019-09-22 07:15:00;9;1;0;15;7;0;0;0;0;0
2019-09-22 07:30:00;17;4;4;15;1;0;0;0;0;0
2019-09-22 07:45:00;13;7;0;13;5;0;0;0;0;0
2019-09-22 08:00:00;11;12;0;31;9;0;0;0;0;0
2019-09-22 08:15:00;17;9;0;21;5;0;0;0;0;0
2019-09-22 08:30:00;28;12;1;25;6;0;0;0;0;0
2019-09-22 08:45:00;26;9;0;43;15;0;0;0;0;0
2019-09-22 09:00:00;24;17;0;53;14;0;0;0;0;0
2019-09-22 09:15:00;44;24;3;44;16;0;0;0;0;0
2019-09-22 09:30:00;30;16;0;69;18;0;0;0;0;0
2019-09-22 09:45:00;50;15;1;55;28;0;0;0;0;0
2019-09-22 10:00:00;46;32;2;46;17;0;0;0;0;0
2019-09-22 10:15:00;49;22;0;54;18;0;0;0;0;0
2019-09-22 10:30:00;68;39;0;59;19;0;0;0;0;0
2019-09-22 10:45:00;39;27;1;45;8;0;0;0;0;0
2019-09-22 11:00:00;58;38;1;64;10;0;0;0;0;0
2019-09-22 11:15:00;49;18;2;55;20;0;0;0;0;0
2019-09-22 11:30:00;71;51;0;61;21;0;0;0;0;0
2019-09-22 11:45:00;58;26;0;44;22;0;0;0;0;0
2019-09-22 12:00:00;54;35;0;41;24;0;0;0;0;0
2019-09-22 12:15:00;55;32;0;39;21;1;0;0;0;0
2019-09-22 12:30:00;60;31;3;60;21;0;0;0;0;0
2019-09-22 12:45:00;45;42;0;51;19;0;0;0;0;0
2019-09-22 13:00:00;47;45;1;42;20;0;0;0;0;0
