DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2019-12-29 00:00:00;17;27;15;16;3;1;0
2019-12-29 00:15:00;18;37;23;12;1;0;0
2019-12-29 00:30:00;10;15;14;17;2;1;0
2019-12-29 00:45:00;18;23;15;20;2;3;0
2019-12-29 01:00:00;13;12;16;12;6;3;0
2019-12-29 01:15:00;14;18;16;10;1;3;0
2019-12-29 01:30:00;14;19;14;13;2;1;0
2019-12-29 01:45:00;13;12;15;4;1;3;0
2019-12-29 02:00:00;14;8;17;4;1;1;0
2019-12-29 02:15:00;11;13;13;14;0;2;0
2019-12-29 02:30:00;10;11;5;11;1;1;0
2019-12-29 02:45:00;9;12;11;10;1;2;0
2019-12-29 03:00:00;4;7;9;2;0;0;0
2019-12-29 03:15:00;6;3;4;6;0;2;0
2019-12-29 03:30:00;6;8;4;1;0;2;0
2019-12-29 03:45:00;2;8;7;7;3;1;0
2019-12-29 04:00:00;3;5;5;4;0;2;0
2019-12-29 04:15:00;8;6;4;4;2;1;0
2019-12-29 04:30:00;3;10;4;2;0;3;0
2019-12-29 04:45:00;9;7;8;4;2;1;0
2019-12-29 05:00:00;5;12;15;6;3;2;0
2019-12-29 05:15:00;6;12;16;8;4;2;0
2019-12-29 05:30:00;9;19;10;12;4;0;0
2019-12-29 05:45:00;11;13;10;22;4;0;0
2019-12-29 06:00:00;15;12;11;13;0;3;0
2019-12-29 06:15:00;7;16;4;4;2;2;0
2019-12-29 06:30:00;7;6;12;6;1;0;0
2019-12-29 06:45:00;10;13;9;10;2;2;0
2019-12-29 07:00:00;9;10;10;9;2;4;0
2019-12-29 07:15:00;8;9;17;15;1;2;0
2019-12-29 07:30:00;5;9;13;12;1;1;0
2019-12-29 07:45:00;15;16;15;13;6;0;0
2019-12-29 08:00:00;10;12;6;6;3;2;0
2019-12-29 08:15:00;14;15;16;9;0;5;0
2019-12-29 08:30:00;14;16;12;8;1;2;0
2019-12-29 08:45:00;23;29;26;21;1;0;0
2019-12-29 09:00:00;14;20;14;24;3;4;0
2019-12-29 09:15:00;23;33;21;30;6;4;0
2019-12-29 09:30:00;25;33;25;37;6;3;0
2019-12-29 09:45:00;29;36;57;54;16;6;0
2019-12-29 10:00:00;39;44;40;33;5;9;0
2019-12-29 10:15:00;29;40;36;29;8;6;0
2019-12-29 10:30:00;41;32;41;42;11;3;0
2019-12-29 10:45:00;42;52;36;45;9;9;0
2019-12-29 11:00:00;34;39;36;31;7;6;0
2019-12-29 11:15:00;47;49;47;39;4;13;0
2019-12-29 11:30:00;35;53;57;46;7;8;0
2019-12-29 11:45:00;51;73;54;48;8;7;0
2019-12-29 12:00:00;44;65;65;48;5;12;0
2019-12-29 12:15:00;41;72;67;47;9;8;0
2019-12-29 12:30:00;44;61;55;64;5;14;0
2019-12-29 12:45:00;49;61;49;43;12;10;0
2019-12-29 13:00:00;57;80;61;54;9;6;0
2019-12-29 13:15:00;47;59;84;71;6;16;3
2019-12-29 13:30:00;49;61;67;66;8;10;0
2019-12-29 13:45:00;49;76;84;96;15;12;0
2019-12-29 14:00:00;68;73;71;67;18;16;0
2019-12-29 14:15:00;65;83;58;64;78;9;0
2019-12-29 14:30:00;50;80;82;72;5;11;0
2019-12-29 14:45:00;56;80;72;77;4;6;0
2019-12-29 15:00:00;45;76;66;73;33;8;0
2019-12-29 15:15:00;57;73;54;53;13;14;0
2019-12-29 15:30:00;54;64;66;51;18;15;0
2019-12-29 15:45:00;59;83;66;65;5;12;0
2019-12-29 16:00:00;59;78;69;53;9;16;0
2019-12-29 16:15:00;43;66;55;53;8;16;0
2019-12-29 16:30:00;64;82;67;87;5;14;0
2019-12-29 16:45:00;70;85;68;68;11;19;0
2019-12-29 17:00:00;60;74;64;69;6;13;0
2019-12-29 17:15:00;50;71;49;52;14;8;0
2019-12-29 17:30:00;56;74;70;73;10;13;0
2019-12-29 17:45:00;42;62;66;85;10;14;0
2019-12-29 18:00:00;52;70;61;49;11;21;0
2019-12-29 18:15:00;52;61;55;60;104;10;0
2019-12-29 18:30:00;53;66;67;74;2;14;0
2019-12-29 18:45:00;46;65;50;69;105;7;0
2019-12-29 19:00:00;51;72;55;63;7;9;0
2019-12-29 19:15:00;37;65;44;42;6;12;0
2019-12-29 19:30:00;51;61;66;63;3;8;0
2019-12-29 19:45:00;54;54;34;46;8;10;0
2019-12-29 20:00:00;49;60;57;63;3;9;0
2019-12-29 20:15:00;30;40;41;41;3;10;0
2019-12-29 20:30:00;40;43;48;48;3;6;0
2019-12-29 20:45:00;28;36;30;31;4;8;0
2019-12-29 21:00:00;33;49;36;28;5;5;0
2019-12-29 21:15:00;25;35;35;39;2;5;0
2019-12-29 21:30:00;43;43;36;32;4;6;0
2019-12-29 21:45:00;30;41;36;27;5;7;0
2019-12-29 22:00:00;38;46;26;32;3;4;0
2019-12-29 22:15:00;23;37;19;19;2;7;0
2019-12-29 22:30:00;21;31;25;21;4;3;0
2019-12-29 22:45:00;16;28;27;12;2;6;0
2019-12-29 23:00:00;18;27;32;19;1;2;0
2019-12-29 23:15:00;17;31;14;21;1;1;0
2019-12-29 23:30:00;16;21;23;12;1;4;0
2019-12-29 23:45:00;15;18;18;14;1;1;0
