DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2020-07-27 00:00:00;13;16;0;5;9;1;0;0;1;0;0;0;0;0
2020-07-27 00:15:00;11;15;0;5;9;4;3;4;3;0;0;0;0;0
2020-07-27 00:30:00;11;16;0;3;14;2;3;2;0;0;0;0;0;0
2020-07-27 00:45:00;12;13;0;6;1;0;1;2;0;0;1;0;0;0
2020-07-27 01:00:00;7;9;0;6;4;0;1;1;0;0;0;0;0;0
2020-07-27 01:15:00;2;4;0;2;2;0;0;3;0;0;0;0;0;0
2020-07-27 01:30:00;3;4;0;1;8;0;0;1;0;0;0;0;0;0
2020-07-27 01:45:00;7;8;0;3;9;1;0;0;0;0;0;0;0;0
2020-07-27 02:00:00;2;3;0;3;3;0;1;1;1;0;0;0;0;0
2020-07-27 02:15:00;3;4;0;5;7;1;0;0;0;0;0;0;0;0
2020-07-27 02:30:00;3;5;0;2;6;0;0;0;0;0;0;0;0;0
2020-07-27 02:45:00;4;1;0;7;5;0;0;0;0;0;0;0;0;0
2020-07-27 03:00:00;4;5;0;5;5;1;0;0;0;0;0;0;0;0
2020-07-27 03:15:00;4;8;0;5;4;1;1;0;0;0;0;0;0;0
2020-07-27 03:30:00;4;9;0;4;8;0;0;0;1;0;0;0;0;0
2020-07-27 03:45:00;8;6;0;2;5;1;0;0;0;0;0;0;0;0
2020-07-27 04:00:00;9;9;0;3;13;0;0;2;2;0;0;0;0;0
2020-07-27 04:15:00;4;5;0;8;10;0;0;0;0;0;0;0;0;0
2020-07-27 04:30:00;9;13;0;5;14;2;1;1;0;0;0;0;0;0
2020-07-27 04:45:00;20;20;0;7;19;0;2;1;0;0;0;0;0;0
2020-07-27 05:00:00;56;63;0;14;37;2;0;3;0;0;0;0;0;0
2020-07-27 05:15:00;83;105;0;14;34;4;2;2;0;1;0;0;0;0
2020-07-27 05:30:00;108;134;0;30;47;7;1;4;1;0;1;0;0;0
2020-07-27 05:45:00;75;111;1;28;54;10;0;5;3;1;0;0;0;0
2020-07-27 06:00:00;52;80;0;29;58;11;0;4;1;4;0;0;0;0
2020-07-27 06:15:00;83;111;0;47;66;33;3;2;2;2;0;0;0;0
2020-07-27 06:30:00;116;166;1;58;100;25;5;10;2;3;0;0;0;0
2020-07-27 06:45:00;113;149;0;71;92;27;4;14;5;6;0;0;0;0
2020-07-27 07:00:00;128;159;0;65;90;37;1;14;2;7;1;43;0;0
2020-07-27 07:15:00;137;178;0;74;94;55;9;13;6;11;2;1;6;0
2020-07-27 07:30:00;141;162;0;85;110;57;8;27;8;15;0;2;0;0
2020-07-27 07:45:00;131;158;0;94;102;59;10;19;7;18;1;4;4;0
2020-07-27 08:00:00;120;150;1;88;101;57;5;18;7;14;0;1;4;0
2020-07-27 08:15:00;115;150;2;72;89;54;7;19;9;23;1;0;0;2
2020-07-27 08:30:00;112;156;2;91;112;70;13;20;8;14;0;1;4;6
2020-07-27 08:45:00;99;153;0;100;102;84;11;25;14;15;4;17;2;0
2020-07-27 09:00:00;90;144;3;87;115;54;10;18;12;20;0;0;9;0
2020-07-27 09:15:00;90;133;2;90;104;56;9;24;11;12;1;1;13;0
2020-07-27 09:30:00;95;144;1;93;114;59;12;29;15;12;5;1;8;1
2020-07-27 09:45:00;92;139;1;97;120;45;12;16;19;9;2;3;3;0
2020-07-27 10:00:00;74;133;2;101;124;36;10;25;14;8;3;8;6;2
2020-07-27 10:15:00;101;162;2;120;130;34;15;23;14;10;4;0;4;4
2020-07-27 10:30:00;95;146;5;126;142;73;14;29;7;6;4;0;1;4
2020-07-27 10:45:00;90;142;1;125;152;59;20;18;11;25;16;0;5;10
2020-07-27 11:00:00;90;131;5;108;125;52;13;22;12;11;6;0;2;2
2020-07-27 11:15:00;83;148;1;114;113;71;16;20;14;11;3;25;0;6
2020-07-27 11:30:00;87;132;4;108;110;74;19;26;8;15;2;1;1;2
2020-07-27 11:45:00;98;139;4;103;119;69;20;21;15;15;2;2;10;7
2020-07-27 12:00:00;77;136;3;100;126;44;16;29;21;8;4;25;1;5
2020-07-27 12:15:00;100;144;1;96;130;57;20;26;11;9;5;0;7;1
2020-07-27 12:30:00;80;134;0;114;126;54;11;23;12;13;3;2;4;2
2020-07-27 12:45:00;99;147;1;104;116;50;16;29;10;8;1;9;0;6
2020-07-27 13:00:00;93;159;1;95;130;46;15;21;8;13;1;2;10;7
2020-07-27 13:15:00;109;166;1;95;128;41;9;28;12;17;6;0;1;3
2020-07-27 13:30:00;119;160;5;105;115;41;15;28;11;6;6;0;5;29
2020-07-27 13:45:00;108;167;2;98;123;58;17;29;12;20;8;1;8;6
2020-07-27 14:00:00;96;146;2;118;136;39;15;26;13;7;4;6;3;4
2020-07-27 14:15:00;91;143;0;141;135;68;15;15;8;8;18;2;10;3
2020-07-27 14:30:00;98;137;0;159;158;63;11;24;7;8;6;10;1;12
2020-07-27 14:45:00;113;146;1;141;115;73;10;22;5;12;3;3;6;1
2020-07-27 15:00:00;99;161;1;130;130;61;12;24;8;9;3;13;2;3
2020-07-27 15:15:00;80;139;1;124;141;43;18;29;7;14;3;5;5;1
2020-07-27 15:30:00;98;167;1;123;130;61;17;28;11;11;1;6;21;1
2020-07-27 15:45:00;84;149;1;112;126;62;22;27;13;16;2;15;17;13
2020-07-27 16:00:00;107;155;1;139;144;64;16;39;14;10;8;6;23;1
2020-07-27 16:15:00;101;149;0;137;144;68;21;36;13;13;7;51;19;17
2020-07-27 16:30:00;112;153;0;122;110;84;17;34;15;12;5;21;9;6
2020-07-27 16:45:00;116;155;0;128;135;79;24;32;11;17;7;14;12;14
2020-07-27 17:00:00;151;160;3;139;154;77;21;34;9;12;5;50;20;11
2020-07-27 17:15:00;103;152;1;128;120;66;15;38;15;21;13;4;7;3
2020-07-27 17:30:00;116;176;1;117;110;60;17;24;11;17;1;3;10;8
2020-07-27 17:45:00;119;150;1;119;123;53;20;35;10;18;4;10;24;8
2020-07-27 18:00:00;95;141;0;120;124;64;16;38;11;13;4;2;4;2
2020-07-27 18:15:00;84;141;2;105;115;51;23;33;12;12;5;8;49;6
2020-07-27 18:30:00;88;130;2;106;114;52;15;26;10;17;47;5;5;0
2020-07-27 18:45:00;86;129;0;106;119;42;10;21;8;17;2;2;23;0
2020-07-27 19:00:00;73;117;2;76;87;40;14;21;14;10;2;12;2;2
2020-07-27 19:15:00;67;109;3;73;95;31;5;17;9;10;65;2;18;3
2020-07-27 19:30:00;59;106;1;59;75;36;16;26;6;16;1;5;4;1
2020-07-27 19:45:00;69;93;0;81;93;31;7;12;11;18;3;1;7;1
2020-07-27 20:00:00;48;77;0;54;74;29;9;16;7;3;4;10;13;2
2020-07-27 20:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 20:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 20:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 21:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 21:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 21:30:00;57;88;0;31;48;11;8;17;1;1;4;5;0;6
2020-07-27 21:45:00;35;64;0;61;85;19;9;11;5;3;2;1;2;0
2020-07-27 22:00:00;24;54;0;83;100;21;3;11;6;0;5;0;1;2
2020-07-27 22:15:00;31;45;1;49;60;16;11;8;3;1;2;1;2;4
2020-07-27 22:30:00;28;39;1;22;31;10;6;6;3;0;0;0;3;0
2020-07-27 22:45:00;28;35;0;30;33;9;7;7;3;0;0;0;0;3
2020-07-27 23:00:00;16;33;0;20;34;9;7;8;4;2;0;0;0;0
