DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-01-21 00:00:00;0;6;1;1;2;3;5;3;2;0
2020-01-21 00:15:00;0;16;0;0;0;1;12;5;0;0
2020-01-21 00:30:00;0;6;1;0;1;2;12;3;0;0
2020-01-21 00:45:00;0;9;0;0;0;2;10;5;1;0
2020-01-21 01:00:00;0;12;0;0;0;1;6;3;0;0
2020-01-21 01:15:00;0;7;0;0;1;0;9;6;2;1
2020-01-21 01:30:00;0;7;0;0;2;1;6;3;0;0
2020-01-21 01:45:00;0;7;0;0;0;2;7;0;2;0
2020-01-21 02:00:00;0;9;0;0;0;1;5;2;0;0
2020-01-21 02:15:00;0;5;0;0;0;0;7;2;0;0
2020-01-21 02:30:00;0;4;0;0;0;0;9;1;0;0
2020-01-21 02:45:00;0;3;0;0;0;0;10;1;0;0
2020-01-21 03:00:00;0;6;0;0;1;3;6;1;0;0
2020-01-21 03:15:00;0;3;0;1;1;0;11;3;0;0
2020-01-21 03:30:00;0;4;0;1;0;3;9;4;1;0
2020-01-21 03:45:00;0;4;0;1;0;2;11;4;0;0
2020-01-21 04:00:00;0;10;0;0;0;1;11;4;1;1
2020-01-21 04:15:00;0;13;1;1;0;4;10;1;0;0
2020-01-21 04:30:00;0;17;0;0;0;6;16;10;0;0
2020-01-21 04:45:00;0;21;1;0;1;15;33;14;1;1
2020-01-21 05:00:00;0;35;1;1;1;86;50;45;4;2
2020-01-21 05:15:00;0;47;1;2;3;156;94;107;6;9
2020-01-21 05:30:00;0;69;6;5;7;188;75;120;13;15
2020-01-21 05:45:00;0;118;22;46;52;200;56;132;18;32
2020-01-21 06:00:00;0;139;36;60;56;182;63;132;14;24
2020-01-21 06:15:00;0;139;12;20;35;234;63;128;27;35
2020-01-21 06:30:00;0;102;10;10;12;236;92;157;59;76
2020-01-21 06:45:00;0;114;6;7;12;241;122;181;52;66
2020-01-21 07:00:00;0;84;7;15;16;243;91;157;47;57
