DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-11-20 00:00:00;3;1;5;0;0;0
2020-11-20 00:15:00;6;0;3;0;0;0
2020-11-20 00:30:00;6;1;3;1;0;0
2020-11-20 00:45:00;10;1;5;0;0;0
2020-11-20 01:00:00;4;0;6;0;0;0
2020-11-20 01:15:00;4;0;4;0;0;0
2020-11-20 01:30:00;5;0;1;1;0;0
2020-11-20 01:45:00;2;0;4;0;0;0
2020-11-20 02:00:00;2;0;4;0;0;0
2020-11-20 02:15:00;1;0;8;0;0;0
2020-11-20 02:30:00;3;0;0;0;0;0
2020-11-20 02:45:00;11;0;7;0;0;0
2020-11-20 03:00:00;7;0;5;0;0;0
2020-11-20 03:15:00;4;1;4;0;0;0
2020-11-20 03:30:00;6;1;7;0;0;0
2020-11-20 03:45:00;5;0;7;0;0;0
2020-11-20 04:00:00;4;0;10;0;0;0
2020-11-20 04:15:00;5;1;7;0;0;0
2020-11-20 04:30:00;5;1;14;0;0;0
2020-11-20 04:45:00;18;4;38;0;0;0
2020-11-20 05:00:00;25;18;84;0;5;2
2020-11-20 05:15:00;58;43;251;2;8;6
2020-11-20 05:30:00;67;41;193;12;8;5
2020-11-20 05:45:00;118;25;111;72;6;5
2020-11-20 06:00:00;112;10;89;74;5;7
2020-11-20 06:15:00;69;17;86;13;5;2
2020-11-20 06:30:00;75;17;150;7;14;18
2020-11-20 06:45:00;66;12;138;6;5;7
2020-11-20 07:00:00;56;4;100;0;0;1
2020-11-20 07:15:00;50;5;149;0;3;4
2020-11-20 07:30:00;63;7;132;2;3;3
2020-11-20 07:45:00;74;4;78;4;1;2
2020-11-20 08:00:00;58;4;78;2;0;1
2020-11-20 08:15:00;52;0;81;0;0;3
2020-11-20 08:30:00;51;0;63;1;0;0
2020-11-20 08:45:00;40;1;70;0;0;0
2020-11-20 09:00:00;43;4;60;1;0;0
2020-11-20 09:15:00;44;1;48;0;0;0
2020-11-20 09:30:00;40;2;58;1;2;1
2020-11-20 09:45:00;59;0;45;1;0;0
2020-11-20 10:00:00;60;1;54;3;1;0
2020-11-20 10:15:00;45;1;62;1;2;0
2020-11-20 10:30:00;65;1;47;7;0;2
2020-11-20 10:45:00;48;4;68;2;0;1
2020-11-20 11:00:00;59;1;55;3;1;1
2020-11-20 11:15:00;63;0;56;5;0;0
2020-11-20 11:30:00;77;1;48;5;14;0
2020-11-20 11:45:00;67;3;55;11;5;3
2020-11-20 12:00:00;96;0;72;16;3;9
2020-11-20 12:15:00;99;1;76;22;9;2
2020-11-20 12:30:00;95;2;60;13;7;3
2020-11-20 12:45:00;83;1;70;12;3;4
2020-11-20 13:00:00;100;7;80;9;9;2
2020-11-20 13:15:00;120;14;102;4;5;7
2020-11-20 13:30:00;92;25;134;17;10;11
2020-11-20 13:45:00;108;26;151;20;10;7
2020-11-20 14:00:00;124;10;124;71;11;13
2020-11-20 14:15:00;145;2;88;114;12;5
2020-11-20 14:30:00;149;2;66;97;7;6
2020-11-20 14:45:00;107;1;70;33;1;5
2020-11-20 15:00:00;99;8;69;27;7;1
2020-11-20 15:15:00;121;6;60;23;4;1
2020-11-20 15:30:00;98;0;53;6;1;5
2020-11-20 15:45:00;78;0;61;4;5;0
2020-11-20 16:00:00;90;1;49;3;0;0
2020-11-20 16:15:00;63;0;55;1;0;0
2020-11-20 16:30:00;78;1;44;8;0;0
2020-11-20 16:45:00;64;1;52;3;0;0
2020-11-20 17:00:00;86;1;52;6;2;0
2020-11-20 17:15:00;59;2;55;5;1;1
2020-11-20 17:30:00;52;1;37;1;0;0
2020-11-20 17:45:00;52;1;42;6;1;0
2020-11-20 18:00:00;59;0;42;2;0;10
2020-11-20 18:15:00;48;1;44;6;3;0
2020-11-20 18:30:00;42;0;34;1;0;0
2020-11-20 18:45:00;34;0;32;0;0;2
2020-11-20 19:00:00;28;0;39;1;0;0
2020-11-20 19:15:00;37;0;23;0;0;0
2020-11-20 19:30:00;30;0;31;0;0;0
2020-11-20 19:45:00;24;2;34;1;0;0
2020-11-20 20:00:00;25;2;20;0;0;0
2020-11-20 20:15:00;24;0;28;0;0;0
2020-11-20 20:30:00;20;3;36;2;0;0
2020-11-20 20:45:00;24;5;42;3;3;0
2020-11-20 21:00:00;24;10;103;1;2;1
2020-11-20 21:15:00;36;25;139;3;12;8
2020-11-20 21:30:00;35;16;95;20;7;8
2020-11-20 21:45:00;60;5;71;75;27;2
2020-11-20 22:00:00;78;2;26;78;0;39
2020-11-20 22:15:00;29;1;20;17;0;0
2020-11-20 22:30:00;17;0;15;6;0;0
2020-11-20 22:45:00;18;0;12;3;0;0
2020-11-20 23:00:00;13;0;15;0;0;0
2020-11-20 23:15:00;13;0;10;1;0;0
2020-11-20 23:30:00;7;0;14;0;0;0
2020-11-20 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
