DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2020-01-18 00:00:00;9;24;10;0;3;2;4;8;16;9;3;9;14;6;0;0;0
2020-01-18 00:15:00;13;11;4;3;1;1;2;16;11;7;2;14;17;8;9;2;0
2020-01-18 00:30:00;20;28;8;2;1;0;4;12;9;8;3;11;14;6;6;2;0
2020-01-18 00:45:00;12;14;7;3;3;6;1;11;5;6;2;10;14;9;0;2;0
2020-01-18 01:00:00;13;10;8;1;1;1;0;10;10;4;2;8;16;9;1;1;0
2020-01-18 01:15:00;5;12;3;2;1;1;3;7;12;15;7;8;5;3;2;2;0
2020-01-18 01:30:00;6;11;2;0;0;0;0;11;15;12;7;8;15;8;6;2;0
2020-01-18 01:45:00;15;11;1;0;0;0;0;10;9;11;4;6;8;5;0;2;0
2020-01-18 02:00:00;10;16;6;1;0;2;1;8;6;8;4;8;11;4;0;0;0
2020-01-18 02:15:00;5;9;1;0;1;0;0;9;8;2;0;5;4;3;5;0;0
2020-01-18 02:30:00;6;10;2;0;0;0;0;8;2;7;5;5;6;3;8;0;0
2020-01-18 02:45:00;7;7;2;0;0;0;1;5;7;7;1;2;4;1;1;2;0
2020-01-18 03:00:00;7;9;4;0;0;0;1;6;7;9;3;8;8;1;0;1;0
2020-01-18 03:15:00;4;1;0;0;0;0;1;10;4;4;2;2;4;2;0;0;0
2020-01-18 03:30:00;3;6;0;0;0;0;0;5;3;3;1;2;2;0;0;2;0
2020-01-18 03:45:00;3;10;2;1;0;0;0;5;1;6;0;2;6;1;0;2;0
2020-01-18 04:00:00;6;6;3;0;0;0;2;7;6;1;0;5;3;2;0;2;0
2020-01-18 04:15:00;11;14;2;5;0;0;0;3;5;4;1;3;4;3;0;6;0
2020-01-18 04:30:00;10;10;3;4;2;0;0;6;4;2;0;2;5;1;0;5;0
2020-01-18 04:45:00;19;12;6;1;1;2;0;2;8;9;2;9;6;0;0;1;0
2020-01-18 05:00:00;48;16;14;2;1;0;2;10;6;8;5;13;8;6;12;4;0
2020-01-18 05:15:00;36;17;5;14;1;5;1;29;16;17;9;17;18;11;55;14;0
2020-01-18 05:30:00;24;23;12;16;3;6;3;31;23;10;4;18;16;5;0;10;0
2020-01-18 05:45:00;16;29;14;3;1;5;1;31;37;12;12;17;11;1;6;2;0
2020-01-18 06:00:00;18;20;7;2;0;2;1;24;34;12;4;7;14;5;7;6;0
2020-01-18 06:15:00;22;25;12;2;1;3;0;13;22;13;6;8;13;4;1;3;0
2020-01-18 06:30:00;24;29;13;7;1;0;1;20;20;5;2;17;6;4;2;5;0
2020-01-18 06:45:00;17;28;16;2;0;0;2;17;22;7;4;6;13;6;0;1;0
2020-01-18 07:00:00;16;25;19;1;0;0;0;19;24;8;3;12;9;6;0;1;0
2020-01-18 07:15:00;23;33;21;2;0;0;0;19;18;8;9;12;25;8;0;4;0
2020-01-18 07:30:00;24;32;21;6;0;1;0;22;19;12;5;18;15;11;8;5;0
2020-01-18 07:45:00;25;40;24;5;0;0;0;30;27;11;5;23;25;11;4;6;0
2020-01-18 08:00:00;38;35;31;3;0;0;1;22;33;13;8;22;27;6;3;2;0
2020-01-18 08:15:00;37;37;20;15;0;2;2;78;30;12;4;19;30;14;4;7;0
2020-01-18 08:30:00;39;52;38;10;0;2;2;37;36;14;7;30;34;19;15;16;0
2020-01-18 08:45:00;49;51;41;6;0;3;2;48;47;26;16;31;28;25;17;9;0
2020-01-18 09:00:00;52;65;46;8;1;0;1;39;52;24;15;28;35;22;14;5;0
2020-01-18 09:15:00;57;73;55;13;1;2;1;49;48;20;12;42;33;24;25;18;0
2020-01-18 09:30:00;84;76;61;10;10;14;7;51;53;22;16;48;33;15;13;16;0
2020-01-18 09:45:00;72;88;78;14;0;3;3;67;56;38;29;46;39;32;28;14;0
2020-01-18 10:00:00;68;78;56;20;3;5;8;76;74;35;22;56;53;41;27;31;0
2020-01-18 10:15:00;74;92;68;37;3;5;5;62;71;35;20;58;63;37;25;40;0
2020-01-18 10:30:00;83;65;63;21;1;8;17;54;75;28;17;66;66;45;10;38;0
2020-01-18 10:45:00;80;95;89;14;1;4;3;70;98;33;24;66;67;39;11;32;0
2020-01-18 11:00:00;87;80;56;25;5;12;5;66;86;36;26;74;59;48;15;45;0
2020-01-18 11:15:00;103;96;86;27;3;8;10;77;97;37;33;68;69;55;22;44;0
2020-01-18 11:30:00;95;91;62;24;1;14;12;93;93;42;30;71;69;54;11;45;0
2020-01-18 11:45:00;79;90;86;24;1;10;11;156;102;44;31;69;61;48;86;38;0
2020-01-18 12:00:00;107;107;100;23;2;5;9;84;105;36;27;76;68;44;17;43;0
2020-01-18 12:15:00;86;95;79;26;1;8;9;80;88;42;35;83;68;56;16;53;0
2020-01-18 12:30:00;80;81;62;26;1;6;11;74;91;35;28;90;70;57;15;71;0
2020-01-18 12:45:00;100;90;81;52;2;9;13;100;116;48;34;88;82;55;26;121;0
2020-01-18 13:00:00;94;77;66;33;1;18;11;86;89;40;30;99;77;64;21;89;0
2020-01-18 13:15:00;108;98;86;24;5;8;12;162;128;56;37;102;84;69;16;113;0
2020-01-18 13:30:00;100;90;78;40;15;15;21;104;155;36;35;98;85;72;15;112;0
2020-01-18 13:45:00;108;113;87;42;12;17;15;90;109;45;40;108;88;60;15;112;0
2020-01-18 14:00:00;104;110;88;44;12;10;17;71;93;46;21;88;73;63;36;86;0
2020-01-18 14:15:00;102;97;83;29;3;9;22;91;110;47;41;74;61;50;94;65;0
2020-01-18 14:30:00;121;87;79;18;6;14;8;95;112;50;37;73;69;61;41;37;0
2020-01-18 14:45:00;90;96;63;25;6;36;10;91;90;48;48;79;62;51;44;30;0
2020-01-18 15:00:00;87;89;82;17;8;6;7;80;93;51;36;58;59;49;11;39;0
2020-01-18 15:15:00;82;92;75;9;8;7;8;82;82;37;37;89;69;60;30;24;0
2020-01-18 15:30:00;80;78;74;9;3;6;6;84;79;53;31;77;63;38;28;23;0
2020-01-18 15:45:00;94;89;68;17;0;7;12;70;84;43;31;83;61;44;14;37;0
