DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2020-05-15 00:00:00;1;1;1;0;1;1;5;0;0;0;0;0
2020-05-15 00:15:00;0;0;0;0;0;0;1;0;0;0;0;0
2020-05-15 00:30:00;1;1;1;0;0;3;5;0;0;0;0;0
2020-05-15 00:45:00;1;6;6;1;3;1;5;0;0;0;0;0
2020-05-15 01:00:00;1;2;3;2;2;2;5;0;0;0;0;0
2020-05-15 01:15:00;0;1;1;0;0;2;2;0;1;0;0;0
2020-05-15 01:30:00;0;1;1;0;0;0;3;0;0;0;0;0
2020-05-15 01:45:00;0;2;2;0;0;0;0;0;0;0;0;0
2020-05-15 02:00:00;
2020-05-15 02:15:00;1;0;0;0;0;0;0;0;3;0;0;0
2020-05-15 02:30:00;0;0;0;0;0;0;0;0;2;0;0;0
2020-05-15 02:45:00;0;0;0;1;1;0;1;0;0;0;0;0
2020-05-15 03:00:00;0;0;0;0;0;1;2;0;0;0;0;0
2020-05-15 03:15:00;0;1;1;0;0;0;0;0;0;0;0;0
2020-05-15 03:30:00;0;1;1;0;0;2;3;0;1;0;0;0
2020-05-15 03:45:00;0;0;0;0;0;1;0;0;0;0;0;0
2020-05-15 04:00:00;0;1;2;1;1;0;2;0;0;0;0;0
2020-05-15 04:15:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-15 04:30:00;
2020-05-15 04:45:00;7;3;5;0;0;0;3;0;0;0;0;0
2020-05-15 05:00:00;19;9;10;0;1;1;7;0;1;0;0;0
2020-05-15 05:15:00;5;2;5;0;0;6;21;0;1;1;0;0
2020-05-15 05:30:00;4;7;8;1;1;3;25;0;0;0;0;0
2020-05-15 05:45:00;14;12;12;0;2;1;13;0;3;1;1;0
2020-05-15 06:00:00;9;6;10;0;1;2;18;0;1;0;0;0
2020-05-15 06:15:00;5;5;8;0;2;4;18;0;1;0;0;0
2020-05-15 06:30:00;6;2;6;1;3;3;9;0;0;0;0;0
2020-05-15 06:45:00;9;6;9;1;1;4;13;0;1;0;0;0
2020-05-15 07:00:00;30;14;25;0;0;6;23;0;0;0;0;0
2020-05-15 07:15:00;35;18;23;0;5;4;29;0;2;1;0;0
2020-05-15 07:30:00;35;15;25;1;2;13;43;0;3;2;0;0
2020-05-15 07:45:00;38;31;39;2;0;3;22;0;4;2;0;0
2020-05-15 08:00:00;35;23;31;0;3;5;19;0;3;1;0;0
2020-05-15 08:15:00;30;20;31;2;4;3;22;2;6;1;0;0
2020-05-15 08:30:00;48;38;42;1;3;12;32;0;3;0;0;0
2020-05-15 08:45:00;42;40;48;2;6;17;35;2;3;0;1;1
2020-05-15 09:00:00;45;40;50;0;7;22;41;1;10;0;1;0
2020-05-15 09:15:00;56;48;65;18;11;16;41;0;12;0;0;1
2020-05-15 09:30:00;49;60;68;2;14;22;35;1;8;0;0;0
2020-05-15 09:45:00;57;55;71;5;11;28;49;2;20;2;0;0
2020-05-15 10:00:00;62;50;77;4;11;19;53;1;20;1;0;1
2020-05-15 10:15:00;62;73;76;8;12;25;57;2;20;0;0;0
2020-05-15 10:30:00;35;25;29;8;4;16;38;1;8;0;0;3
2020-05-15 10:45:00;17;16;22;1;3;9;20;1;6;0;0;0
2020-05-15 11:00:00;41;54;70;7;14;42;81;5;16;0;0;0
2020-05-15 11:15:00;67;60;83;11;11;31;75;4;22;0;3;4
2020-05-15 11:30:00;66;66;77;5;14;33;78;2;25;0;1;1
2020-05-15 11:45:00;46;48;59;10;15;36;83;5;16;1;1;0
2020-05-15 12:00:00;33;44;34;8;7;22;58;3;14;1;1;2
2020-05-15 12:15:00;55;63;76;13;11;41;75;3;15;1;1;1
2020-05-15 12:30:00;72;55;73;10;10;39;81;5;18;5;0;0
2020-05-15 12:45:00;44;31;44;12;10;25;59;7;20;5;0;0
2020-05-15 13:00:00;41;51;56;7;8;31;83;1;26;1;1;1
2020-05-15 13:15:00;52;59;73;10;12;28;70;3;35;4;1;1
2020-05-15 13:30:00;72;53;81;12;10;39;88;2;21;0;0;2
2020-05-15 13:45:00;79;85;95;17;14;38;83;8;19;1;0;6
2020-05-15 14:00:00;54;56;66;14;15;38;69;4;17;0;0;0
2020-05-15 14:15:00;38;46;47;16;16;32;74;5;11;1;0;0
2020-05-15 14:30:00;81;86;91;15;19;37;75;4;19;0;0;0
2020-05-15 14:45:00;67;68;83;17;24;34;68;7;37;2;0;5
2020-05-15 15:00:00;70;58;75;17;16;42;78;5;19;2;0;3
2020-05-15 15:15:00;71;71;84;15;15;47;83;7;33;1;0;3
2020-05-15 15:30:00;67;68;82;11;16;51;100;4;21;1;0;10
2020-05-15 15:45:00;79;76;89;25;13;43;80;3;25;1;0;1
2020-05-15 16:00:00;78;72;87;10;17;39;84;11;27;1;0;0
2020-05-15 16:15:00;68;62;72;12;11;45;102;10;28;0;0;5
2020-05-15 16:30:00;66;64;95;15;15;35;61;5;21;2;0;0
2020-05-15 16:45:00;50;56;65;20;21;39;75;3;22;2;1;4
2020-05-15 17:00:00;64;55;87;18;13;57;103;7;32;1;1;1
2020-05-15 17:15:00;54;57;75;18;13;46;89;4;28;3;1;0
2020-05-15 17:30:00;24;21;32;1;10;11;29;2;9;0;0;0
2020-05-15 17:45:00;
2020-05-15 18:00:00;
2020-05-15 18:15:00;
2020-05-15 18:30:00;
2020-05-15 18:45:00;29;42;51;21;6;21;57;5;13;0;0;10
2020-05-15 19:00:00;41;53;60;13;11;23;68;0;12;1;0;1
2020-05-15 19:15:00;27;23;36;13;7;19;67;1;8;1;0;1
2020-05-15 19:30:00;18;36;44;12;13;30;66;0;7;0;0;0
2020-05-15 19:45:00;16;17;30;23;11;24;56;0;9;0;0;0
2020-05-15 20:00:00;8;15;19;14;14;20;50;0;6;0;0;0
2020-05-15 20:15:00;7;16;19;12;4;8;25;0;2;0;0;0
2020-05-15 20:30:00;8;26;24;9;8;8;34;1;4;0;0;0
2020-05-15 20:45:00;6;13;19;1;10;7;24;0;0;0;0;2
2020-05-15 21:00:00;13;19;21;5;0;4;20;1;1;0;0;0
2020-05-15 21:15:00;4;9;13;1;1;10;23;0;2;1;0;0
2020-05-15 21:30:00;6;11;16;0;1;6;13;0;1;0;0;0
2020-05-15 21:45:00;4;7;10;4;0;6;19;1;4;0;0;0
2020-05-15 22:00:00;4;13;14;2;4;9;26;0;1;0;0;0
2020-05-15 22:15:00;6;16;15;2;9;7;16;0;2;0;0;0
2020-05-15 22:30:00;9;20;28;12;8;9;25;1;2;1;0;0
2020-05-15 22:45:00;6;11;14;2;5;8;24;0;1;0;0;1
2020-05-15 23:00:00;10;18;18;8;11;10;16;4;9;0;0;0
2020-05-15 23:15:00;7;14;17;4;1;4;18;1;8;0;0;0
2020-05-15 23:30:00;4;7;14;3;4;7;16;0;5;0;0;0
2020-05-15 23:45:00;2;13;12;1;6;5;14;2;2;0;0;0
