DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2019-09-30 00:00:00;4;8;8;2;3;1;8;4
2019-09-30 00:15:00;4;5;5;0;2;4;5;5
2019-09-30 00:30:00;2;5;5;1;4;5;5;3
2019-09-30 00:45:00;6;7;7;2;3;4;10;3
2019-09-30 01:00:00;2;7;7;0;1;4;6;1
2019-09-30 01:15:00;4;2;3;0;0;0;7;2
2019-09-30 01:30:00;1;1;1;2;3;0;2;2
2019-09-30 01:45:00;0;4;4;0;1;3;3;2
2019-09-30 02:00:00;3;1;1;1;2;1;7;1
2019-09-30 02:15:00;2;1;1;2;2;3;4;1
2019-09-30 02:30:00;2;5;5;0;1;2;0;0
2019-09-30 02:45:00;2;4;6;3;4;3;1;2
2019-09-30 03:00:00;2;5;5;0;0;2;0;2
2019-09-30 03:15:00;2;3;3;1;1;1;3;1
2019-09-30 03:30:00;1;4;4;0;1;2;2;1
2019-09-30 03:45:00;2;3;3;1;2;0;4;2
2019-09-30 04:00:00;3;6;6;1;2;1;3;1
2019-09-30 04:15:00;4;6;6;0;1;6;6;3
2019-09-30 04:30:00;2;13;13;3;6;6;11;3
2019-09-30 04:45:00;9;32;31;4;7;8;7;2
2019-09-30 05:00:00;28;58;58;9;12;17;19;7
2019-09-30 05:15:00;84;120;119;4;9;27;25;5
2019-09-30 05:30:00;86;106;102;16;22;17;44;13
2019-09-30 05:45:00;81;91;94;8;24;22;65;27
2019-09-30 06:00:00;51;63;65;7;17;21;30;14
2019-09-30 06:15:00;98;89;91;12;18;30;40;20
2019-09-30 06:30:00;116;103;107;11;19;22;50;31
2019-09-30 06:45:00;136;111;109;11;21;25;68;34
2019-09-30 07:00:00;142;126;126;12;22;29;69;58
2019-09-30 07:15:00;153;113;114;13;22;38;79;64
2019-09-30 07:30:00;167;105;108;21;52;73;90;80
2019-09-30 07:45:00;226;126;124;15;30;48;100;78
2019-09-30 08:00:00;203;135;133;18;14;38;107;72
2019-09-30 08:15:00;154;109;111;16;32;39;65;60
2019-09-30 08:30:00;126;95;92;11;20;31;91;65
2019-09-30 08:45:00;106;86;84;20;24;35;72;46
2019-09-30 09:00:00;106;88;83;16;32;27;70;61
2019-09-30 09:15:00;81;78;76;12;17;30;74;51
2019-09-30 09:30:00;94;100;98;22;29;22;83;52
2019-09-30 09:45:00;65;59;57;12;25;20;72;63
2019-09-30 10:00:00;81;74;74;13;18;16;70;38
2019-09-30 10:15:00;85;74;74;13;25;33;79;51
2019-09-30 10:30:00;62;73;70;25;37;23;77;58
2019-09-30 10:45:00;68;76;76;17;36;26;78;60
2019-09-30 11:00:00;87;71;72;18;32;32;73;39
2019-09-30 11:15:00;85;80;80;15;19;35;75;50
2019-09-30 11:30:00;70;78;79;24;31;31;91;65
2019-09-30 11:45:00;86;81;84;17;22;21;68;50
2019-09-30 12:00:00;89;62;63;16;21;34;91;64
2019-09-30 12:15:00;88;73;74;20;18;32;97;54
2019-09-30 12:30:00;97;69;66;18;30;23;79;66
2019-09-30 12:45:00;79;77;75;16;30;23;82;67
2019-09-30 13:00:00;105;90;89;16;26;22;76;45
2019-09-30 13:15:00;103;111;113;18;31;28;95;59
2019-09-30 13:30:00;100;106;104;18;29;23;88;47
2019-09-30 13:45:00;113;106;111;17;24;26;85;55
2019-09-30 14:00:00;84;81;82;24;37;22;72;56
2019-09-30 14:15:00;98;69;64;32;51;37;105;91
2019-09-30 14:30:00;89;69;70;35;59;34;100;81
2019-09-30 14:45:00;92;80;79;27;47;44;79;74
2019-09-30 15:00:00;85;62;61;32;55;38;94;81
2019-09-30 15:15:00;109;75;69;33;77;49;110;92
2019-09-30 15:30:00;91;64;63;27;40;42;115;78
2019-09-30 15:45:00;97;71;72;27;36;49;114;103
2019-09-30 16:00:00;129;83;76;29;34;45;134;127
2019-09-30 16:15:00;138;94;91;28;30;52;140;103
2019-09-30 16:30:00;104;68;69;24;41;56;118;85
2019-09-30 16:45:00;98;75;67;22;38;41;116;97
2019-09-30 17:00:00;115;83;81;23;32;38;111;92
2019-09-30 17:15:00;102;68;68;25;39;31;133;94
2019-09-30 17:30:00;103;71;66;20;33;39;100;90
2019-09-30 17:45:00;113;77;80;22;33;32;110;96
2019-09-30 18:00:00;99;62;60;22;35;32;89;56
2019-09-30 18:15:00;88;76;76;21;31;30;90;74
2019-09-30 18:30:00;78;63;66;16;29;22;78;70
2019-09-30 18:45:00;77;55;52;13;27;38;58;49
2019-09-30 19:00:00;66;59;56;11;17;23;62;56
2019-09-30 19:15:00;54;57;56;9;27;18;58;39
2019-09-30 19:30:00;62;50;54;10;15;13;51;34
2019-09-30 19:45:00;62;52;52;12;21;21;44;33
2019-09-30 20:00:00;49;40;39;4;9;11;51;28
2019-09-30 20:15:00;57;42;43;11;15;17;53;33
2019-09-30 20:30:00;39;47;47;12;13;13;34;22
2019-09-30 20:45:00;38;41;42;12;11;16;36;13
2019-09-30 21:00:00;64;74;71;7;8;15;44;21
2019-09-30 21:15:00;71;94;93;9;9;15;41;17
2019-09-30 21:30:00;41;60;59;4;11;9;50;22
2019-09-30 21:45:00;41;36;36;15;26;10;37;26
2019-09-30 22:00:00;26;31;33;33;45;19;53;45
2019-09-30 22:15:00;35;37;40;26;29;11;25;17
2019-09-30 22:30:00;16;27;27;8;11;6;25;16
2019-09-30 22:45:00;9;20;20;4;3;2;25;17
2019-09-30 23:00:00;12;13;13;2;3;5;19;10
2019-09-30 23:15:00;6;14;17;2;3;4;23;9
2019-09-30 23:30:00;7;10;9;0;0;3;9;4
2019-09-30 23:45:00;10;18;18;1;4;3;8;8
