DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-04-19 00:00:00;2;0;0;0;0;4;0;4;0;0;6
2020-04-19 00:15:00;3;0;0;0;0;3;0;3;0;0;4
2020-04-19 00:30:00;1;1;1;0;0;2;0;2;0;0;15
2020-04-19 00:45:00;0;1;0;0;0;1;0;1;0;0;5
2020-04-19 01:00:00;1;1;1;0;0;2;1;2;0;0;28
2020-04-19 01:15:00;1;1;1;0;0;1;1;1;0;0;48
2020-04-19 01:30:00;2;0;0;0;0;2;0;2;0;0;10
2020-04-19 01:45:00;1;0;0;0;0;2;0;2;0;0;12
2020-04-19 02:00:00;1;0;0;0;0;2;0;2;0;0;27
2020-04-19 02:15:00;0;0;0;0;0;0;0;0;0;0;7
2020-04-19 02:30:00;0;0;0;0;0;1;1;2;0;0;9
2020-04-19 02:45:00;1;1;1;0;0;2;1;1;0;0;1
2020-04-19 03:00:00;0;0;0;0;0;0;0;0;0;0;6
2020-04-19 03:15:00;1;0;0;0;0;0;0;0;0;0;9
2020-04-19 03:30:00;0;0;0;0;0;1;0;1;0;0;4
2020-04-19 03:45:00;1;0;0;0;0;0;0;0;0;0;7
2020-04-19 04:00:00;0;0;0;0;0;1;0;1;0;0;7
2020-04-19 04:15:00;1;0;0;0;0;1;0;1;0;0;3
2020-04-19 04:30:00;2;0;0;0;0;0;0;0;0;0;3
2020-04-19 04:45:00;0;0;0;0;0;1;0;1;0;0;10
2020-04-19 05:00:00;1;0;0;0;0;3;0;3;0;0;3
2020-04-19 05:15:00;0;1;0;0;0;5;1;5;0;0;44
2020-04-19 05:30:00;4;0;0;0;0;3;0;3;0;0;27
2020-04-19 05:45:00;2;0;0;0;0;0;0;0;0;0;12
2020-04-19 06:00:00;2;1;1;0;0;6;0;6;0;0;3
2020-04-19 06:15:00;1;0;0;0;0;1;0;1;0;0;0
2020-04-19 06:30:00;5;0;0;0;0;3;0;3;0;0;0
2020-04-19 06:45:00;3;0;0;0;0;3;0;3;0;0;1
2020-04-19 07:00:00;0;0;0;0;0;4;0;4;0;0;2
2020-04-19 07:15:00;3;0;0;0;0;4;0;4;0;0;0
2020-04-19 07:30:00;2;1;0;0;0;1;0;1;0;0;0
2020-04-19 07:45:00;2;0;0;0;0;4;0;4;0;0;0
2020-04-19 08:00:00;5;0;0;0;0;4;0;4;0;0;0
2020-04-19 08:15:00;4;0;0;0;0;4;0;4;0;0;0
2020-04-19 08:30:00;3;1;1;0;1;8;1;8;1;0;0
2020-04-19 08:45:00;9;0;0;0;0;6;0;6;0;0;0
2020-04-19 09:00:00;10;1;0;0;0;8;0;8;0;0;0
2020-04-19 09:15:00;10;1;1;2;0;3;0;3;0;0;0
2020-04-19 09:30:00;11;0;0;0;0;9;2;8;1;0;0
2020-04-19 09:45:00;17;1;0;0;1;13;0;13;1;0;0
2020-04-19 10:00:00;12;2;1;0;1;22;0;22;1;1;0
2020-04-19 10:15:00;17;1;1;0;0;20;0;20;0;0;0
2020-04-19 10:30:00;14;1;0;0;0;22;4;22;1;3;0
2020-04-19 10:45:00;14;1;1;1;0;21;0;20;0;0;0
2020-04-19 11:00:00;13;3;0;0;0;14;3;14;1;0;0
2020-04-19 11:15:00;16;1;1;0;0;17;3;17;1;0;0
2020-04-19 11:30:00;20;2;1;0;0;13;1;13;1;1;0
2020-04-19 11:45:00;21;1;0;1;0;15;0;15;2;0;0
2020-04-19 12:00:00;20;1;0;0;1;13;0;13;0;0;0
2020-04-19 12:15:00;12;0;0;1;1;18;0;18;0;0;0
2020-04-19 12:30:00;15;0;1;0;0;17;3;16;1;0;3
2020-04-19 12:45:00;30;1;1;1;1;24;3;24;1;1;0
2020-04-19 13:00:00;24;1;1;0;0;22;6;22;3;1;0
2020-04-19 13:15:00;20;4;3;2;0;17;3;17;7;2;0
2020-04-19 13:30:00;14;1;0;0;0;23;2;23;2;1;0
2020-04-19 13:45:00;24;3;2;0;1;25;2;24;2;0;0
2020-04-19 14:00:00;31;2;1;1;0;27;1;27;2;0;3
2020-04-19 14:15:00;31;2;0;0;0;38;2;38;2;0;0
2020-04-19 14:30:00;26;0;0;0;1;31;1;31;2;0;0
2020-04-19 14:45:00;35;1;0;2;0;29;1;29;0;0;0
2020-04-19 15:00:00;28;0;0;0;0;25;2;25;4;0;0
2020-04-19 15:15:00;32;0;0;1;0;34;3;33;2;1;0
2020-04-19 15:30:00;23;0;0;1;2;30;0;30;1;0;0
2020-04-19 15:45:00;35;0;0;0;0;28;2;28;0;1;0
2020-04-19 16:00:00;31;4;3;3;0;28;1;28;2;1;7
2020-04-19 16:15:00;31;3;0;1;0;25;4;27;0;0;1
2020-04-19 16:30:00;36;0;1;0;2;34;2;34;1;0;1
2020-04-19 16:45:00;27;0;0;0;0;26;2;26;1;1;1
2020-04-19 17:00:00;25;0;0;0;2;29;2;29;1;2;0
2020-04-19 17:15:00;39;4;3;1;1;29;2;29;0;0;0
2020-04-19 17:30:00;29;3;0;3;0;29;4;29;0;0;2
2020-04-19 17:45:00;40;2;1;1;2;31;1;31;0;0;0
2020-04-19 18:00:00;32;1;0;0;0;28;3;28;2;2;0
2020-04-19 18:15:00;21;1;1;0;0;28;1;28;1;0;0
2020-04-19 18:30:00;34;3;3;0;0;30;2;30;0;0;0
2020-04-19 18:45:00;35;6;3;0;1;27;3;27;1;2;1
2020-04-19 19:00:00;26;3;2;1;0;16;3;16;2;1;0
2020-04-19 19:15:00;31;4;3;0;2;23;1;23;0;0;0
2020-04-19 19:30:00;19;2;1;0;0;25;2;25;0;1;0
2020-04-19 19:45:00;25;1;1;0;0;15;1;15;0;0;0
2020-04-19 20:00:00;20;0;0;0;0;10;0;10;0;0;0
2020-04-19 20:15:00;22;1;0;1;0;16;2;17;1;0;0
2020-04-19 20:30:00;16;1;1;1;0;15;0;15;3;0;0
2020-04-19 20:45:00;13;0;0;0;0;15;1;15;0;0;0
2020-04-19 21:00:00;10;2;1;0;0;19;4;18;2;3;0
2020-04-19 21:15:00;10;1;1;0;0;8;2;7;1;1;0
2020-04-19 21:30:00;10;2;2;0;0;8;0;8;0;0;0
2020-04-19 21:45:00;8;3;3;0;0;2;0;2;0;0;0
2020-04-19 22:00:00;7;0;0;0;0;8;0;8;1;0;0
2020-04-19 22:15:00;1;0;0;0;0;6;0;6;0;0;0
2020-04-19 22:30:00;7;1;0;0;0;3;1;3;0;0;0
2020-04-19 22:45:00;3;0;0;0;0;5;0;5;0;0;0
2020-04-19 23:00:00;2;0;0;0;0;1;0;1;0;0;0
2020-04-19 23:15:00;2;0;0;0;0;4;0;4;0;0;0
2020-04-19 23:30:00;7;2;3;0;0;6;1;6;0;1;0
2020-04-19 23:45:00;2;3;2;0;0;5;0;5;0;0;0
