DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2020-05-04 00:00:00;5;7;5;0;2;0;0;1;4;1;2;3;4;1;0;0;0
2020-05-04 00:15:00;4;6;4;1;0;0;0;7;7;2;1;6;2;2;1;1;0
2020-05-04 00:30:00;5;10;3;2;1;0;1;4;5;3;0;6;10;4;0;4;0
2020-05-04 00:45:00;6;7;2;0;0;0;1;1;2;0;0;1;8;0;0;0;0
2020-05-04 01:00:00;6;6;0;0;0;0;0;7;1;3;1;2;3;4;0;1;0
2020-05-04 01:15:00;4;4;0;0;0;0;0;3;2;2;0;1;1;0;0;0;0
2020-05-04 01:30:00;3;3;0;1;0;0;1;3;0;0;1;7;1;0;0;2;0
2020-05-04 01:45:00;7;9;4;0;0;1;0;3;5;1;1;4;3;0;0;0;0
2020-05-04 02:00:00;7;2;1;0;0;1;0;2;1;1;0;1;3;2;0;0;0
2020-05-04 02:15:00;5;4;1;0;0;0;0;2;0;3;0;3;1;0;0;0;0
2020-05-04 02:30:00;2;6;1;0;0;0;0;0;3;0;0;2;3;0;0;2;0
2020-05-04 02:45:00;3;2;1;1;0;2;0;9;2;4;1;2;3;1;0;1;0
2020-05-04 03:00:00;4;5;0;0;1;0;0;5;3;3;1;1;0;0;1;0;0
2020-05-04 03:15:00;5;4;3;0;0;0;0;2;2;0;0;2;1;0;2;0;0
2020-05-04 03:30:00;8;7;2;1;0;1;0;6;1;2;1;3;3;0;0;1;0
2020-05-04 03:45:00;1;4;1;0;0;0;0;2;2;1;0;3;3;1;0;0;0
2020-05-04 04:00:00;4;4;3;0;0;0;0;4;3;2;1;5;3;0;0;1;0
2020-05-04 04:15:00;3;8;1;0;0;0;0;4;3;2;1;3;3;0;0;0;0
2020-05-04 04:30:00;17;14;9;0;0;0;0;7;8;6;1;5;7;3;0;0;0
2020-05-04 04:45:00;18;9;3;0;0;0;0;10;6;6;0;4;1;1;0;1;0
2020-05-04 05:00:00;19;17;14;1;0;1;0;9;7;7;4;9;8;4;2;0;0
2020-05-04 05:15:00;33;35;32;0;0;0;0;15;22;9;5;20;6;3;6;0;0
2020-05-04 05:30:00;52;51;44;1;0;1;0;17;30;12;10;34;20;6;13;1;0
2020-05-04 05:45:00;65;59;55;0;0;0;1;19;22;17;11;30;11;5;7;2;0
2020-05-04 06:00:00;52;47;43;2;0;1;0;26;21;14;6;21;26;9;9;5;0
2020-05-04 06:15:00;76;66;55;2;0;0;1;26;31;19;10;35;30;7;25;3;0
2020-05-04 06:30:00;103;84;62;6;0;0;0;28;35;15;16;53;39;27;25;8;0
2020-05-04 06:45:00;94;77;87;5;1;0;0;41;59;32;18;58;58;42;9;12;0
2020-05-04 07:00:00;68;68;65;12;0;0;0;37;45;14;14;62;52;52;8;12;0
2020-05-04 07:15:00;48;58;58;7;2;1;2;97;49;18;13;53;41;43;13;21;0
2020-05-04 07:30:00;32;53;47;9;0;1;0;40;36;18;9;43;37;32;9;13;0
2020-05-04 07:45:00;83;86;100;10;0;3;3;71;61;35;20;67;49;50;21;16;0
2020-05-04 08:00:00;68;68;58;9;0;0;2;55;51;27;19;40;34;35;13;17;0
2020-05-04 08:15:00;
2020-05-04 08:30:00;
2020-05-04 08:45:00;
2020-05-04 09:00:00;73;66;59;6;1;2;2;64;52;31;19;49;40;43;6;4;0
2020-05-04 09:15:00;67;78;76;5;0;1;1;74;73;41;29;50;44;30;17;10;0
2020-05-04 09:30:00;72;76;54;10;1;4;5;61;54;35;29;63;45;32;14;14;0
2020-05-04 09:45:00;74;88;83;5;1;1;1;71;70;29;28;67;42;50;20;9;0
2020-05-04 10:00:00;97;65;62;13;1;1;2;64;70;36;27;63;49;41;16;20;0
2020-05-04 10:15:00;81;65;50;12;1;5;5;73;83;42;30;63;41;38;16;14;0
2020-05-04 10:30:00;69;76;71;9;1;2;3;70;64;47;35;65;42;39;21;18;0
2020-05-04 10:45:00;83;76;66;9;1;3;4;81;71;33;25;64;49;47;12;25;0
2020-05-04 11:00:00;74;72;58;7;1;4;8;78;77;35;29;76;48;40;26;11;0
2020-05-04 11:15:00;78;92;73;6;0;3;2;61;82;38;31;66;46;33;12;16;0
2020-05-04 11:30:00;78;72;57;9;2;6;8;72;86;33;26;63;49;46;20;13;0
2020-05-04 11:45:00;74;87;74;11;1;7;5;53;83;28;26;66;46;35;16;15;0
2020-05-04 12:00:00;83;83;66;10;0;6;2;83;97;36;31;55;43;35;6;17;0
2020-05-04 12:15:00;97;84;74;9;2;6;6;120;91;40;39;61;48;32;4;20;0
2020-05-04 12:30:00;81;84;69;10;3;4;10;90;86;34;34;68;46;38;17;13;0
2020-05-04 12:45:00;77;71;62;9;2;6;4;115;72;40;31;54;42;43;9;20;0
2020-05-04 13:00:00;72;85;88;7;0;8;7;60;86;48;39;63;46;41;37;12;0
2020-05-04 13:15:00;82;80;74;4;2;10;8;69;91;46;41;76;47;36;34;10;0
2020-05-04 13:30:00;78;100;105;14;1;5;7;75;89;48;39;81;46;34;5;24;0
