DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2019-11-06 00:00:00;12;7;2;0;1;11;7;4;1;6;0
2019-11-06 00:15:00;7;6;3;1;2;10;5;3;4;5;1
2019-11-06 00:30:00;4;1;0;3;1;9;4;3;2;4;2
2019-11-06 00:45:00;4;6;1;2;2;8;3;0;2;2;1
2019-11-06 01:00:00;7;2;1;1;2;6;2;1;1;2;1
2019-11-06 01:15:00;9;8;0;3;1;9;9;1;0;1;0
2019-11-06 01:30:00;7;3;0;1;1;11;4;2;0;0;0
2019-11-06 01:45:00;9;9;2;0;0;6;2;0;0;1;0
2019-11-06 02:00:00;9;10;0;1;0;4;2;1;0;1;1
2019-11-06 02:15:00;8;3;1;1;2;2;0;0;1;3;0
2019-11-06 02:30:00;7;2;0;0;0;4;2;0;0;0;0
2019-11-06 02:45:00;13;7;1;0;0;7;2;1;0;1;0
2019-11-06 03:00:00;2;1;0;1;2;6;4;0;1;0;0
2019-11-06 03:15:00;5;6;1;0;0;7;6;2;2;1;0
2019-11-06 03:30:00;10;3;0;2;0;8;2;0;0;2;2
2019-11-06 03:45:00;10;6;0;1;0;16;7;0;1;2;1
2019-11-06 04:00:00;14;13;3;2;1;6;4;0;1;0;1
2019-11-06 04:15:00;14;8;2;5;4;11;8;2;2;3;1
2019-11-06 04:30:00;13;10;3;6;9;25;9;4;1;1;1
2019-11-06 04:45:00;28;11;0;8;4;52;24;3;2;4;3
2019-11-06 05:00:00;23;20;3;13;4;89;81;1;2;5;4
2019-11-06 05:15:00;32;32;7;16;9;147;144;6;5;14;4
2019-11-06 05:30:00;48;47;12;26;13;130;148;6;6;29;11
2019-11-06 05:45:00;86;95;32;41;22;136;167;11;10;23;12
2019-11-06 06:00:00;121;121;22;38;21;129;150;6;10;26;8
2019-11-06 06:15:00;90;100;30;53;24;151;174;6;12;44;8
2019-11-06 06:30:00;70;90;24;61;24;126;156;20;20;55;14
2019-11-06 06:45:00;74;93;27;82;21;119;142;19;17;33;11
2019-11-06 07:00:00;66;69;19;88;16;117;129;18;20;50;18
2019-11-06 07:15:00;73;91;24;114;33;79;99;40;27;54;14
2019-11-06 07:30:00;69;89;21;80;27;69;105;41;24;43;9
2019-11-06 07:45:00;77;94;22;85;34;58;94;35;36;59;21
2019-11-06 08:00:00;77;89;24;77;24;83;108;36;31;44;17
2019-11-06 08:15:00;71;80;19;82;20;91;105;29;39;48;13
2019-11-06 08:30:00;71;87;23;71;21;95;130;34;42;46;20
2019-11-06 08:45:00;98;94;15;70;25;94;122;23;23;45;22
2019-11-06 09:00:00;74;75;20;57;16;64;101;20;23;44;19
2019-11-06 09:15:00;74;87;26;62;26;81;103;28;32;51;19
