DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-02-01 00:00:00;13;6;8;7;7;9;0;8
2020-02-01 00:15:00;10;6;6;5;3;8;0;9
2020-02-01 00:30:00;10;6;6;5;5;5;0;5
2020-02-01 00:45:00;10;10;4;3;7;4;0;1
2020-02-01 01:00:00;9;6;5;8;10;7;0;5
2020-02-01 01:15:00;16;7;6;8;9;13;0;4
2020-02-01 01:30:00;16;12;10;5;13;4;0;4
2020-02-01 01:45:00;10;6;5;4;8;5;0;1
2020-02-01 02:00:00;9;2;3;10;10;11;0;7
2020-02-01 02:15:00;5;4;5;2;4;6;0;7
2020-02-01 02:30:00;3;1;0;1;5;5;0;1
2020-02-01 02:45:00;5;2;2;1;2;2;0;3
2020-02-01 03:00:00;5;8;3;11;8;5;0;1
2020-02-01 03:15:00;7;3;1;3;4;4;0;4
2020-02-01 03:30:00;4;3;1;2;7;3;0;1
2020-02-01 03:45:00;4;1;0;2;3;3;0;2
2020-02-01 04:00:00;7;6;3;5;7;3;0;1
2020-02-01 04:15:00;5;3;2;2;5;4;0;2
2020-02-01 04:30:00;1;3;1;4;2;5;0;4
2020-02-01 04:45:00;7;5;4;3;0;4;0;4
2020-02-01 05:00:00;9;5;8;6;5;3;0;1
2020-02-01 05:15:00;8;7;9;2;6;2;0;1
2020-02-01 05:30:00;11;8;7;9;5;6;0;5
2020-02-01 05:45:00;2;7;9;34;15;3;0;7
2020-02-01 06:00:00;12;13;4;49;26;9;0;4
2020-02-01 06:15:00;12;8;6;13;12;5;0;9
2020-02-01 06:30:00;16;15;5;8;11;10;0;7
2020-02-01 06:45:00;13;10;9;8;11;4;0;8
2020-02-01 07:00:00;22;9;7;6;8;7;0;4
2020-02-01 07:15:00;21;17;9;3;7;3;0;7
2020-02-01 07:30:00;30;14;5;13;24;7;0;12
2020-02-01 07:45:00;29;18;7;10;20;6;0;11
2020-02-01 08:00:00;32;15;13;11;10;7;0;11
2020-02-01 08:15:00;29;17;9;20;60;6;0;15
2020-02-01 08:30:00;22;18;14;11;52;13;0;15
2020-02-01 08:45:00;50;22;13;13;28;19;0;19
2020-02-01 09:00:00;34;16;11;19;27;8;0;16
2020-02-01 09:15:00;41;29;13;17;18;19;0;28
2020-02-01 09:30:00;39;32;16;19;34;24;0;25
2020-02-01 09:45:00;56;43;21;26;30;13;0;28
2020-02-01 10:00:00;55;35;20;27;34;19;0;18
2020-02-01 10:15:00;39;32;24;34;37;27;0;22
2020-02-01 10:30:00;53;29;25;30;37;11;0;28
2020-02-01 10:45:00;58;43;32;29;51;22;0;40
2020-02-01 11:00:00;39;32;22;26;99;26;0;25
2020-02-01 11:15:00;50;37;26;34;40;17;0;36
2020-02-01 11:30:00;67;35;21;34;44;29;0;41
2020-02-01 11:45:00;49;40;22;26;112;27;0;33
2020-02-01 12:00:00;50;43;22;35;31;28;0;35
2020-02-01 12:15:00;62;48;28;25;45;28;0;40
2020-02-01 12:30:00;51;40;19;22;28;25;0;31
2020-02-01 12:45:00;62;41;25;33;27;29;0;50
2020-02-01 13:00:00;60;37;27;40;38;26;0;36
2020-02-01 13:15:00;61;50;28;33;52;31;0;42
2020-02-01 13:30:00;63;32;35;25;47;31;0;43
2020-02-01 13:45:00;45;38;18;33;36;34;0;38
2020-02-01 14:00:00;54;50;22;22;37;39;0;53
2020-02-01 14:15:00;60;34;23;36;34;32;0;37
2020-02-01 14:30:00;58;39;22;31;33;30;0;44
2020-02-01 14:45:00;63;33;27;35;40;37;0;40
2020-02-01 15:00:00;45;40;23;35;20;31;0;28
2020-02-01 15:15:00;44;37;22;31;18;27;0;37
2020-02-01 15:30:00;37;26;17;24;30;27;0;32
2020-02-01 15:45:00;42;32;30;27;27;20;0;40
2020-02-01 16:00:00;57;36;26;27;69;33;0;32
2020-02-01 16:15:00;50;38;28;21;30;30;0;42
2020-02-01 16:30:00;59;38;27;20;22;31;0;40
2020-02-01 16:45:00;54;30;20;21;23;37;0;49
2020-02-01 17:00:00;39;29;15;21;21;30;0;28
2020-02-01 17:15:00;42;29;27;27;22;24;0;33
2020-02-01 17:30:00;41;34;38;26;23;26;0;29
2020-02-01 17:45:00;55;30;27;28;34;31;0;38
2020-02-01 18:00:00;48;36;18;33;27;24;0;37
2020-02-01 18:15:00;55;34;19;30;34;30;0;38
2020-02-01 18:30:00;56;28;23;18;26;25;0;31
2020-02-01 18:45:00;51;28;13;31;43;14;0;28
2020-02-01 19:00:00;35;21;19;26;19;20;0;27
2020-02-01 19:15:00;34;15;14;18;41;27;0;26
2020-02-01 19:30:00;43;21;21;16;22;17;0;25
2020-02-01 19:45:00;51;27;17;24;17;27;0;20
2020-02-01 20:00:00;33;21;17;22;25;16;0;27
2020-02-01 20:15:00;35;20;10;24;18;22;0;19
2020-02-01 20:30:00;35;11;12;18;17;24;0;13
2020-02-01 20:45:00;33;12;16;13;21;22;0;25
2020-02-01 21:00:00;27;12;12;9;21;13;0;19
2020-02-01 21:15:00;34;18;15;17;9;25;0;13
2020-02-01 21:30:00;26;15;9;18;7;14;0;16
2020-02-01 21:45:00;35;25;9;23;18;11;0;6
2020-02-01 22:00:00;26;16;6;15;10;20;0;17
2020-02-01 22:15:00;26;9;17;13;12;14;0;17
2020-02-01 22:30:00;28;10;17;15;25;12;0;14
2020-02-01 22:45:00;21;11;16;14;17;21;0;12
2020-02-01 23:00:00;25;14;18;16;13;16;0;16
2020-02-01 23:15:00;18;14;14;11;11;12;0;15
2020-02-01 23:30:00;23;15;5;12;5;13;0;12
2020-02-01 23:45:00;29;16;11;14;11;10;0;11
