DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2020-06-04 00:00:00;0;4;3;0;0;5;7;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 00:15:00;3;3;5;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 00:30:00;1;3;2;0;0;7;2;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 00:45:00;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 01:00:00;0;2;1;0;0;2;2;0;0;0;1;0;0;0;0;0;0;0
2020-06-04 01:15:00;1;4;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 01:30:00;6;6;2;0;0;2;4;1;0;0;0;0;0;0;0;0;0;0
2020-06-04 01:45:00;3;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 02:00:00;3;5;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 02:15:00;1;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 02:30:00;4;6;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 02:45:00;1;2;1;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 03:00:00;1;3;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 03:15:00;0;1;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 03:30:00;1;2;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 03:45:00;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 04:00:00;1;1;1;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 04:15:00;1;3;3;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 04:30:00;3;6;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 04:45:00;20;25;2;0;1;4;9;0;0;0;0;0;0;0;0;0;0;0
2020-06-04 05:00:00;35;61;5;0;3;9;22;2;0;0;5;2;0;0;9;3;0;0
2020-06-04 05:15:00;72;156;8;0;1;10;44;3;2;4;10;11;0;0;31;4;0;0
2020-06-04 05:30:00;104;117;9;0;1;25;80;1;2;5;4;7;0;0;41;0;1;0
2020-06-04 05:45:00;65;70;18;0;2;85;150;2;2;2;4;24;0;0;28;0;0;0
2020-06-04 06:00:00;19;17;3;0;0;35;59;2;2;1;1;4;2;0;9;0;0;0
2020-06-04 06:15:00;6;4;0;0;0;0;6;0;0;0;0;0;0;0;5;0;0;0
2020-06-04 06:30:00;45;55;7;0;3;40;78;1;4;6;2;8;1;0;13;11;0;0
2020-06-04 06:45:00;56;43;4;0;0;30;82;2;3;2;5;8;0;0;9;0;0;0
2020-06-04 07:00:00;40;49;1;0;2;18;55;1;3;3;6;7;0;0;5;0;0;0
2020-06-04 07:15:00;56;58;7;0;1;21;76;1;3;2;9;4;0;0;22;0;0;0
2020-06-04 07:30:00;50;53;8;2;1;28;65;4;2;2;5;4;0;0;16;3;0;0
2020-06-04 07:45:00;50;63;9;0;0;40;67;1;3;3;8;0;0;0;15;0;0;0
2020-06-04 08:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 08:30:00;30;28;12;0;2;23;49;2;2;2;7;2;0;0;8;0;0;0
2020-06-04 08:45:00;28;27;17;0;1;34;42;4;2;1;10;0;0;0;13;0;0;0
2020-06-04 09:00:00;36;31;17;2;3;30;32;5;2;2;7;2;0;0;2;0;0;0
2020-06-04 09:15:00;21;25;5;1;1;23;33;8;2;2;3;0;0;0;3;0;0;0
2020-06-04 09:30:00;36;28;11;0;0;23;45;2;2;2;6;0;0;0;0;0;0;0
2020-06-04 09:45:00;38;42;16;0;0;22;54;1;2;2;5;4;0;0;1;0;0;0
2020-06-04 10:00:00;34;24;8;4;5;23;33;2;1;1;6;3;0;0;7;0;0;0
2020-06-04 10:15:00;34;25;12;0;0;18;41;9;3;3;8;4;0;1;7;0;0;0
2020-06-04 10:30:00;34;25;11;0;0;25;37;12;4;4;7;0;0;0;34;0;0;0
2020-06-04 10:45:00;38;39;21;0;2;32;43;7;2;3;6;0;0;0;6;0;0;1
2020-06-04 11:00:00;32;27;12;0;0;22;43;9;0;1;8;0;0;0;13;0;0;0
2020-06-04 11:15:00;38;29;19;0;1;32;50;4;3;3;11;3;0;0;5;0;0;0
2020-06-04 11:30:00;37;38;17;0;1;30;35;6;3;2;4;2;0;0;11;0;0;0
2020-06-04 11:45:00;36;27;14;0;0;26;34;4;1;1;5;0;0;0;13;0;3;0
2020-06-04 12:00:00;33;36;17;0;0;32;52;11;2;2;2;6;0;0;5;0;0;0
2020-06-04 12:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 12:30:00;35;36;23;0;1;29;34;5;4;5;4;5;0;0;5;0;0;0
2020-06-04 12:45:00;33;28;28;0;0;25;36;10;1;2;5;0;0;0;21;0;0;0
2020-06-04 13:00:00;46;32;19;0;1;25;58;6;1;1;4;0;0;0;16;0;0;0
2020-06-04 13:15:00;33;44;15;0;3;29;51;8;2;2;7;3;0;0;6;1;0;0
2020-06-04 13:30:00;51;65;19;0;2;37;63;9;7;5;15;2;0;0;26;1;0;0
2020-06-04 13:45:00;54;89;15;0;5;43;72;8;7;10;11;8;0;0;39;1;0;0
2020-06-04 14:00:00;65;71;33;0;1;69;111;8;6;12;5;10;4;0;27;1;0;1
2020-06-04 14:15:00;60;51;41;0;3;99;140;9;3;8;7;32;0;0;32;0;0;0
2020-06-04 14:30:00;58;56;37;0;3;132;170;9;4;4;7;31;4;0;31;7;0;0
2020-06-04 14:45:00;51;34;33;0;4;115;153;8;4;5;3;10;0;0;26;0;0;4
2020-06-04 15:00:00;60;37;29;0;1;65;84;9;3;5;8;2;0;0;10;3;0;0
2020-06-04 15:15:00;57;46;36;0;0;27;64;8;3;3;4;0;0;0;21;0;0;0
2020-06-04 15:30:00;47;51;19;0;3;36;48;3;2;5;6;4;0;0;15;1;0;0
2020-06-04 15:45:00;56;46;22;0;3;44;64;7;4;3;7;2;0;0;11;0;0;0
2020-06-04 16:00:00;49;42;34;0;1;49;59;3;3;4;1;0;0;0;20;0;0;0
2020-06-04 16:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 16:30:00;47;39;26;0;1;39;53;3;2;2;2;0;0;0;11;0;0;0
2020-06-04 16:45:00;41;34;23;0;0;32;46;2;2;2;5;3;0;0;10;0;0;0
2020-06-04 17:00:00;49;35;23;0;2;44;56;5;3;2;3;8;0;0;2;0;0;0
2020-06-04 17:15:00;53;38;27;0;0;36;40;5;3;2;6;4;0;0;3;0;0;0
2020-06-04 17:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 17:45:00;37;30;17;0;1;35;45;3;3;4;2;0;0;0;14;0;0;0
2020-06-04 18:00:00;23;14;23;0;0;27;34;0;2;3;4;0;0;0;0;0;0;0
2020-06-04 18:15:00;37;25;17;0;1;35;40;1;3;4;2;1;0;0;5;1;0;0
