DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-11-20 00:00:00;0;0;2;0;0;3;0;0;0;0;0;0;0;0
2020-11-20 00:15:00;0;0;6;0;0;11;0;0;0;0;0;0;0;0
2020-11-20 00:30:00;0;0;5;1;1;5;0;0;0;0;0;0;0;0
2020-11-20 00:45:00;0;0;6;1;1;4;0;0;0;0;0;0;0;0
2020-11-20 01:00:00;0;0;2;0;0;4;0;0;0;0;0;0;0;0
2020-11-20 01:15:00;0;0;1;0;0;3;0;0;0;0;0;0;0;0
2020-11-20 01:30:00;0;0;3;0;1;4;0;0;0;0;0;0;0;0
2020-11-20 01:45:00;0;0;6;0;0;9;0;0;0;0;0;0;0;0
2020-11-20 02:00:00;0;0;6;0;0;3;0;0;0;0;0;0;0;0
2020-11-20 02:15:00;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-11-20 02:30:00;0;0;1;0;0;2;0;0;0;0;0;0;0;0
2020-11-20 02:45:00;0;0;4;0;0;2;0;0;0;0;0;0;0;0
2020-11-20 03:00:00;1;0;3;0;0;2;0;0;0;0;0;0;0;0
2020-11-20 03:15:00;1;0;5;0;0;3;0;0;0;0;0;0;0;0
2020-11-20 03:30:00;0;0;4;1;1;5;0;0;0;0;0;0;0;0
2020-11-20 03:45:00;0;0;7;0;0;5;0;0;0;0;0;0;0;0
2020-11-20 04:00:00;0;0;9;0;0;4;0;0;0;0;0;0;0;0
2020-11-20 04:15:00;0;0;10;0;1;2;0;0;0;0;0;0;0;0
2020-11-20 04:30:00;1;0;15;1;2;3;0;0;0;0;0;0;0;0
2020-11-20 04:45:00;0;0;24;0;1;7;0;0;0;0;0;0;0;0
2020-11-20 05:00:00;0;0;82;1;1;6;0;0;0;0;0;0;0;0
2020-11-20 05:15:00;0;0;126;4;4;8;0;0;0;0;0;0;0;0
2020-11-20 05:30:00;0;0;142;2;2;17;0;0;0;0;0;0;0;0
2020-11-20 05:45:00;0;0;126;1;3;62;0;0;0;0;0;0;0;0
2020-11-20 06:00:00;0;0;93;2;2;70;0;0;0;0;0;0;0;0
2020-11-20 06:15:00;1;0;154;1;3;59;0;0;0;0;1;0;0;0
2020-11-20 06:30:00;4;0;189;2;4;63;0;0;0;0;0;0;0;0
2020-11-20 06:45:00;1;0;164;7;10;63;0;0;0;0;0;0;0;0
2020-11-20 07:00:00;3;0;209;16;18;61;0;0;0;0;0;0;0;0
2020-11-20 07:15:00;0;0;246;33;33;81;0;1;0;0;0;0;0;0
2020-11-20 07:30:00;5;0;224;32;35;125;0;1;0;0;0;0;0;0
2020-11-20 07:45:00;5;0;200;23;26;152;0;0;0;0;0;0;0;0
2020-11-20 08:00:00;4;0;145;17;20;94;0;0;0;0;0;0;0;0
2020-11-20 08:15:00;1;0;150;15;19;93;0;0;0;0;0;0;0;0
2020-11-20 08:30:00;3;0;153;9;9;74;0;4;0;0;1;0;0;0
2020-11-20 08:45:00;6;0;153;6;12;97;0;0;0;0;0;0;1;0
2020-11-20 09:00:00;1;0;121;16;18;110;0;3;0;0;0;0;0;0
2020-11-20 09:15:00;5;0;139;8;12;98;0;0;0;0;1;0;0;0
2020-11-20 09:30:00;2;0;169;5;12;90;0;2;0;0;0;0;0;0
2020-11-20 09:45:00;3;0;175;11;12;94;0;2;0;0;2;0;1;0
2020-11-20 10:00:00;2;0;127;9;12;102;0;1;0;0;1;0;0;0
2020-11-20 10:15:00;3;0;130;9;15;134;0;1;0;0;0;0;1;0
2020-11-20 10:30:00;5;0;126;6;8;120;0;2;0;0;0;0;0;0
2020-11-20 10:45:00;1;0;156;14;16;128;0;3;0;0;2;0;2;0
2020-11-20 11:00:00;3;0;151;14;12;130;0;3;0;0;0;0;0;0
2020-11-20 11:15:00;3;0;135;9;12;153;0;0;0;0;0;0;1;0
2020-11-20 11:30:00;5;0;138;12;19;147;0;1;0;0;0;0;0;0
2020-11-20 11:45:00;1;0;142;11;13;169;0;12;0;0;0;0;1;0
2020-11-20 12:00:00;3;0;131;20;22;181;0;0;0;0;0;0;0;0
2020-11-20 12:15:00;3;0;135;10;10;222;0;2;0;0;0;0;1;0
2020-11-20 12:30:00;69;0;141;7;16;218;0;4;0;0;0;0;2;0
2020-11-20 12:45:00;4;0;162;11;18;209;0;2;0;0;0;0;1;0
2020-11-20 13:00:00;4;0;171;14;18;235;0;1;0;0;0;0;0;0
2020-11-20 13:15:00;4;0;161;11;12;217;0;2;0;0;0;0;1;0
2020-11-20 13:30:00;2;0;198;11;19;205;0;3;0;0;0;0;0;0
2020-11-20 13:45:00;1;0;171;9;13;231;0;1;0;0;0;0;1;0
2020-11-20 14:00:00;8;0;132;13;18;224;0;1;0;0;0;0;1;0
2020-11-20 14:15:00;2;0;136;14;16;221;0;5;0;0;1;0;0;0
2020-11-20 14:30:00;5;0;141;19;22;256;0;4;0;0;0;0;0;0
2020-11-20 14:45:00;9;0;129;14;20;243;0;1;0;0;0;0;1;0
2020-11-20 15:00:00;4;0;153;12;16;229;0;8;0;0;2;0;0;0
2020-11-20 15:15:00;3;0;128;14;19;230;0;4;0;0;1;0;0;0
2020-11-20 15:30:00;4;0;183;11;16;207;0;4;0;0;2;0;0;0
2020-11-20 15:45:00;6;0;140;22;16;197;0;5;0;0;0;0;0;0
2020-11-20 16:00:00;1;0;131;11;19;201;0;2;0;0;0;0;1;0
2020-11-20 16:15:00;6;0;153;9;12;186;0;1;0;0;1;0;3;0
2020-11-20 16:30:00;3;0;130;11;13;163;0;2;0;0;0;0;0;0
2020-11-20 16:45:00;2;0;135;12;18;185;0;1;0;0;0;0;1;0
2020-11-20 17:00:00;4;0;138;12;19;172;0;3;0;0;1;0;0;0
2020-11-20 17:15:00;1;0;122;5;7;194;0;2;0;0;0;0;1;0
2020-11-20 17:30:00;0;0;107;4;11;156;0;3;0;0;0;0;0;0
2020-11-20 17:45:00;0;0;110;8;7;164;0;1;0;0;0;0;0;0
2020-11-20 18:00:00;9;0;106;8;13;167;0;3;0;0;0;0;0;0
2020-11-20 18:15:00;5;0;89;10;16;167;0;7;0;0;1;0;0;0
2020-11-20 18:30:00;6;0;92;5;11;125;0;0;0;0;1;0;1;0
2020-11-20 18:45:00;3;0;80;8;13;108;0;1;0;0;0;0;0;0
2020-11-20 19:00:00;4;0;81;3;7;103;0;0;0;0;1;0;1;0
2020-11-20 19:15:00;2;0;61;2;6;93;0;0;0;0;0;0;0;0
2020-11-20 19:30:00;1;0;57;6;7;87;0;1;0;0;0;0;0;0
2020-11-20 19:45:00;3;0;48;4;6;80;0;1;0;0;1;0;0;0
2020-11-20 20:00:00;2;0;50;4;7;68;0;0;0;0;1;0;0;0
