DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2020-11-03 00:00:00;1;2;2;0;0;0;0;6;4;0;0;2;4;0;0;0;0
2020-11-03 00:15:00;4;9;2;1;0;0;1;5;4;3;1;5;7;2;2;1;0
2020-11-03 00:30:00;6;10;3;0;0;0;1;6;2;1;0;4;1;1;0;1;0
2020-11-03 00:45:00;4;6;3;3;0;0;1;2;3;1;0;4;5;0;0;1;0
2020-11-03 01:00:00;3;5;0;0;0;0;1;1;1;1;0;3;5;2;0;1;0
2020-11-03 01:15:00;3;0;0;0;0;1;0;3;1;3;0;4;4;3;0;0;0
2020-11-03 01:30:00;8;6;2;1;0;0;0;2;3;0;0;3;1;0;0;0;0
2020-11-03 01:45:00;6;5;2;0;0;0;0;3;0;1;0;4;0;0;0;0;0
2020-11-03 02:00:00;5;6;1;0;0;0;0;1;1;1;0;1;2;3;0;0;0
2020-11-03 02:15:00;4;6;0;1;0;0;0;0;1;3;1;1;1;0;0;1;0
2020-11-03 02:30:00;4;2;0;0;0;0;0;2;1;1;0;2;2;0;0;1;0
2020-11-03 02:45:00;1;5;1;0;0;0;0;1;1;2;1;4;3;1;1;0;0
2020-11-03 03:00:00;1;1;0;0;0;0;0;5;2;4;0;1;2;0;0;0;0
2020-11-03 03:15:00;2;1;0;0;0;0;0;3;1;1;0;1;3;2;0;0;0
2020-11-03 03:30:00;10;6;4;0;0;0;0;3;2;3;0;2;2;0;0;0;0
2020-11-03 03:45:00;7;6;1;0;0;0;0;1;2;3;1;3;3;1;0;0;0
2020-11-03 04:00:00;10;7;3;0;0;0;0;6;2;3;0;2;2;0;0;0;0
2020-11-03 04:15:00;9;7;4;0;0;0;0;5;1;3;0;4;2;0;0;1;0
2020-11-03 04:30:00;16;16;6;0;0;0;0;7;13;6;1;4;3;0;3;0;0
2020-11-03 04:45:00;20;20;11;0;0;0;0;9;10;7;0;11;11;2;0;1;0
2020-11-03 05:00:00;19;57;46;0;0;0;0;12;12;8;7;38;7;1;5;1;0
2020-11-03 05:15:00;28;55;60;0;0;1;1;13;19;9;6;37;13;5;6;0;0
2020-11-03 05:30:00;45;66;76;0;0;0;1;24;26;21;11;32;23;14;12;0;0
2020-11-03 05:45:00;61;51;48;1;0;1;0;44;46;20;11;28;22;8;12;4;0
2020-11-03 06:00:00;46;55;45;3;1;0;1;31;47;29;24;37;24;13;22;1;0
2020-11-03 06:15:00;76;68;60;4;0;0;1;39;43;28;24;47;30;13;24;8;0
2020-11-03 06:30:00;90;71;92;4;0;0;0;32;41;27;26;67;45;20;18;6;0
2020-11-03 06:45:00;103;83;86;8;0;2;0;119;73;25;27;58;42;43;15;9;0
2020-11-03 07:00:00;89;69;68;8;0;4;0;39;40;27;16;68;49;42;11;16;0
2020-11-03 07:15:00;88;76;85;7;0;0;0;49;50;28;29;62;57;43;10;16;0
2020-11-03 07:30:00;97;86;78;12;0;0;0;58;56;34;34;87;65;60;30;26;0
2020-11-03 07:45:00;91;102;99;14;0;2;1;71;65;28;29;59;56;47;9;15;0
2020-11-03 08:00:00;80;74;76;8;0;2;0;58;48;35;26;72;47;50;23;12;0
2020-11-03 08:15:00;90;86;82;6;0;2;2;60;61;34;31;51;55;39;17;12;0
2020-11-03 08:30:00;68;70;61;7;0;0;1;45;65;34;20;59;52;39;22;17;0
2020-11-03 08:45:00;84;61;57;7;1;2;2;58;56;28;21;62;56;43;28;12;0
2020-11-03 09:00:00;62;74;55;13;0;3;3;58;66;29;17;52;43;40;6;19;0
2020-11-03 09:15:00;73;66;60;7;2;4;0;51;47;33;26;69;40;29;15;6;0
2020-11-03 09:30:00;86;68;61;10;0;0;3;57;50;28;20;61;42;46;11;10;0
2020-11-03 09:45:00;84;93;69;6;0;6;3;90;76;34;24;61;58;57;6;12;0
2020-11-03 10:00:00;65;84;71;10;2;0;3;61;84;42;35;55;42;30;22;13;0
2020-11-03 10:15:00;76;82;77;11;0;5;4;48;73;34;29;62;54;38;6;17;0
2020-11-03 10:30:00;97;75;62;14;2;1;3;52;82;36;23;55;41;41;16;13;0
2020-11-03 10:45:00;96;62;58;9;0;5;3;76;69;41;28;72;47;42;21;14;0
2020-11-03 11:00:00;64;83;70;7;2;5;7;86;78;39;23;73;48;42;16;17;0
2020-11-03 11:15:00;85;88;74;7;1;2;5;65;65;44;37;58;48;43;14;15;0
2020-11-03 11:30:00;74;63;52;6;1;4;2;67;70;41;23;76;47;43;12;14;0
2020-11-03 11:45:00;87;73;65;5;1;5;6;61;65;41;25;79;46;52;10;11;0
2020-11-03 12:00:00;81;80;62;6;2;5;6;84;86;41;30;50;50;35;20;12;0
2020-11-03 12:15:00;85;80;66;6;2;4;11;59;88;47;33;69;46;49;15;13;0
2020-11-03 12:30:00;82;68;68;7;0;11;5;62;76;29;21;62;47;28;11;11;0
2020-11-03 12:45:00;86;77;77;9;3;6;5;82;75;47;47;75;50;43;5;16;0
2020-11-03 13:00:00;72;96;89;7;1;6;4;86;81;39;27;65;54;35;12;13;0
2020-11-03 13:15:00;85;84;87;5;1;8;1;73;98;49;41;83;50;43;39;14;0
2020-11-03 13:30:00;81;103;116;12;2;6;5;60;72;37;32;75;43;38;29;16;0
2020-11-03 13:45:00;98;87;89;5;1;4;5;72;85;40;39;71;57;45;16;11;0
2020-11-03 14:00:00;84;93;80;11;1;5;5;85;103;50;35;65;59;43;31;20;0
2020-11-03 14:15:00;66;76;66;2;1;3;6;119;124;55;38;72;54;43;21;11;0
