DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2019-09-02 00:00:00;11;3;11;3;0;0
2019-09-02 00:15:00;7;7;16;8;0;0
2019-09-02 00:30:00;13;10;13;5;0;0
2019-09-02 00:45:00;13;9;10;12;0;0
2019-09-02 01:00:00;2;2;6;4;0;0
2019-09-02 01:15:00;5;4;9;3;0;0
2019-09-02 01:30:00;12;5;7;4;0;0
2019-09-02 01:45:00;2;4;6;4;0;0
2019-09-02 02:00:00;8;7;9;7;0;0
2019-09-02 02:15:00;6;3;2;2;0;0
2019-09-02 02:30:00;4;2;5;3;0;0
2019-09-02 02:45:00;3;4;8;4;0;0
2019-09-02 03:00:00;5;4;9;4;0;0
2019-09-02 03:15:00;8;9;10;10;0;0
2019-09-02 03:30:00;2;1;6;9;0;0
2019-09-02 03:45:00;4;6;11;5;0;0
2019-09-02 04:00:00;8;10;9;5;0;0
2019-09-02 04:15:00;16;15;12;9;0;0
2019-09-02 04:30:00;13;12;21;9;0;0
2019-09-02 04:45:00;18;14;42;12;0;0
2019-09-02 05:00:00;25;28;70;39;0;0
2019-09-02 05:15:00;32;34;113;83;0;0
2019-09-02 05:30:00;55;49;137;145;4;0
2019-09-02 05:45:00;46;50;125;106;0;0
2019-09-02 06:00:00;60;58;123;133;0;0
2019-09-02 06:15:00;56;70;128;120;0;0
2019-09-02 06:30:00;71;85;172;184;0;1
2019-09-02 06:45:00;78;92;164;178;3;0
2019-09-02 07:00:00;73;72;174;173;3;0
2019-09-02 07:15:00;67;90;162;195;6;0
2019-09-02 07:30:00;94;99;180;188;6;0
2019-09-02 07:45:00;93;114;151;174;2;1
2019-09-02 08:00:00;77;72;141;150;3;1
2019-09-02 08:15:00;70;76;134;132;22;3
2019-09-02 08:30:00;75;84;134;149;8;0
2019-09-02 08:45:00;90;89;109;127;4;0
2019-09-02 09:00:00;105;116;121;127;42;0
2019-09-02 09:15:00;95;86;117;114;19;0
2019-09-02 09:30:00;84;83;99;107;6;0
2019-09-02 09:45:00;90;98;120;109;9;0
2019-09-02 10:00:00;96;93;119;103;3;0
2019-09-02 10:15:00;100;93;122;96;7;4
2019-09-02 10:30:00;88;107;102;98;47;48
2019-09-02 10:45:00;114;124;107;99;10;3
2019-09-02 11:00:00;91;103;101;92;29;4
2019-09-02 11:15:00;98;97;111;95;14;3
2019-09-02 11:30:00;116;143;102;88;47;0
2019-09-02 11:45:00;109;111;101;103;10;1
2019-09-02 12:00:00;111;132;105;77;8;0
2019-09-02 12:15:00;103;117;106;92;9;0
2019-09-02 12:30:00;119;108;91;73;15;0
2019-09-02 12:45:00;106;125;100;92;31;0
2019-09-02 13:00:00;97;125;101;81;2;0
2019-09-02 13:15:00;112;136;131;125;18;0
2019-09-02 13:30:00;127;139;144;131;3;1
2019-09-02 13:45:00;121;133;131;136;10;4
2019-09-02 14:00:00;139;161;123;98;5;0
2019-09-02 14:15:00;172;231;116;107;3;0
2019-09-02 14:30:00;160;204;104;95;3;0
2019-09-02 14:45:00;152;161;94;87;14;0
2019-09-02 15:00:00;122;175;95;78;23;0
2019-09-02 15:15:00;149;196;112;104;50;4
2019-09-02 15:30:00;167;227;101;100;20;0
2019-09-02 15:45:00;161;216;112;117;10;3
2019-09-02 16:00:00;163;201;104;106;47;0
2019-09-02 16:15:00;176;225;128;93;12;30
2019-09-02 16:30:00;189;243;133;115;13;16
2019-09-02 16:45:00;152;181;98;99;3;0
2019-09-02 17:00:00;176;239;134;141;20;0
2019-09-02 17:15:00;130;182;105;80;1;0
2019-09-02 17:30:00;160;223;119;106;19;3
2019-09-02 17:45:00;151;235;105;104;24;0
2019-09-02 18:00:00;150;176;112;83;6;0
2019-09-02 18:15:00;113;132;87;90;12;1
2019-09-02 18:30:00;117;144;88;84;46;44
2019-09-02 18:45:00;85;113;89;87;29;0
2019-09-02 19:00:00;88;91;86;66;2;0
2019-09-02 19:15:00;86;93;62;46;6;1
2019-09-02 19:30:00;85;99;68;51;4;0
2019-09-02 19:45:00;64;63;63;56;2;0
2019-09-02 20:00:00;65;72;60;45;10;0
2019-09-02 20:15:00;59;84;55;43;4;0
2019-09-02 20:30:00;43;46;66;39;5;0
2019-09-02 20:45:00;42;40;77;47;0;0
2019-09-02 21:00:00;47;45;101;81;9;0
2019-09-02 21:15:00;33;40;87;67;10;0
2019-09-02 21:30:00;43;46;58;40;0;0
2019-09-02 21:45:00;66;88;38;25;0;0
2019-09-02 22:00:00;115;129;45;29;1;0
2019-09-02 22:15:00;63;54;40;25;0;0
2019-09-02 22:30:00;38;28;35;25;0;0
2019-09-02 22:45:00;17;22;26;9;0;0
2019-09-02 23:00:00;17;19;14;10;0;0
2019-09-02 23:15:00;23;18;16;24;0;0
2019-09-02 23:30:00;11;8;15;15;0;0
2019-09-02 23:45:00;11;7;24;18;0;0
