DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DC1);7(DD1);8(DD2);9(DD3);10(tafga);11(tafgc);12(tafba);13(tafbb);14(tafbc);15(tafbd)
2020-10-08 00:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-08 00:15:00;9;1;0;0;0;0;0;4;4;0;0;0;0;0;0
2020-10-08 00:30:00;2;3;0;3;3;0;0;0;0;0;0;0;0;0;0
2020-10-08 00:45:00;1;1;0;1;1;2;0;0;0;0;0;0;0;0;0
2020-10-08 01:00:00;3;1;0;1;1;0;0;2;1;0;0;0;0;0;0
2020-10-08 01:15:00;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-10-08 01:30:00;3;0;0;0;0;2;0;0;2;0;0;0;0;0;0
2020-10-08 01:45:00;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-10-08 02:00:00;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-10-08 02:15:00;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-10-08 02:30:00;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-10-08 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-08 03:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-08 03:15:00;3;1;0;0;0;1;0;1;2;0;0;0;0;0;0
2020-10-08 03:30:00;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-10-08 03:45:00;1;0;0;0;0;1;0;2;2;0;0;0;0;0;0
2020-10-08 04:00:00;0;2;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-10-08 04:15:00;3;3;0;3;3;2;0;0;0;0;0;0;0;0;0
2020-10-08 04:30:00;6;1;0;0;0;1;0;2;1;0;0;0;0;0;0
2020-10-08 04:45:00;2;2;0;1;1;6;0;7;6;0;0;0;0;0;0
2020-10-08 05:00:00;11;6;0;4;4;12;0;5;5;0;0;0;0;0;0
2020-10-08 05:15:00;30;16;0;11;13;18;0;8;8;0;0;0;0;0;0
2020-10-08 05:30:00;32;13;1;13;12;18;0;12;10;0;0;0;0;0;0
2020-10-08 05:45:00;47;24;0;22;22;28;0;14;14;0;0;0;0;0;0
2020-10-08 06:00:00;42;26;0;22;21;19;0;10;10;0;0;0;0;0;0
2020-10-08 06:15:00;47;27;2;26;28;35;0;13;14;0;0;0;0;0;0
2020-10-08 06:30:00;43;24;2;24;46;28;0;13;12;0;0;0;0;0;0
2020-10-08 06:45:00;53;31;1;29;29;21;0;24;22;0;0;0;0;0;0
2020-10-08 07:00:00;63;55;0;51;42;37;0;10;13;0;0;0;6;0;0
2020-10-08 07:15:00;51;63;0;54;42;48;0;18;13;2;0;0;0;0;0
2020-10-08 07:30:00;60;62;5;58;49;49;0;25;20;0;0;0;3;0;9
2020-10-08 07:45:00;56;70;2;68;51;32;0;22;13;1;1;0;0;0;0
2020-10-08 08:00:00;48;37;2;36;33;36;0;15;14;0;0;0;0;0;0
2020-10-08 08:15:00;33;52;5;51;43;28;0;22;21;1;0;0;0;0;0
2020-10-08 08:30:00;46;37;5;35;31;20;0;28;18;0;2;0;0;0;0
2020-10-08 08:45:00;44;37;0;37;32;21;0;21;21;1;0;0;0;0;0
2020-10-08 09:00:00;40;32;3;29;32;20;0;23;17;0;0;0;0;0;0
2020-10-08 09:15:00;54;43;2;42;37;20;0;26;25;0;0;0;0;0;0
2020-10-08 09:30:00;43;37;0;35;28;23;0;23;18;0;0;0;0;0;0
2020-10-08 09:45:00;51;45;21;43;40;20;0;22;17;0;0;0;0;0;0
2020-10-08 10:00:00;44;32;4;27;27;17;0;11;8;0;0;0;0;0;0
2020-10-08 10:15:00;57;35;1;30;26;27;0;43;18;0;0;0;0;0;0
2020-10-08 10:30:00;59;28;1;26;23;18;0;11;11;0;0;0;0;0;0
2020-10-08 10:45:00;54;34;1;33;31;25;0;13;13;2;0;1;0;0;0
2020-10-08 11:00:00;69;35;2;36;56;14;0;20;22;1;0;0;0;0;0
2020-10-08 11:15:00;51;33;0;30;28;17;0;18;14;0;0;0;0;0;0
2020-10-08 11:30:00;57;41;0;38;30;22;0;21;23;0;0;0;0;0;0
2020-10-08 11:45:00;72;33;3;30;29;25;0;20;16;0;0;0;0;0;0
2020-10-08 12:00:00;62;39;2;33;31;16;0;41;16;0;1;0;0;0;0
2020-10-08 12:15:00;57;38;2;34;31;20;0;11;9;0;0;0;0;0;0
2020-10-08 12:30:00;55;36;2;32;30;24;0;16;17;1;0;0;0;0;0
2020-10-08 12:45:00;72;28;3;21;19;22;0;21;19;1;1;0;0;0;0
2020-10-08 13:00:00;49;37;2;37;40;24;0;12;11;2;0;0;0;0;0
2020-10-08 13:15:00;66;38;4;34;27;31;0;13;13;5;1;21;0;0;12
2020-10-08 13:30:00;64;47;2;45;43;33;0;28;16;2;0;13;0;0;0
2020-10-08 13:45:00;74;46;2;41;37;24;0;29;24;0;0;0;0;0;0
2020-10-08 14:00:00;77;43;0;41;36;38;0;18;17;0;0;0;0;0;0
2020-10-08 14:15:00;67;54;5;45;62;23;0;14;9;0;0;0;0;0;0
2020-10-08 14:30:00;74;71;1;66;53;33;0;14;15;0;1;0;0;1;0
2020-10-08 14:45:00;64;50;0;45;43;20;0;24;20;0;0;0;0;0;0
2020-10-08 15:00:00;62;40;1;37;38;26;0;19;13;1;1;0;0;0;0
2020-10-08 15:15:00;70;57;1;56;55;27;0;19;18;2;0;1;0;0;0
2020-10-08 15:30:00;88;61;2;58;43;24;0;16;14;0;0;0;0;0;0
2020-10-08 15:45:00;82;48;3;46;39;24;0;23;23;0;1;0;0;0;0
2020-10-08 16:00:00;85;57;3;54;43;37;0;23;17;1;1;0;3;0;0
2020-10-08 16:15:00;83;67;1;63;46;35;0;22;21;1;0;0;0;0;0
2020-10-08 16:30:00;75;42;6;36;36;44;0;29;27;0;0;0;0;0;0
2020-10-08 16:45:00;85;53;2;49;42;23;0;28;22;0;0;0;0;0;0
2020-10-08 17:00:00;87;55;3;54;41;24;0;24;16;0;0;0;0;0;0
2020-10-08 17:15:00;87;54;2;47;39;34;0;28;26;0;0;0;0;0;0
2020-10-08 17:30:00;72;51;1;48;38;31;0;23;15;0;2;0;0;0;0
2020-10-08 17:45:00;83;54;0;52;42;17;0;19;17;1;0;0;0;0;0
2020-10-08 18:00:00;87;44;3;38;31;33;0;24;25;0;1;0;0;0;0
2020-10-08 18:15:00;71;37;0;35;31;16;0;18;15;0;0;0;0;0;0
2020-10-08 18:30:00;79;30;0;28;27;26;0;13;11;0;0;0;0;0;0
2020-10-08 18:45:00;52;45;0;42;43;18;0;11;13;0;1;0;0;0;0
2020-10-08 19:00:00;53;36;2;33;34;16;0;11;11;0;0;0;0;0;0
2020-10-08 19:15:00;49;24;0;21;21;6;0;14;13;0;0;0;0;0;0
2020-10-08 19:30:00;40;19;0;38;17;14;0;15;13;4;0;2;0;0;0
2020-10-08 19:45:00;46;23;2;19;22;8;0;9;9;0;0;0;0;0;0
2020-10-08 20:00:00;37;12;0;11;12;9;0;10;9;0;0;0;1;0;0
2020-10-08 20:15:00;26;13;0;11;9;8;0;9;7;0;0;0;0;0;0
2020-10-08 20:30:00;21;15;1;13;14;12;0;5;6;0;0;0;0;0;0
2020-10-08 20:45:00;29;15;0;9;11;9;0;8;4;0;1;0;0;1;0
2020-10-08 21:00:00;28;17;0;14;13;9;0;7;7;0;0;0;0;0;0
2020-10-08 21:15:00;31;14;0;13;10;18;0;7;8;0;0;0;0;0;0
2020-10-08 21:30:00;13;8;0;6;6;13;0;8;8;0;0;0;0;0;0
2020-10-08 21:45:00;21;14;0;11;12;5;0;1;1;0;0;0;0;0;0
2020-10-08 22:00:00;24;14;0;13;14;9;0;4;4;0;0;0;0;0;0
2020-10-08 22:15:00;20;14;0;13;11;9;0;4;6;0;0;0;0;0;0
2020-10-08 22:30:00;22;14;0;11;11;10;0;4;3;0;0;0;0;0;0
2020-10-08 22:45:00;18;5;0;4;4;3;0;5;4;0;0;0;0;0;0
2020-10-08 23:00:00;17;10;0;8;8;4;0;2;2;0;0;0;0;0;0
2020-10-08 23:15:00;11;7;0;4;4;2;0;5;5;0;0;0;0;0;0
2020-10-08 23:30:00;5;7;0;5;6;2;0;0;0;0;0;0;0;0;0
2020-10-08 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
