DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2019-10-03 00:00:00;15;19;20;3;5;11;28;18
2019-10-03 00:15:00;16;18;18;3;6;8;26;21
2019-10-03 00:30:00;10;15;15;2;4;4;16;9
2019-10-03 00:45:00;17;15;15;2;5;10;19;11
2019-10-03 01:00:00;10;15;15;1;5;9;18;5
2019-10-03 01:15:00;15;14;13;2;4;7;20;17
2019-10-03 01:30:00;7;9;9;2;4;5;13;0
2019-10-03 01:45:00;11;9;10;1;3;6;11;7
2019-10-03 02:00:00;5;11;12;1;2;3;7;5
2019-10-03 02:15:00;8;6;7;0;0;7;11;5
2019-10-03 02:30:00;4;10;10;1;4;3;7;4
2019-10-03 02:45:00;6;7;7;4;6;4;4;3
2019-10-03 03:00:00;4;8;8;1;4;4;9;3
2019-10-03 03:15:00;2;7;7;1;2;4;6;2
2019-10-03 03:30:00;4;3;3;0;1;3;7;7
2019-10-03 03:45:00;7;9;8;1;4;3;6;5
2019-10-03 04:00:00;2;1;1;0;2;0;2;2
2019-10-03 04:15:00;4;3;3;1;2;3;6;4
2019-10-03 04:30:00;1;5;5;1;2;6;9;1
2019-10-03 04:45:00;2;3;4;0;1;1;4;6
2019-10-03 05:00:00;2;2;2;2;4;5;7;8
2019-10-03 05:15:00;5;17;16;2;2;9;9;7
2019-10-03 05:30:00;10;10;10;3;8;2;7;6
2019-10-03 05:45:00;7;18;16;24;22;9;27;20
2019-10-03 06:00:00;9;12;12;33;46;10;27;19
2019-10-03 06:15:00;7;12;14;23;32;8;31;15
2019-10-03 06:30:00;2;12;12;8;12;2;11;10
2019-10-03 06:45:00;3;8;9;5;7;3;8;6
2019-10-03 07:00:00;10;7;7;4;5;3;13;3
2019-10-03 07:15:00;10;17;18;8;8;3;15;10
2019-10-03 07:30:00;6;9;9;2;5;6;7;6
2019-10-03 07:45:00;7;10;10;7;10;6;15;5
2019-10-03 08:00:00;13;11;11;2;12;6;15;4
2019-10-03 08:15:00;8;12;12;7;15;8;17;10
2019-10-03 08:30:00;10;20;21;4;8;5;19;5
2019-10-03 08:45:00;22;28;29;8;13;11;24;10
2019-10-03 09:00:00;25;19;19;2;3;12;25;12
2019-10-03 09:15:00;27;20;21;8;9;5;15;9
2019-10-03 09:30:00;30;24;25;9;19;9;29;13
2019-10-03 09:45:00;40;35;33;8;11;11;40;14
2019-10-03 10:00:00;38;23;22;9;8;10;28;15
2019-10-03 10:15:00;40;24;24;5;8;11;31;22
2019-10-03 10:30:00;41;29;29;14;13;12;34;23
2019-10-03 10:45:00;49;43;42;15;17;10;41;28
2019-10-03 11:00:00;46;33;31;12;9;8;49;23
2019-10-03 11:15:00;71;49;47;9;15;12;36;24
2019-10-03 11:30:00;61;46;46;15;16;16;44;31
2019-10-03 11:45:00;67;42;39;13;12;8;43;19
2019-10-03 12:00:00;57;42;40;12;16;10;47;41
2019-10-03 12:15:00;61;40;39;10;24;7;40;34
2019-10-03 12:30:00;55;52;51;16;19;10;49;30
2019-10-03 12:45:00;57;34;34;12;15;22;45;34
2019-10-03 13:00:00;69;55;54;9;20;17;59;41
2019-10-03 13:15:00;65;44;44;10;12;19;48;34
2019-10-03 13:30:00;63;42;39;14;21;17;52;35
2019-10-03 13:45:00;71;47;47;14;14;19;55;43
2019-10-03 14:00:00;65;41;40;14;16;24;64;44
2019-10-03 14:15:00;81;56;54;18;30;19;64;43
2019-10-03 14:30:00;117;64;63;15;20;17;84;48
2019-10-03 14:45:00;93;58;57;15;19;32;80;60
2019-10-03 15:00:00;95;60;58;9;16;21;58;41
2019-10-03 15:15:00;69;41;43;9;14;19;54;41
2019-10-03 15:30:00;90;50;47;12;14;18;62;38
2019-10-03 15:45:00;90;56;57;13;17;18;56;39
2019-10-03 16:00:00;74;62;60;9;15;22;77;49
2019-10-03 16:15:00;90;60;57;14;17;30;66;38
2019-10-03 16:30:00;96;73;74;9;16;18;59;38
2019-10-03 16:45:00;89;69;67;19;22;23;60;44
2019-10-03 17:00:00;83;58;55;15;17;17;78;52
2019-10-03 17:15:00;98;70;69;7;11;19;74;50
2019-10-03 17:30:00;77;62;60;12;18;19;64;53
2019-10-03 17:45:00;84;64;61;15;25;15;73;54
2019-10-03 18:00:00;75;53;52;20;22;14;73;40
2019-10-03 18:15:00;76;53;52;11;23;26;78;41
2019-10-03 18:30:00;82;45;46;9;17;24;57;37
2019-10-03 18:45:00;56;44;45;9;18;19;68;40
2019-10-03 19:00:00;71;52;48;11;15;18;63;54
2019-10-03 19:15:00;63;55;56;10;9;17;66;46
2019-10-03 19:30:00;46;52;50;11;11;14;64;39
2019-10-03 19:45:00;56;41;44;6;7;15;50;39
2019-10-03 20:00:00;61;38;35;11;9;11;66;34
2019-10-03 20:15:00;43;33;33;9;10;17;49;33
2019-10-03 20:30:00;30;22;22;9;11;14;41;24
2019-10-03 20:45:00;33;31;29;6;9;16;41;28
2019-10-03 21:00:00;34;28;26;10;11;11;46;31
2019-10-03 21:15:00;34;32;33;1;5;17;34;16
2019-10-03 21:30:00;25;30;28;7;9;11;38;15
2019-10-03 21:45:00;32;23;25;7;16;5;31;16
2019-10-03 22:00:00;31;20;22;4;5;14;29;14
2019-10-03 22:15:00;20;26;24;6;10;10;32;15
2019-10-03 22:30:00;41;29;31;4;2;9;26;12
2019-10-03 22:45:00;26;30;30;5;11;10;19;18
2019-10-03 23:00:00;18;19;21;3;3;12;32;21
2019-10-03 23:15:00;16;12;11;0;3;7;23;18
2019-10-03 23:30:00;9;21;24;1;6;8;10;15
2019-10-03 23:45:00;12;11;13;2;4;9;11;9
