DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2020-03-05 00:00:00;6;8;2;0;0;0;1;2;2;3;1;8;7;1;0;0;0
2020-03-05 00:15:00;9;6;1;0;0;0;2;9;3;3;0;9;8;2;0;1;0
2020-03-05 00:30:00;5;12;1;0;0;0;0;4;3;6;2;6;5;2;0;2;0
2020-03-05 00:45:00;5;5;4;0;0;0;0;6;5;0;1;5;8;1;0;1;0
2020-03-05 01:00:00;7;9;2;0;0;0;1;5;5;3;0;5;1;0;0;0;0
2020-03-05 01:15:00;3;0;1;0;0;0;0;1;3;4;1;6;6;1;0;0;0
2020-03-05 01:30:00;11;7;1;0;0;1;0;4;0;0;0;4;3;1;0;0;0
2020-03-05 01:45:00;8;9;2;0;0;0;0;4;5;2;0;1;1;1;0;0;0
2020-03-05 02:00:00;6;4;1;1;0;0;0;1;3;3;1;5;9;1;4;0;0
2020-03-05 02:15:00;13;3;1;1;0;0;0;2;0;2;1;2;1;1;0;1;0
2020-03-05 02:30:00;6;5;1;0;0;0;0;3;3;1;1;2;3;0;0;0;0
2020-03-05 02:45:00;7;9;2;0;0;0;0;4;4;3;0;4;6;4;0;0;0
2020-03-05 03:00:00;3;6;2;0;0;0;1;1;1;2;1;6;8;0;1;1;0
2020-03-05 03:15:00;2;4;0;0;0;0;0;8;3;1;0;2;1;2;0;0;0
2020-03-05 03:30:00;6;6;2;0;0;0;0;2;6;1;1;4;2;0;1;1;0
2020-03-05 03:45:00;3;3;0;0;0;0;0;3;3;2;1;3;2;3;0;0;0
2020-03-05 04:00:00;7;7;2;1;0;0;0;2;4;6;0;6;2;1;3;0;0
2020-03-05 04:15:00;10;18;3;0;0;1;0;8;6;4;3;7;5;1;3;0;0
2020-03-05 04:30:00;12;12;9;0;0;0;0;5;6;9;2;9;4;1;2;0;0
2020-03-05 04:45:00;18;26;13;0;0;0;0;6;10;5;2;11;11;4;0;3;0
2020-03-05 05:00:00;26;46;44;0;0;0;0;13;18;12;6;35;10;3;2;1;0
2020-03-05 05:15:00;31;57;72;0;0;0;1;15;25;11;5;36;20;3;8;0;0
2020-03-05 05:30:00;65;67;87;1;0;0;0;21;34;19;12;50;16;4;1;1;0
2020-03-05 05:45:00;80;65;66;2;0;0;0;38;63;28;16;34;21;10;10;4;0
2020-03-05 06:00:00;83;70;69;4;0;1;0;48;67;32;22;47;34;12;25;7;0
2020-03-05 06:15:00;33;33;42;1;0;0;0;60;28;10;13;21;16;10;2;2;0
2020-03-05 06:30:00;111;98;124;6;0;1;0;51;47;31;26;68;39;25;35;6;0
2020-03-05 06:45:00;124;101;117;9;0;2;0;83;70;26;26;61;53;43;17;19;0
2020-03-05 07:00:00;110;107;114;15;2;6;2;48;51;24;20;65;75;76;11;23;0
2020-03-05 07:15:00;131;107;125;26;1;5;5;77;91;28;36;94;84;67;23;59;0
2020-03-05 07:30:00;88;131;140;43;1;1;4;80;99;49;31;118;78;74;34;76;0
2020-03-05 07:45:00;121;126;145;19;2;9;3;80;107;50;37;101;66;55;14;28;0
2020-03-05 08:00:00;114;120;138;25;2;5;3;84;84;48;40;77;63;50;18;31;0
2020-03-05 08:15:00;120;82;110;11;0;1;0;129;90;45;44;77;61;64;45;19;0
2020-03-05 08:30:00;129;85;105;18;0;3;2;63;71;33;34;89;58;52;13;25;0
2020-03-05 08:45:00;120;83;89;14;0;2;7;59;86;32;34;70;46;36;11;22;0
2020-03-05 09:00:00;102;82;73;4;2;0;2;49;65;42;26;44;42;33;8;11;0
2020-03-05 09:15:00;78;77;67;10;3;4;1;61;69;34;35;73;57;44;8;21;0
2020-03-05 09:30:00;81;85;77;3;0;6;2;102;72;42;41;65;52;34;33;9;0
2020-03-05 09:45:00;81;84;74;10;0;0;2;72;84;41;31;70;51;49;14;17;0
2020-03-05 10:00:00;72;85;74;9;1;3;4;70;73;36;26;61;52;47;13;13;0
2020-03-05 10:15:00;80;69;58;12;1;3;5;63;80;37;22;87;50;36;15;18;0
2020-03-05 10:30:00;77;90;75;14;2;8;5;84;87;40;34;71;49;34;17;20;0
2020-03-05 10:45:00;68;77;67;15;1;4;5;80;74;41;39;76;53;45;5;15;0
2020-03-05 11:00:00;70;91;64;9;3;4;3;71;73;41;26;64;51;47;40;17;0
2020-03-05 11:15:00;76;81;68;5;3;2;10;99;98;40;25;74;53;34;11;9;0
2020-03-05 11:30:00;86;84;72;12;3;23;2;79;93;41;34;75;55;44;7;15;0
2020-03-05 11:45:00;73;84;73;6;2;3;3;68;81;41;34;68;52;47;14;13;0
2020-03-05 12:00:00;72;95;66;11;1;8;10;71;95;38;27;71;39;43;10;11;0
2020-03-05 12:15:00;85;84;69;12;2;11;8;73;89;35;34;68;39;50;19;13;0
2020-03-05 12:30:00;85;91;88;8;0;6;4;91;104;37;36;91;59;51;14;13;0
2020-03-05 12:45:00;91;79;72;7;5;7;4;115;99;28;30;64;49;57;9;11;0
2020-03-05 13:00:00;69;79;79;6;3;4;4;61;78;41;28;53;46;48;11;11;0
2020-03-05 13:15:00;71;90;103;11;2;11;11;74;87;45;43;80;54;49;8;26;0
2020-03-05 13:30:00;84;101;111;10;4;8;4;63;94;46;41;94;49;44;19;19;0
2020-03-05 13:45:00;81;89;97;11;2;11;8;73;105;43;35;70;54;42;10;14;0
2020-03-05 14:00:00;10;13;10;2;0;0;0;10;18;6;5;3;4;3;17;3;0
2020-03-05 14:15:00;65;72;65;9;0;4;4;90;102;43;41;59;35;33;21;9;0
2020-03-05 14:30:00;78;91;86;12;1;3;8;128;128;41;39;87;59;53;14;16;0
2020-03-05 14:45:00;93;86;83;22;5;7;8;124;139;54;57;58;55;49;31;20;0
2020-03-05 15:00:00;83;88;84;12;6;17;10;131;145;45;53;77;62;49;33;21;0
2020-03-05 15:15:00;103;101;91;9;2;12;10;117;136;52;45;91;66;53;34;24;0
2020-03-05 15:30:00;78;87;71;13;4;14;12;123;131;65;48;80;59;51;17;18;0
2020-03-05 15:45:00;94;84;77;21;8;17;21;123;155;55;58;86;65;57;36;31;0
2020-03-05 16:00:00;93;103;112;22;5;22;15;152;142;61;49;84;63;73;19;19;0
2020-03-05 16:15:00;89;91;98;18;6;17;14;142;151;65;66;82;69;58;50;21;0
2020-03-05 16:30:00;104;96;108;15;10;17;15;146;149;49;52;108;69;66;17;18;0
2020-03-05 16:45:00;94;101;116;9;5;11;9;148;168;52;58;94;63;63;20;19;0
2020-03-05 17:00:00;94;103;119;21;10;12;15;141;151;52;53;104;75;72;13;23;0
2020-03-05 17:15:00;91;103;106;19;6;14;12;140;155;56;52;101;74;71;18;24;0
2020-03-05 17:30:00;98;100;96;10;0;7;14;143;152;42;28;84;78;76;16;19;0
2020-03-05 17:45:00;83;102;93;10;4;8;9;138;139;50;52;86;70;67;7;16;0
2020-03-05 18:00:00;92;98;96;11;7;16;13;115;133;55;50;88;68;65;12;27;0
2020-03-05 18:15:00;72;109;92;12;2;10;14;109;135;42;42;90;69;62;33;20;0
2020-03-05 18:30:00;77;100;87;16;2;7;7;110;113;32;35;77;58;55;21;17;0
2020-03-05 18:45:00;68;88;81;13;3;9;7;133;124;32;26;61;67;56;27;17;0
2020-03-05 19:00:00;53;82;64;10;6;5;7;67;71;31;22;53;56;42;9;13;0
2020-03-05 19:15:00;53;76;56;15;1;10;6;82;90;26;18;46;55;51;4;6;0
2020-03-05 19:30:00;41;66;54;12;3;4;2;68;81;25;12;47;38;43;6;11;0
2020-03-05 19:45:00;33;64;54;9;2;3;7;55;62;19;16;52;31;20;19;9;0
2020-03-05 20:00:00;49;60;53;8;4;5;2;52;64;30;11;38;44;27;5;11;0
2020-03-05 20:15:00;50;49;37;5;1;5;4;46;59;19;14;40;66;25;15;5;0
2020-03-05 20:30:00;34;58;39;5;4;3;9;44;50;19;14;27;21;15;41;5;0
2020-03-05 20:45:00;38;47;38;8;0;2;3;40;36;22;16;28;23;14;1;8;0
2020-03-05 21:00:00;53;66;68;5;2;8;5;42;44;16;7;34;29;17;25;3;0
2020-03-05 21:15:00;48;68;55;7;2;5;1;35;42;15;9;29;28;11;16;4;0
2020-03-05 21:30:00;40;48;40;5;9;3;5;43;45;21;13;37;19;11;1;3;0
2020-03-05 21:45:00;36;37;27;2;0;6;1;53;67;21;11;15;27;9;12;3;0
2020-03-05 22:00:00;32;40;30;3;1;2;0;120;60;17;15;28;20;9;13;3;0
2020-03-05 22:15:00;40;34;15;2;0;3;1;85;74;24;12;20;23;9;7;5;0
2020-03-05 22:30:00;33;35;21;2;2;6;5;32;36;16;14;20;23;13;11;2;0
2020-03-05 22:45:00;20;30;18;0;0;2;1;23;13;12;11;16;12;6;3;0;0
2020-03-05 23:00:00;18;21;7;1;0;1;4;14;24;6;3;11;18;7;13;2;0
2020-03-05 23:15:00;15;21;8;1;0;0;0;17;17;10;3;11;16;11;0;3;0
2020-03-05 23:30:00;26;17;8;2;1;0;4;10;8;8;1;7;12;7;0;2;0
2020-03-05 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
