DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2020-02-15 00:00:00;2;12;6;0;0;8;0;0;7;0;0;1;0;0;0;0;0
2020-02-15 00:15:00;2;9;5;0;0;11;0;0;9;0;0;0;0;0;0;0;0
2020-02-15 00:30:00;3;10;4;0;0;11;0;0;9;0;0;2;0;0;0;0;0
2020-02-15 00:45:00;1;16;5;0;0;9;0;0;8;0;0;0;0;0;0;0;0
2020-02-15 01:00:00;0;10;4;0;0;9;0;0;8;1;0;2;0;0;0;0;0
2020-02-15 01:15:00;1;9;4;0;0;4;0;0;4;0;0;0;0;0;0;0;0
2020-02-15 01:30:00;3;12;8;0;0;2;0;0;3;0;0;2;0;0;0;0;0
2020-02-15 01:45:00;1;1;1;1;0;12;1;0;11;1;0;1;0;0;0;0;0
2020-02-15 02:00:00;0;6;6;1;0;7;2;0;6;1;0;0;0;0;0;0;0
2020-02-15 02:15:00;1;3;2;0;0;3;0;0;3;0;1;0;0;0;0;0;0
2020-02-15 02:30:00;0;5;1;0;0;3;0;0;3;0;1;1;0;0;0;0;0
2020-02-15 02:45:00;0;7;5;0;0;4;0;0;6;0;1;0;0;0;0;0;0
2020-02-15 03:00:00;1;7;1;0;1;6;0;1;6;1;0;2;1;0;0;0;0
2020-02-15 03:15:00;1;5;0;0;0;5;0;0;7;0;1;3;0;0;0;0;0
2020-02-15 03:30:00;1;3;3;0;0;7;0;0;6;0;0;1;1;0;0;0;0
2020-02-15 03:45:00;0;2;1;1;0;2;1;0;4;1;0;0;0;0;0;0;0
2020-02-15 04:00:00;0;6;2;0;1;3;0;0;3;0;0;1;0;0;0;0;0
2020-02-15 04:15:00;1;4;6;1;0;3;1;0;3;1;0;2;0;0;0;0;0
2020-02-15 04:30:00;0;3;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-02-15 04:45:00;0;3;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-02-15 05:00:00;0;4;1;0;0;5;0;0;5;0;0;1;0;0;0;0;0
2020-02-15 05:15:00;0;2;8;0;0;9;0;0;8;2;0;0;0;0;0;0;0
2020-02-15 05:30:00;0;13;4;1;0;11;1;0;11;1;1;1;1;0;0;0;0
2020-02-15 05:45:00;3;9;3;0;0;6;0;0;6;0;0;3;0;0;0;0;0
2020-02-15 06:00:00;3;9;2;1;1;14;1;0;17;3;4;1;1;0;0;0;0
2020-02-15 06:15:00;2;7;6;0;0;9;0;0;9;0;1;0;0;0;0;0;0
2020-02-15 06:30:00;0;13;5;0;0;11;0;0;12;0;1;0;0;0;0;0;0
2020-02-15 06:45:00;0;9;5;1;1;7;2;1;8;1;1;0;0;0;0;0;0
2020-02-15 07:00:00;0;14;3;0;0;16;0;0;17;0;1;1;0;0;0;0;0
2020-02-15 07:15:00;1;19;3;3;0;22;3;0;23;4;4;1;0;0;0;0;0
2020-02-15 07:30:00;5;17;11;5;1;30;4;1;32;3;0;2;1;0;0;0;0
2020-02-15 07:45:00;1;24;8;4;3;45;5;0;44;1;3;1;0;0;0;0;0
2020-02-15 08:00:00;1;22;12;2;1;27;3;1;29;3;0;2;0;0;0;0;0
2020-02-15 08:15:00;2;38;20;4;2;32;6;1;36;3;2;4;0;0;0;0;0
2020-02-15 08:30:00;2;17;25;5;1;28;5;1;32;3;3;5;0;0;0;0;0
2020-02-15 08:45:00;8;36;23;2;0;53;2;0;53;3;4;5;0;0;0;0;0
2020-02-15 09:00:00;9;68;19;6;8;46;4;1;50;2;4;5;2;0;0;0;0
2020-02-15 09:15:00;4;42;27;3;5;52;4;2;56;5;4;8;0;0;0;0;0
2020-02-15 09:30:00;5;46;27;2;1;46;3;2;53;4;3;6;0;0;0;0;0
2020-02-15 09:45:00;5;64;29;8;0;47;11;0;49;5;2;5;3;0;0;0;0
2020-02-15 10:00:00;5;74;40;6;1;55;9;2;59;3;5;4;1;0;0;0;0
2020-02-15 10:15:00;5;58;35;2;1;51;4;1;53;3;6;9;1;0;0;0;0
2020-02-15 10:30:00;8;76;34;9;3;57;7;1;60;7;6;15;1;0;0;0;0
2020-02-15 10:45:00;7;74;63;5;3;56;6;1;57;2;2;4;2;0;0;0;0
2020-02-15 11:00:00;13;77;33;4;3;78;5;2;80;3;2;12;1;0;0;0;0
2020-02-15 11:15:00;5;67;57;3;3;47;5;0;56;1;1;7;0;0;0;0;0
2020-02-15 11:30:00;8;89;52;5;1;61;5;1;62;5;3;13;0;0;0;0;0
2020-02-15 11:45:00;8;73;46;3;2;55;4;1;52;5;5;8;0;0;0;0;0
2020-02-15 12:00:00;13;75;53;8;1;68;9;0;70;6;7;8;1;0;0;0;0
2020-02-15 12:15:00;21;74;70;6;0;71;3;0;68;2;4;4;257;0;0;0;0
2020-02-15 12:30:00;14;96;66;4;1;60;6;1;65;2;6;8;0;0;0;0;0
2020-02-15 12:45:00;8;81;48;10;0;57;8;0;56;6;8;5;2;0;0;0;0
