DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-04-04 00:00:00;0;1;1;0;4;7;2;1;0;0;1068;0;0
2020-04-04 00:15:00;2;1;0;0;2;3;1;1;1;1;999;0;0
2020-04-04 00:30:00;1;2;0;0;2;5;1;2;2;2;1524;0;0
2020-04-04 00:45:00;1;1;0;0;1;3;4;0;2;1;473;0;0
2020-04-04 01:00:00;2;1;0;0;1;1;2;2;1;1;1631;0;0
2020-04-04 01:15:00;0;0;0;0;1;3;3;0;1;0;2067;0;0
2020-04-04 01:30:00;1;2;0;0;1;2;0;1;1;0;0;0;0
2020-04-04 01:45:00;1;1;0;0;0;1;0;0;1;0;91;0;0
2020-04-04 02:00:00;1;1;0;0;1;1;2;1;1;0;30;0;0
2020-04-04 02:15:00;2;1;0;0;0;1;1;0;1;1;0;0;0
2020-04-04 02:30:00;0;0;0;0;1;3;1;0;0;0;6;0;0
2020-04-04 02:45:00;1;0;0;0;0;0;2;0;1;0;388;0;0
2020-04-04 03:00:00;1;3;0;0;1;1;1;1;0;1;1361;0;0
2020-04-04 03:15:00;1;2;0;0;2;1;1;0;0;0;1322;0;0
2020-04-04 03:30:00;0;0;0;0;0;0;3;1;2;1;878;0;0
2020-04-04 03:45:00;0;1;0;0;2;1;1;1;0;0;267;0;0
2020-04-04 04:00:00;3;0;0;0;4;1;2;1;1;1;1379;0;0
2020-04-04 04:15:00;0;0;0;0;2;2;0;0;0;0;1330;0;0
2020-04-04 04:30:00;0;0;0;0;3;2;1;0;1;0;885;0;0
2020-04-04 04:45:00;0;1;0;0;3;4;0;0;1;0;481;0;0
2020-04-04 05:00:00;2;2;0;0;0;3;5;3;2;1;1186;0;0
2020-04-04 05:15:00;2;0;0;0;2;0;3;4;3;3;1250;0;0
2020-04-04 05:30:00;2;0;0;0;4;3;18;14;8;6;1499;0;0
2020-04-04 05:45:00;2;2;0;0;7;7;8;4;8;6;646;1;0
2020-04-04 06:00:00;3;2;1;0;4;3;9;3;3;1;834;0;0
2020-04-04 06:15:00;5;3;0;0;3;4;8;3;4;0;1309;0;1
2020-04-04 06:30:00;4;3;0;0;10;8;10;8;8;3;410;0;2
2020-04-04 06:45:00;4;0;0;0;11;9;5;4;3;6;2;2;0
2020-04-04 07:00:00;7;6;0;0;14;14;6;1;5;5;2;0;1
2020-04-04 07:15:00;7;5;0;0;12;10;8;2;6;2;3;0;1
2020-04-04 07:30:00;4;2;0;0;16;12;7;4;7;4;0;0;1
2020-04-04 07:45:00;6;1;0;1;20;11;8;4;7;2;2;1;0
2020-04-04 08:00:00;9;2;0;0;9;9;8;2;11;5;0;0;1
