DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2019-10-05 00:00:00;26;17;11;7;4;5;0;0;0;0
2019-10-05 00:15:00;26;25;2;6;4;8;0;0;0;0
2019-10-05 00:30:00;14;16;8;3;3;7;0;0;0;0
2019-10-05 00:45:00;19;15;2;5;8;10;0;0;0;0
2019-10-05 01:00:00;9;12;3;4;3;3;0;0;0;0
2019-10-05 01:15:00;15;18;6;7;1;4;0;0;0;0
2019-10-05 01:30:00;11;12;0;3;3;4;0;0;0;0
2019-10-05 01:45:00;3;12;4;3;3;5;0;0;0;0
2019-10-05 02:00:00;14;16;3;7;5;2;0;0;0;0
2019-10-05 02:15:00;10;10;1;5;3;1;0;0;0;0
2019-10-05 02:30:00;6;14;0;2;0;1;0;0;0;0
2019-10-05 02:45:00;6;5;0;3;0;2;0;0;0;0
2019-10-05 03:00:00;7;10;2;6;3;4;0;0;0;0
2019-10-05 03:15:00;17;15;0;3;1;1;0;0;0;0
2019-10-05 03:30:00;5;5;0;2;1;6;0;0;0;0
2019-10-05 03:45:00;4;6;0;3;1;4;0;0;0;0
2019-10-05 04:00:00;3;7;0;1;0;5;0;0;0;0
2019-10-05 04:15:00;5;6;2;3;0;2;0;0;0;0
2019-10-05 04:30:00;6;10;1;3;1;3;0;0;0;0
2019-10-05 04:45:00;7;7;1;2;1;6;0;0;0;0
2019-10-05 05:00:00;4;5;0;0;2;2;0;0;0;0
2019-10-05 05:15:00;4;6;1;4;0;5;0;0;0;0
2019-10-05 05:30:00;5;7;4;4;3;6;0;0;0;0
2019-10-05 05:45:00;8;10;5;3;2;4;0;0;0;0
2019-10-05 06:00:00;2;10;2;8;5;3;0;0;0;0
2019-10-05 06:15:00;2;5;3;6;8;5;0;0;0;0
2019-10-05 06:30:00;7;12;7;10;3;5;0;0;0;0
2019-10-05 06:45:00;5;15;4;7;5;5;0;0;0;0
2019-10-05 07:00:00;10;11;5;11;6;5;0;0;0;0
2019-10-05 07:15:00;10;17;11;13;13;11;0;0;0;0
2019-10-05 07:30:00;5;14;8;10;12;14;0;0;0;0
2019-10-05 07:45:00;9;13;14;23;22;13;0;0;0;0
2019-10-05 08:00:00;11;16;17;24;17;17;0;0;0;0
2019-10-05 08:15:00;14;16;18;9;16;25;0;0;0;0
2019-10-05 08:30:00;21;21;19;23;20;20;0;0;0;0
2019-10-05 08:45:00;14;21;24;29;27;11;0;0;0;0
2019-10-05 09:00:00;23;35;25;34;23;26;0;0;0;0
2019-10-05 09:15:00;20;21;21;33;27;23;0;0;0;0
2019-10-05 09:30:00;23;46;36;39;35;51;0;0;0;0
2019-10-05 09:45:00;22;35;41;51;27;41;0;0;0;0
2019-10-05 10:00:00;24;39;45;48;40;36;0;0;0;0
2019-10-05 10:15:00;41;42;35;62;38;28;0;0;0;0
2019-10-05 10:30:00;23;280;46;57;32;30;0;0;0;0
2019-10-05 10:45:00;29;34;32;50;39;36;0;0;0;0
2019-10-05 11:00:00;32;40;44;53;37;37;0;0;0;0
2019-10-05 11:15:00;37;46;30;67;28;44;0;0;0;0
2019-10-05 11:30:00;27;41;48;60;35;57;0;0;0;0
2019-10-05 11:45:00;43;53;42;48;30;55;0;0;0;0
2019-10-05 12:00:00;44;48;30;51;26;33;0;0;0;0
2019-10-05 12:15:00;38;41;37;55;30;31;0;0;0;0
2019-10-05 12:30:00;48;41;43;59;36;22;0;0;0;0
2019-10-05 12:45:00;35;35;39;80;35;30;0;0;0;0
2019-10-05 13:00:00;40;42;38;64;22;30;0;0;0;0
2019-10-05 13:15:00;44;34;27;71;21;40;0;0;0;0
2019-10-05 13:30:00;43;43;32;87;35;41;0;0;0;0
2019-10-05 13:45:00;39;37;33;61;31;34;0;0;0;0
