DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-06-22 00:00:00;7;5;1;0;2;11;8;5;0;0;0;0;0;0
2020-06-22 00:15:00;12;11;0;1;3;8;14;7;0;0;0;0;0;0
2020-06-22 00:30:00;10;7;1;2;1;6;5;3;0;0;0;0;0;0
2020-06-22 00:45:00;3;5;1;1;2;4;7;3;0;0;0;0;0;0
2020-06-22 01:00:00;5;4;0;1;3;3;1;0;0;0;0;0;0;0
2020-06-22 01:15:00;3;5;0;1;1;5;3;3;0;0;0;0;0;0
2020-06-22 01:30:00;1;2;1;0;1;5;7;2;0;0;0;0;0;0
2020-06-22 01:45:00;3;2;1;0;0;9;5;2;0;0;0;0;0;0
2020-06-22 02:00:00;0;2;0;0;0;5;6;1;0;0;0;0;0;0
2020-06-22 02:15:00;5;3;1;0;1;2;4;0;0;0;0;0;0;0
2020-06-22 02:30:00;1;1;0;0;2;3;0;0;0;0;0;0;0;0
2020-06-22 03:00:00;1;2;1;0;0;11;10;2;0;0;0;0;0;0
2020-06-22 03:15:00;5;3;0;0;2;6;4;0;0;0;0;0;0;0
2020-06-22 03:30:00;4;3;0;0;0;3;2;1;0;0;0;0;0;0
2020-06-22 03:45:00;3;1;0;1;2;7;4;1;0;0;0;0;0;0
2020-06-22 04:00:00;3;4;1;2;3;8;6;4;0;0;0;0;0;0
2020-06-22 04:15:00;9;4;0;0;0;10;6;5;0;0;0;0;0;0
2020-06-22 04:30:00;13;8;2;1;4;7;10;9;0;0;0;0;0;0
2020-06-22 05:00:00;46;32;2;0;5;19;14;6;0;0;0;0;0;0
2020-06-22 05:15:00;59;53;3;11;28;26;27;21;0;0;0;0;0;0
2020-06-22 05:30:00;64;47;2;12;17;28;23;9;0;0;0;0;0;0
2020-06-22 05:45:00;44;50;5;17;22;23;21;15;0;0;2;0;0;0
2020-06-22 06:00:00;50;48;2;12;22;30;12;16;0;0;0;0;0;0
2020-06-22 06:15:00;58;78;12;18;25;31;21;21;0;0;0;0;0;0
2020-06-22 06:30:00;85;91;7;19;34;50;30;29;0;0;0;0;0;0
2020-06-22 06:45:00;74;82;14;21;44;48;47;28;0;0;0;0;10;0
2020-06-22 07:00:00;99;91;24;40;73;45;41;22;0;0;0;0;0;1
2020-06-22 07:15:00;102;101;29;39;76;70;54;35;0;0;1;0;1;0
2020-06-22 07:30:00;87;88;27;45;85;81;65;29;0;0;0;0;2;2
2020-06-22 07:45:00;84;84;33;48;65;87;91;34;0;0;0;0;0;2
2020-06-22 08:00:00;87;84;26;35;54;81;80;27;0;0;0;0;26;0
2020-06-22 08:15:00;70;83;23;30;59;82;62;38;0;0;0;0;0;0
2020-06-22 08:30:00;79;81;29;35;54;83;83;32;0;0;0;0;1;0
2020-06-22 08:45:00;69;68;30;35;55;98;81;43;0;0;0;0;0;0
2020-06-22 09:00:00;64;68;21;31;24;83;72;30;0;0;0;0;0;0
2020-06-22 09:15:00;74;76;21;22;54;74;75;34;0;0;0;0;12;12
2020-06-22 09:30:00;81;84;18;38;48;73;73;30;0;0;0;0;1;0
2020-06-22 09:45:00;85;74;23;40;46;97;84;34;0;0;0;3;0;0
2020-06-22 10:00:00;89;70;25;32;43;77;90;37;0;0;1;1;0;1
2020-06-22 10:15:00;71;68;28;28;50;102;95;42;0;0;0;0;2;0
2020-06-22 10:30:00;77;69;20;50;57;88;77;34;0;0;0;0;0;0
2020-06-22 10:45:00;75;57;24;43;44;97;111;48;0;0;13;0;6;0
2020-06-22 11:00:00;85;87;34;34;41;86;86;34;0;0;0;0;1;0
2020-06-22 11:15:00;77;72;24;52;54;101;106;42;0;0;13;0;1;0
2020-06-22 11:30:00;82;64;23;41;45;68;106;39;0;0;0;0;0;3
2020-06-22 11:45:00;81;70;21;35;52;93;119;33;0;0;0;0;0;2
2020-06-22 12:00:00;70;79;22;23;35;89;108;32;0;0;2;0;0;0
2020-06-22 12:15:00;71;71;26;35;41;116;123;41;0;0;0;0;10;0
2020-06-22 12:30:00;71;81;20;35;41;91;108;38;0;0;2;0;0;0
2020-06-22 12:45:00;70;73;19;48;41;92;103;31;0;0;46;5;4;0
2020-06-22 13:00:00;75;81;23;47;53;90;101;40;0;0;0;0;3;0
2020-06-22 13:15:00;84;70;23;34;46;92;101;32;0;0;0;0;5;0
2020-06-22 13:45:00;75;76;24;36;39;91;118;36;0;0;0;0;0;0
2020-06-22 14:00:00;80;73;26;29;32;87;111;34;0;0;0;0;3;1
2020-06-22 14:15:00;80;81;22;38;41;107;119;32;0;0;0;0;0;0
2020-06-22 14:30:00;82;75;14;39;42;107;111;38;0;0;0;0;0;0
2020-06-22 14:45:00;95;81;24;34;50;121;154;41;0;0;0;0;2;0
2020-06-22 15:00:00;68;64;20;26;41;100;115;39;0;0;1;0;0;0
2020-06-22 15:15:00;85;76;25;30;38;113;135;56;0;0;0;0;10;0
2020-06-22 15:30:00;87;75;12;42;55;96;126;41;0;0;0;0;0;4
2020-06-22 15:45:00;82;78;24;37;41;112;135;46;0;0;0;0;0;0
2020-06-22 16:00:00;86;83;36;32;51;93;116;41;0;0;2;0;0;0
2020-06-22 16:15:00;92;85;20;37;51;111;140;41;0;0;0;0;0;0
2020-06-22 16:30:00;88;78;25;60;54;126;143;57;0;0;0;0;16;11
2020-06-22 16:45:00;77;69;29;55;45;132;122;44;0;0;0;0;11;10
2020-06-22 17:00:00;84;67;27;39;41;119;134;50;0;0;0;0;0;0
2020-06-22 17:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-22 17:30:00;83;74;20;26;49;120;143;38;0;0;0;0;0;0
2020-06-22 17:45:00;84;88;29;46;53;121;117;43;0;0;5;0;2;3
2020-06-22 18:00:00;80;68;25;33;39;115;104;32;0;0;0;0;0;0
2020-06-22 18:15:00;68;70;21;28;32;101;110;36;0;0;0;0;5;0
2020-06-22 18:30:00;73;65;24;17;34;76;89;24;0;0;0;0;0;0
2020-06-22 18:45:00;67;66;24;20;27;88;77;28;0;0;12;0;0;0
2020-06-22 19:00:00;61;64;18;19;21;79;90;29;0;0;0;0;2;0
2020-06-22 19:15:00;53;61;15;19;22;79;70;24;0;0;0;0;2;4
2020-06-22 19:30:00;54;45;20;25;27;53;71;20;0;0;0;2;49;0
2020-06-22 19:45:00;57;54;13;14;25;65;66;18;0;0;1;0;0;0
2020-06-22 20:00:00;50;52;13;13;18;52;60;23;0;0;0;3;0;0
2020-06-22 20:15:00;35;38;10;8;19;56;60;25;0;0;0;0;0;0
2020-06-22 20:30:00;47;35;13;8;14;55;55;6;0;0;0;0;0;0
2020-06-22 20:45:00;44;36;6;8;21;43;43;12;0;0;0;0;0;0
2020-06-22 21:00:00;57;57;9;7;23;50;37;16;0;0;0;0;0;0
2020-06-22 21:15:00;38;29;6;13;21;37;35;11;0;0;0;0;3;0
2020-06-22 21:30:00;27;19;8;9;10;35;30;18;0;0;5;4;3;0
2020-06-22 21:45:00;32;24;9;3;8;49;47;13;0;0;0;0;0;0
2020-06-22 22:00:00;23;21;8;4;7;59;58;20;0;0;8;0;0;0
