DATUM;1(DA1);2(TAFBA)
2020-08-29 00:00:00;3;0
2020-08-29 00:15:00;4;0
2020-08-29 00:30:00;5;0
2020-08-29 00:45:00;4;0
2020-08-29 01:00:00;5;0
2020-08-29 01:15:00;0;0
2020-08-29 01:30:00;3;0
2020-08-29 01:45:00;2;0
2020-08-29 02:00:00;3;0
2020-08-29 02:15:00;1;0
2020-08-29 02:30:00;1;0
2020-08-29 02:45:00;1;0
2020-08-29 03:00:00;0;0
2020-08-29 03:15:00;4;0
2020-08-29 03:30:00;0;0
2020-08-29 03:45:00;0;0
2020-08-29 04:00:00;0;0
2020-08-29 04:15:00;1;0
2020-08-29 04:30:00;0;0
2020-08-29 04:45:00;0;0
2020-08-29 05:00:00;5;0
2020-08-29 05:15:00;6;0
2020-08-29 05:30:00;3;0
2020-08-29 05:45:00;8;0
2020-08-29 06:00:00;3;0
2020-08-29 06:15:00;12;0
2020-08-29 06:30:00;9;0
2020-08-29 06:45:00;18;0
2020-08-29 07:00:00;6;0
2020-08-29 07:15:00;13;0
2020-08-29 07:30:00;14;0
2020-08-29 07:45:00;23;0
2020-08-29 08:00:00;18;0
2020-08-29 08:15:00;21;0
2020-08-29 08:30:00;30;0
2020-08-29 08:45:00;33;0
2020-08-29 09:00:00;40;0
2020-08-29 09:15:00;42;0
2020-08-29 09:30:00;50;0
2020-08-29 09:45:00;50;0
2020-08-29 10:00:00;41;0
2020-08-29 10:15:00;50;0
2020-08-29 10:30:00;53;0
2020-08-29 10:45:00;55;0
2020-08-29 11:00:00;52;0
2020-08-29 11:15:00;50;0
2020-08-29 11:30:00;61;0
2020-08-29 11:45:00;46;0
2020-08-29 12:00:00;38;0
2020-08-29 12:15:00;48;0
2020-08-29 12:30:00;43;0
2020-08-29 12:45:00;37;0
2020-08-29 13:00:00;41;0
2020-08-29 13:15:00;42;0
2020-08-29 13:30:00;29;0
2020-08-29 13:45:00;30;0
2020-08-29 14:00:00;35;0
2020-08-29 14:15:00;44;0
2020-08-29 14:30:00;42;0
2020-08-29 14:45:00;36;0
2020-08-29 15:00:00;21;0
2020-08-29 15:15:00;40;0
2020-08-29 15:30:00;38;0
2020-08-29 15:45:00;23;0
2020-08-29 16:00:00;35;0
2020-08-29 16:15:00;26;0
2020-08-29 16:30:00;36;0
2020-08-29 16:45:00;29;0
2020-08-29 17:00:00;18;0
2020-08-29 17:15:00;32;0
2020-08-29 17:30:00;23;0
2020-08-29 17:45:00;34;0
2020-08-29 18:00:00;30;0
2020-08-29 18:15:00;27;0
2020-08-29 18:30:00;22;0
2020-08-29 18:45:00;32;0
2020-08-29 19:00:00;15;0
2020-08-29 19:15:00;21;0
2020-08-29 19:30:00;16;0
2020-08-29 19:45:00;17;0
2020-08-29 20:00:00;13;0
2020-08-29 20:15:00;9;0
2020-08-29 20:30:00;14;0
2020-08-29 20:45:00;12;0
2020-08-29 21:00:00;6;0
2020-08-29 21:15:00;10;0
2020-08-29 21:30:00;8;0
2020-08-29 21:45:00;10;0
2020-08-29 22:00:00;4;0
2020-08-29 22:15:00;4;0
2020-08-29 22:30:00;6;0
2020-08-29 22:45:00;4;0
2020-08-29 23:00:00;2;0
2020-08-29 23:15:00;5;0
2020-08-29 23:30:00;8;0
2020-08-29 23:45:00;5;0
