DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DC4);11(DD1);12(DD2);13(DD3);14(DE1);15(DE2);16(DE3);17(DF1);18(DF2);19(DG1);20(DG2);21(DG3);22(DG4);23(DH1);24(DH2);25(TAFBA);26(TAFGB);27(TAFGB2);28(TAFBB);29(TAFBB2);30(TAFBC);31(TAFGD);32(TAFGD2);33(TAFBD);34(TAFBD2);35(TAFGE)
2020-06-15 00:00:00;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 00:15:00;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 00:30:00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 00:45:00;2;2;0;0;0;0;0;0;0;0;0;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 01:00:00;1;1;1;0;0;0;0;0;0;0;0;0;2;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 01:15:00;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 01:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 01:45:00;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 02:15:00;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 03:00:00;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 03:15:00;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 03:30:00;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 04:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 04:30:00;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 04:45:00;2;3;1;0;0;0;0;0;0;0;0;0;1;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 05:00:00;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 05:15:00;0;2;0;1;0;0;0;0;0;0;0;1;11;0;1;1;0;10;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 05:30:00;5;5;0;0;0;0;0;0;0;0;0;1;4;2;1;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 05:45:00;9;10;2;1;0;0;0;0;0;0;2;7;11;3;5;5;4;10;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 06:15:00;24;24;1;1;2;2;0;0;0;0;2;12;13;4;5;7;8;13;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 06:30:00;21;24;1;1;0;0;0;1;0;1;0;8;16;4;5;5;7;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 06:45:00;23;23;8;0;1;1;1;1;1;1;2;11;43;8;4;4;10;42;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 07:00:00;24;25;5;2;0;0;1;1;0;2;0;11;29;9;7;6;12;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 07:15:00;31;31;6;2;0;0;0;0;0;0;2;13;33;14;8;7;13;31;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 07:30:00;27;28;9;1;0;0;1;2;1;2;4;14;25;11;4;5;19;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 07:45:00;33;33;7;0;0;0;1;3;1;3;8;15;23;18;8;9;18;26;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 08:00:00;23;22;10;2;1;1;1;5;1;5;7;5;24;13;8;8;10;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 08:15:00;20;20;5;1;0;0;1;3;1;3;2;8;20;13;7;6;8;17;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 08:30:00;26;25;8;1;0;0;2;4;2;3;6;8;16;14;6;6;12;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 08:45:00;30;31;7;1;0;0;1;3;1;3;13;9;10;12;8;8;14;12;2;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 09:00:00;19;18;11;2;0;0;1;4;1;4;4;6;24;15;6;6;8;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 09:15:00;21;25;9;3;0;0;0;3;0;3;5;9;27;13;10;10;11;24;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 09:30:00;23;22;15;3;0;0;1;3;1;3;5;9;16;18;11;11;12;17;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 09:45:00;25;25;9;2;0;0;1;4;1;5;3;15;24;21;8;9;14;22;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 10:00:00;20;20;19;5;2;0;1;6;0;5;3;6;20;27;11;13;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 10:15:00;30;29;18;0;0;0;2;5;2;6;6;9;20;31;9;9;10;16;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
