DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2020-08-14 00:00:00;1;4;2;2;2;13;7;2;4;1;3;0;8;15;7;1;0;0;21;0;0;0;0;0
2020-08-14 00:15:00;1;8;12;5;4;16;9;7;13;2;9;4;18;24;13;0;0;0;30;0;0;0;0;0
2020-08-14 00:30:00;2;1;8;1;2;6;9;4;4;2;9;6;5;17;11;1;0;0;30;0;0;0;0;0
2020-08-14 00:45:00;2;6;2;1;0;11;7;4;5;3;9;2;4;18;12;0;0;0;30;0;0;0;0;0
2020-08-14 01:00:00;1;1;1;2;3;7;3;3;4;3;8;3;4;7;4;0;0;0;34;0;0;0;0;0
2020-08-14 01:15:00;1;1;4;3;1;9;5;1;4;4;7;2;8;11;3;1;0;0;39;0;0;0;0;0
2020-08-14 01:30:00;2;2;1;1;2;8;6;0;3;2;2;1;4;14;11;0;0;0;39;0;0;0;0;0
2020-08-14 01:45:00;0;1;2;1;1;6;3;3;1;0;1;2;4;7;3;0;0;0;39;0;0;0;0;0
2020-08-14 02:00:00;0;3;2;1;1;3;3;3;2;1;4;1;10;18;11;0;0;0;39;0;0;0;0;0
2020-08-14 02:15:00;1;1;1;0;1;5;4;0;4;3;5;2;2;17;15;1;0;0;39;0;0;0;0;0
2020-08-14 02:30:00;2;3;0;0;2;3;1;2;4;1;2;1;3;16;11;0;0;0;39;0;0;0;0;0
2020-08-14 02:45:00;4;3;0;1;0;5;5;0;1;0;3;1;3;8;5;0;0;0;36;0;0;0;0;0
2020-08-14 03:00:00;1;1;1;0;4;9;9;0;3;2;4;2;3;9;5;0;0;0;39;0;0;0;0;0
2020-08-14 03:15:00;4;1;2;1;0;5;7;2;6;3;1;2;2;10;10;0;0;0;36;0;0;0;0;0
2020-08-14 03:30:00;1;2;1;3;1;5;2;3;3;2;3;0;5;12;7;0;0;0;39;0;0;0;0;0
2020-08-14 03:45:00;3;1;2;1;1;5;3;3;2;3;4;2;2;11;10;0;0;0;39;0;0;0;0;0
2020-08-14 04:00:00;1;1;3;0;0;5;6;1;5;0;6;1;7;13;9;0;0;0;39;0;0;0;0;0
2020-08-14 04:15:00;3;4;2;1;1;2;5;4;9;1;6;1;11;20;16;0;0;0;39;0;0;0;0;0
2020-08-14 04:30:00;0;1;1;1;3;4;3;0;6;2;2;1;6;15;7;1;0;0;36;0;0;0;0;0
2020-08-14 04:45:00;0;0;0;1;0;6;2;3;5;1;9;3;3;23;22;0;0;0;39;0;0;0;0;0
2020-08-14 05:00:00;1;3;3;2;3;12;7;3;5;1;10;4;14;30;21;2;0;0;30;0;0;0;0;0
2020-08-14 05:15:00;3;2;3;3;4;11;8;4;4;5;12;3;23;54;37;2;0;0;30;0;0;0;0;0
2020-08-14 05:30:00;3;4;8;8;1;29;16;3;9;9;26;25;26;68;50;1;0;0;30;0;0;0;0;0
2020-08-14 05:45:00;1;3;7;6;6;23;20;10;6;17;29;22;41;66;47;4;0;0;30;0;0;0;0;0
2020-08-14 06:00:00;4;8;13;6;5;26;21;14;15;14;34;27;24;55;49;4;0;0;30;0;0;0;0;0
2020-08-14 06:15:00;4;8;11;9;9;23;16;8;10;16;35;28;22;63;61;11;0;0;30;0;0;0;0;0
2020-08-14 06:30:00;3;11;16;10;10;32;30;17;17;26;53;51;33;66;64;12;0;0;30;0;0;0;0;0
2020-08-14 06:45:00;8;12;15;13;17;48;38;22;20;33;35;30;38;80;70;10;0;0;30;0;0;0;0;0
2020-08-14 07:00:00;7;9;17;15;21;47;43;19;26;38;49;46;40;75;65;20;0;0;30;0;0;0;0;0
2020-08-14 07:15:00;11;8;24;14;22;50;47;23;20;34;49;46;44;93;75;21;0;0;30;0;0;0;0;0
2020-08-14 07:30:00;12;7;22;17;23;53;48;20;29;38;45;45;47;93;71;28;0;0;30;0;0;0;0;0
2020-08-14 07:45:00;13;13;15;19;19;61;62;26;24;48;54;39;61;87;76;18;0;0;30;0;0;0;0;0
2020-08-14 08:00:00;4;18;23;13;26;49;48;22;22;36;39;38;62;83;68;16;0;0;30;0;0;0;0;0
