DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-11-26 00:00:00;5;6;3;0;3;3;0
2020-11-26 00:15:00;4;3;2;2;3;2;0
2020-11-26 00:30:00;0;3;3;1;1;3;0
2020-11-26 00:45:00;7;8;3;5;7;4;0
2020-11-26 01:00:00;4;1;0;1;4;2;0
2020-11-26 01:15:00;0;3;3;0;1;3;0
2020-11-26 01:30:00;4;3;1;2;6;3;0
2020-11-26 01:45:00;4;5;3;0;4;2;0
2020-11-26 02:00:00;1;1;0;0;2;2;0
2020-11-26 02:15:00;4;6;5;1;5;5;0
2020-11-26 02:30:00;2;2;1;2;7;3;0
2020-11-26 02:45:00;2;6;5;1;5;3;0
2020-11-26 03:00:00;0;0;0;6;2;4;0
2020-11-26 03:15:00;3;5;4;2;6;4;0
2020-11-26 03:30:00;4;3;3;1;3;0;0
2020-11-26 03:45:00;7;8;4;3;4;3;0
2020-11-26 04:00:00;5;5;3;2;8;2;0
2020-11-26 04:15:00;3;3;1;0;5;6;0
2020-11-26 04:30:00;8;5;4;2;8;7;0
2020-11-26 04:45:00;23;12;8;3;12;6;0
2020-11-26 05:00:00;28;9;6;7;18;13;0
2020-11-26 05:15:00;27;16;12;9;36;12;0
2020-11-26 05:30:00;32;20;17;9;43;15;0
2020-11-26 05:45:00;54;34;31;14;55;22;0
2020-11-26 06:00:00;43;32;28;11;52;27;0
2020-11-26 06:15:00;67;43;34;21;57;24;0
2020-11-26 06:30:00;71;41;38;22;85;26;0
2020-11-26 06:45:00;107;55;53;28;95;44;0
2020-11-26 07:00:00;98;64;55;29;84;28;2
2020-11-26 07:15:00;107;76;69;39;90;34;0
2020-11-26 07:30:00;105;70;58;35;82;31;1
2020-11-26 07:45:00;93;55;52;50;97;45;1
2020-11-26 08:00:00;64;47;47;35;77;36;2
2020-11-26 08:15:00;84;62;62;32;82;38;1
2020-11-26 08:30:00;67;45;44;28;51;42;1
2020-11-26 08:45:00;73;54;49;31;68;48;0
2020-11-26 09:00:00;70;44;41;43;64;38;1
2020-11-26 09:15:00;73;46;40;34;73;37;0
2020-11-26 09:30:00;67;43;39;42;61;48;1
2020-11-26 09:45:00;67;54;45;31;83;49;1
2020-11-26 10:00:00;72;53;47;33;76;48;0
2020-11-26 10:15:00;59;63;62;36;69;40;3
2020-11-26 10:30:00;62;74;72;35;80;55;1
2020-11-26 10:45:00;76;53;48;29;73;43;0
2020-11-26 11:00:00;81;49;38;43;71;47;0
2020-11-26 11:15:00;74;38;29;37;78;45;2
2020-11-26 11:30:00;83;48;45;45;87;56;0
2020-11-26 11:45:00;63;37;30;83;93;45;3
2020-11-26 12:00:00;80;50;43;56;73;71;3
2020-11-26 12:15:00;65;47;37;37;76;45;2
2020-11-26 12:30:00;81;49;41;27;76;69;3
2020-11-26 12:45:00;91;58;46;30;92;56;4
2020-11-26 13:00:00;84;55;49;38;94;46;4
2020-11-26 13:15:00;77;65;65;44;91;42;0
2020-11-26 13:30:00;69;61;64;20;88;46;0
2020-11-26 13:45:00;81;75;81;40;96;60;1
2020-11-26 14:00:00;69;60;60;279;89;47;0
2020-11-26 14:15:00;91;61;58;73;104;62;3
2020-11-26 14:30:00;73;50;46;46;89;52;1
2020-11-26 14:45:00;76;45;46;43;92;58;1
2020-11-26 15:00:00;89;50;48;107;99;67;4
2020-11-26 15:15:00;70;46;39;54;101;45;1
2020-11-26 15:30:00;81;66;57;48;95;57;0
2020-11-26 15:45:00;106;53;51;37;100;64;0
2020-11-26 16:00:00;81;45;41;44;112;55;0
2020-11-26 16:15:00;102;57;59;64;123;71;0
2020-11-26 16:30:00;96;51;41;70;117;60;2
2020-11-26 16:45:00;110;57;50;48;113;61;1
2020-11-26 17:00:00;86;45;44;60;105;46;4
2020-11-26 17:15:00;60;50;50;117;88;51;1
2020-11-26 17:30:00;74;52;42;37;68;49;0
2020-11-26 17:45:00;61;32;27;25;89;36;3
2020-11-26 18:00:00;56;39;32;21;73;28;1
2020-11-26 18:15:00;46;26;22;18;71;28;0
2020-11-26 18:30:00;28;24;20;17;51;22;0
2020-11-26 18:45:00;45;31;23;12;50;18;0
2020-11-26 19:00:00;32;17;12;12;41;19;0
2020-11-26 19:15:00;23;25;18;10;47;21;0
2020-11-26 19:30:00;30;12;8;6;39;10;0
2020-11-26 19:45:00;24;11;7;6;32;14;0
2020-11-26 20:00:00;21;18;7;6;41;16;0
2020-11-26 20:15:00;18;13;7;6;20;9;0
2020-11-26 20:30:00;16;5;4;3;14;6;0
2020-11-26 20:45:00;17;11;9;6;27;8;0
2020-11-26 21:00:00;21;12;9;8;26;7;0
2020-11-26 21:15:00;18;14;5;7;20;11;0
2020-11-26 21:30:00;14;9;5;4;10;9;0
2020-11-26 21:45:00;10;8;5;2;19;5;0
2020-11-26 22:00:00;7;4;2;5;15;6;0
2020-11-26 22:15:00;16;14;9;3;30;11;0
2020-11-26 22:30:00;11;5;3;6;17;10;0
2020-11-26 22:45:00;5;6;4;8;14;4;0
2020-11-26 23:00:00;15;11;9;3;10;3;0
2020-11-26 23:15:00;6;2;1;0;4;9;0
2020-11-26 23:30:00;0;0;0;0;2;2;0
2020-11-26 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
