DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-05-26 00:00:00;7;4;4;0;1;5;1;2;6;5;5;5;0;0;0;0
2020-05-26 00:15:00;14;14;14;0;1;16;2;2;1;1;0;0;2;0;0;0
2020-05-26 00:30:00;8;15;11;0;0;15;1;5;1;2;1;1;0;0;0;0
2020-05-26 00:45:00;8;13;10;0;3;8;0;3;1;1;1;1;0;0;0;0
2020-05-26 01:00:00;6;5;7;1;2;8;0;0;0;0;0;0;0;0;0;0
2020-05-26 01:15:00;13;11;13;0;2;9;0;4;3;3;3;3;0;0;0;0
2020-05-26 01:30:00;8;11;9;0;1;11;0;1;1;1;2;1;0;0;0;0
2020-05-26 01:45:00;8;7;7;0;2;8;0;2;3;4;1;3;0;0;0;0
2020-05-26 02:00:00;3;4;5;2;4;1;0;6;0;0;0;0;0;0;0;0
2020-05-26 02:15:00;7;1;3;0;0;1;0;1;0;0;0;0;0;0;0;0
2020-05-26 02:30:00;6;8;8;1;5;8;0;2;2;2;3;3;0;0;0;0
2020-05-26 02:45:00;1;10;7;1;3;5;2;5;0;0;0;0;0;0;0;0
2020-05-26 03:00:00;6;11;7;1;1;7;0;5;1;1;0;1;0;0;0;0
2020-05-26 03:15:00;2;6;6;0;3;5;0;1;0;0;0;0;0;0;0;0
2020-05-26 03:30:00;7;9;261;0;1;6;0;3;0;0;0;0;0;0;0;0
2020-05-26 03:45:00;4;2;3;0;0;3;0;0;0;0;0;0;0;0;0;0
2020-05-26 04:00:00;13;6;5;0;2;7;1;0;0;0;0;0;0;0;0;0
2020-05-26 04:15:00;5;8;7;0;2;5;0;0;1;2;2;1;0;0;0;0
2020-05-26 04:30:00;6;6;266;1;3;9;0;2;3;3;2;3;0;0;0;0
2020-05-26 04:45:00;6;14;14;1;5;16;0;3;3;2;3;2;0;0;0;0
2020-05-26 05:00:00;16;25;20;2;11;22;2;8;8;8;7;9;0;0;0;0
2020-05-26 05:15:00;43;29;25;1;14;24;0;13;11;12;9;12;0;0;0;0
2020-05-26 05:30:00;48;44;31;6;9;42;2;11;25;27;26;28;0;0;0;0
2020-05-26 05:45:00;45;63;48;5;22;64;1;12;29;28;23;26;0;0;0;0
2020-05-26 06:00:00;46;57;46;4;16;55;0;8;26;26;23;26;0;0;0;0
