DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-11-07 00:00:00;1;3;5;13;5;1;0;0;0;0;0;0;0
2020-11-07 00:15:00;3;8;10;23;12;1;0;0;0;0;0;0;0
2020-11-07 00:30:00;4;6;8;14;8;0;0;0;0;0;0;0;0
2020-11-07 00:45:00;3;9;6;19;9;0;0;0;0;0;0;0;0
2020-11-07 01:00:00;2;3;3;9;7;0;0;0;0;0;0;0;0
2020-11-07 01:15:00;6;8;5;15;10;0;0;0;0;0;0;0;0
2020-11-07 01:30:00;3;5;7;8;5;1;0;0;0;0;0;0;0
2020-11-07 01:45:00;1;5;1;9;6;0;0;0;0;0;0;0;0
2020-11-07 02:00:00;2;5;4;6;4;0;0;1;0;0;0;0;0
2020-11-07 02:15:00;4;4;0;3;6;0;0;0;0;0;0;0;0
2020-11-07 02:30:00;4;2;6;5;3;0;0;0;0;0;0;0;0
2020-11-07 02:45:00;2;4;1;4;3;0;0;0;0;0;0;0;0
2020-11-07 03:00:00;0;4;5;5;2;0;0;1;0;0;0;0;0
2020-11-07 03:15:00;0;4;3;6;4;0;0;0;0;0;0;0;0
2020-11-07 03:30:00;1;5;4;4;4;0;0;0;0;0;0;0;0
2020-11-07 03:45:00;0;0;3;4;3;0;0;0;0;0;0;0;0
2020-11-07 04:00:00;0;4;1;7;2;0;0;0;0;0;0;0;0
2020-11-07 04:15:00;1;3;1;5;2;0;0;0;0;0;0;0;0
2020-11-07 04:30:00;3;3;1;2;5;0;0;0;0;0;0;0;0
2020-11-07 04:45:00;1;5;6;9;3;0;0;0;0;0;0;0;0
2020-11-07 05:00:00;4;5;3;20;19;1;0;0;0;0;0;0;0
2020-11-07 05:15:00;4;10;5;14;19;0;0;0;0;0;0;0;0
2020-11-07 05:30:00;3;27;6;28;19;0;0;0;0;0;0;0;0
2020-11-07 05:45:00;25;71;7;23;14;1;0;0;0;0;0;0;0
2020-11-07 06:00:00;20;43;8;19;10;1;0;0;0;0;0;0;0
2020-11-07 06:15:00;10;32;4;18;14;1;0;0;0;0;0;0;0
2020-11-07 06:30:00;14;17;6;25;17;1;0;1;0;0;0;0;0
2020-11-07 06:45:00;12;17;19;23;13;1;0;0;0;0;0;0;0
2020-11-07 07:00:00;12;15;13;18;7;4;0;0;0;0;0;0;0
2020-11-07 07:15:00;12;22;16;27;17;6;0;0;0;0;0;0;0
2020-11-07 07:30:00;14;18;17;24;13;3;0;1;0;0;0;0;0
2020-11-07 07:45:00;12;25;26;47;34;5;0;0;0;0;0;0;0
2020-11-07 08:00:00;13;15;27;33;21;9;0;0;0;0;0;0;0
2020-11-07 08:15:00;19;18;25;34;29;8;0;0;5;0;0;0;0
2020-11-07 08:30:00;18;22;26;42;28;12;0;1;0;0;0;0;0
2020-11-07 08:45:00;23;32;32;61;31;19;0;1;8;2;0;0;0
2020-11-07 09:00:00;21;22;31;53;37;13;0;0;0;0;0;0;0
2020-11-07 09:15:00;24;26;39;61;37;10;0;0;5;0;0;0;0
2020-11-07 09:30:00;34;37;51;69;41;14;0;1;0;0;0;0;0
2020-11-07 09:45:00;35;55;47;78;59;29;0;0;1;8;0;0;0
2020-11-07 10:00:00;34;54;45;81;54;24;0;0;4;0;0;0;0
2020-11-07 10:15:00;36;51;46;76;51;19;0;1;3;4;0;0;0
2020-11-07 10:30:00;49;67;51;113;66;25;0;0;9;0;0;0;0
2020-11-07 10:45:00;45;61;39;103;72;24;0;0;7;0;0;0;0
2020-11-07 11:00:00;37;70;47;102;77;25;0;0;7;0;0;0;0
2020-11-07 11:15:00;37;64;46;89;68;20;0;1;2;0;0;0;0
2020-11-07 11:30:00;46;68;41;103;82;21;0;2;3;0;0;0;0
2020-11-07 11:45:00;46;59;50;107;88;27;0;1;1;0;0;0;0
2020-11-07 12:00:00;46;71;47;107;83;23;0;1;0;0;0;0;0
2020-11-07 12:15:00;34;62;62;126;83;31;0;1;12;0;0;0;0
2020-11-07 12:30:00;51;72;48;94;86;30;0;2;2;0;6;0;0
2020-11-07 12:45:00;32;71;37;113;83;28;0;2;0;0;0;0;0
2020-11-07 13:00:00;51;68;45;95;89;18;0;3;5;0;0;0;0
2020-11-07 13:15:00;40;76;51;94;90;14;0;2;0;0;0;2;0
2020-11-07 13:30:00;39;66;50;99;71;29;0;2;2;4;0;0;0
2020-11-07 13:45:00;40;73;47;108;88;27;0;0;0;0;0;0;0
2020-11-07 14:00:00;46;73;35;113;83;10;0;3;8;0;0;0;0
2020-11-07 14:15:00;50;81;37;107;85;15;0;1;3;0;1;0;0
2020-11-07 14:30:00;69;91;34;108;104;22;0;0;7;0;0;0;0
2020-11-07 14:45:00;41;75;40;106;78;12;0;0;6;0;0;1;0
2020-11-07 15:00:00;53;80;55;100;102;13;0;0;1;0;0;0;0
2020-11-07 15:15:00;52;73;37;109;104;12;0;1;0;0;0;0;0
2020-11-07 15:30:00;43;74;37;76;66;17;0;0;11;0;0;0;0
2020-11-07 15:45:00;33;54;46;94;78;17;0;0;3;0;0;0;0
2020-11-07 16:00:00;38;66;39;83;69;19;0;1;0;0;0;0;0
2020-11-07 16:15:00;43;64;52;103;91;26;0;0;24;3;5;0;0
2020-11-07 16:30:00;44;69;55;107;101;25;0;1;5;0;16;0;0
2020-11-07 16:45:00;42;71;39;90;71;17;0;1;12;0;0;0;0
2020-11-07 17:00:00;49;76;34;90;89;19;0;1;10;0;1;2;0
2020-11-07 17:15:00;58;65;33;109;87;18;0;1;2;0;0;0;0
2020-11-07 17:30:00;39;61;54;88;74;12;0;1;6;0;0;2;0
2020-11-07 17:45:00;33;54;43;96;77;11;0;1;1;0;0;0;0
2020-11-07 18:00:00;40;62;34;99;78;17;0;1;1;0;0;8;0
2020-11-07 18:15:00;31;42;35;75;67;15;0;1;0;3;2;0;0
2020-11-07 18:30:00;28;38;21;67;59;9;0;1;0;0;0;0;0
2020-11-07 18:45:00;32;44;35;63;48;8;0;0;2;0;0;0;0
2020-11-07 19:00:00;25;39;25;61;61;6;0;0;0;0;0;0;0
2020-11-07 19:15:00;23;43;27;57;48;10;0;0;0;0;0;0;0
2020-11-07 19:30:00;22;33;22;59;44;11;0;0;2;0;0;0;1
2020-11-07 19:45:00;10;27;26;54;31;18;0;0;0;0;0;0;0
2020-11-07 20:00:00;15;28;26;46;51;4;0;1;3;0;0;0;0
2020-11-07 20:15:00;16;39;28;45;41;3;0;1;0;0;0;0;0
2020-11-07 20:30:00;24;36;28;50;37;4;0;1;0;0;0;0;0
2020-11-07 20:45:00;12;34;18;51;47;4;0;1;0;0;0;0;0
2020-11-07 21:00:00;17;31;16;45;31;0;0;0;0;0;0;0;0
2020-11-07 21:15:00;16;23;19;35;26;1;0;0;4;0;0;1;2
2020-11-07 21:30:00;14;21;13;32;32;2;0;0;3;0;3;0;0
2020-11-07 21:45:00;11;22;14;33;25;3;0;0;0;0;0;0;4
2020-11-07 22:00:00;9;17;9;28;18;4;0;0;0;0;0;0;0
2020-11-07 22:15:00;11;19;13;31;22;0;0;0;1;0;0;0;0
2020-11-07 22:30:00;9;12;11;22;17;3;0;0;0;0;0;0;0
2020-11-07 22:45:00;3;12;12;15;14;2;0;0;2;0;0;0;0
2020-11-07 23:00:00;9;16;11;26;15;0;0;0;0;0;0;0;0
2020-11-07 23:15:00;10;19;11;27;19;6;0;0;0;0;0;0;0
2020-11-07 23:30:00;7;11;9;19;18;1;0;0;0;0;0;0;0
2020-11-07 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
