DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2020-09-22 00:00:00;10;0;0;0;0;0;0;0;0;0;3
2020-09-22 00:15:00;4;1;0;0;0;0;0;0;0;0;8
2020-09-22 00:30:00;5;0;0;0;0;0;0;0;0;1;5
2020-09-22 00:45:00;7;3;0;0;0;0;0;0;0;0;2
2020-09-22 01:00:00;6;0;0;0;1;0;1;0;0;0;6
2020-09-22 01:15:00;1;0;0;0;0;0;0;0;0;0;6
2020-09-22 01:30:00;2;0;0;0;0;0;0;0;0;0;4
2020-09-22 01:45:00;3;1;0;0;0;0;0;0;0;0;6
2020-09-22 02:00:00;3;2;0;0;0;0;0;0;0;0;5
2020-09-22 02:15:00;2;0;0;0;0;0;0;0;0;0;6
2020-09-22 02:30:00;4;1;0;0;0;0;0;0;0;0;2
2020-09-22 02:45:00;4;0;0;0;0;0;0;0;0;0;6
2020-09-22 03:00:00;4;1;0;0;0;0;0;0;0;0;4
2020-09-22 03:15:00;5;0;0;0;0;0;0;0;0;0;1
2020-09-22 03:30:00;11;2;0;0;0;0;0;0;0;0;4
2020-09-22 03:45:00;3;2;0;0;0;0;0;0;0;0;3
2020-09-22 04:00:00;5;3;0;0;0;0;0;0;0;0;5
2020-09-22 04:15:00;3;3;1;1;0;0;0;0;0;0;6
2020-09-22 04:30:00;5;2;1;1;0;0;0;0;0;1;6
2020-09-22 04:45:00;13;7;6;6;0;0;0;0;0;2;21
2020-09-22 05:00:00;21;25;11;11;0;1;1;1;1;6;54
2020-09-22 05:15:00;64;67;38;38;4;1;4;1;3;24;94
2020-09-22 05:30:00;74;37;50;51;1;1;1;1;2;39;59
2020-09-22 05:45:00;101;39;59;60;9;9;9;7;13;73;88
2020-09-22 06:00:00;75;24;68;67;20;5;21;6;13;49;81
2020-09-22 06:15:00;52;22;26;24;6;4;6;1;4;19;36
2020-09-22 06:30:00;56;23;37;39;7;4;7;2;5;42;58
2020-09-22 06:45:00;55;12;40;38;7;4;7;6;3;24;39
2020-09-22 07:00:00;70;29;53;54;10;3;10;3;8;40;43
2020-09-22 07:15:00;65;30;36;34;8;5;9;3;6;21;42
2020-09-22 07:30:00;81;37;34;36;11;4;14;5;5;40;53
2020-09-22 07:45:00;72;32;30;28;5;1;6;1;8;36;43
2020-09-22 08:00:00;71;16;21;20;6;5;9;3;6;26;46
2020-09-22 08:15:00;55;15;11;11;11;2;10;2;5;14;33
2020-09-22 08:30:00;62;18;13;14;4;4;4;3;9;9;38
2020-09-22 08:45:00;50;14;16;17;8;1;8;1;5;9;38
2020-09-22 09:00:00;53;13;8;8;8;5;9;3;5;8;29
2020-09-22 09:15:00;41;7;13;11;9;1;10;1;8;7;35
2020-09-22 09:30:00;63;14;9;9;6;2;7;2;4;8;40
2020-09-22 09:45:00;53;12;9;10;5;5;4;3;7;4;34
2020-09-22 10:00:00;50;10;8;7;6;3;5;3;2;3;34
2020-09-22 10:15:00;45;5;1;1;6;2;6;2;3;7;35
2020-09-22 10:30:00;50;7;3;4;5;1;6;1;3;9;41
2020-09-22 10:45:00;50;17;4;5;10;4;9;4;2;7;37
2020-09-22 11:00:00;52;9;3;3;9;4;11;4;5;6;40
2020-09-22 11:15:00;43;7;1;1;6;1;7;0;10;5;38
2020-09-22 11:30:00;38;7;3;3;15;4;14;4;5;10;45
2020-09-22 11:45:00;42;10;2;3;11;3;13;3;12;6;43
2020-09-22 12:00:00;45;3;2;3;25;14;24;13;22;6;48
2020-09-22 12:15:00;46;4;3;3;10;7;11;7;17;4;48
2020-09-22 12:30:00;46;6;6;6;12;8;12;8;15;5;53
2020-09-22 12:45:00;43;14;4;4;17;10;18;9;7;9;49
2020-09-22 13:00:00;48;14;2;3;13;7;13;7;14;7;58
2020-09-22 13:15:00;56;34;9;9;14;4;15;4;10;8;56
2020-09-22 13:30:00;45;32;4;4;18;13;19;13;14;4;80
2020-09-22 13:45:00;72;25;7;7;37;27;37;27;41;14;102
2020-09-22 14:00:00;110;46;10;10;33;27;32;26;52;9;74
2020-09-22 14:15:00;181;56;7;8;41;34;44;35;36;8;85
2020-09-22 14:30:00;208;92;5;6;34;30;35;27;42;3;88
2020-09-22 14:45:00;106;27;2;2;32;24;44;24;30;6;69
