DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2020-05-18 00:00:00;7;5;2;2;1;1;0;0;4;0;0;0;0;0
2020-05-18 00:15:00;3;3;2;3;0;0;0;0;8;0;0;0;0;0
2020-05-18 00:30:00;4;2;1;0;3;0;0;1;6;0;0;0;0;0
2020-05-18 00:45:00;1;3;3;4;1;0;0;2;9;0;0;0;0;0
2020-05-18 01:00:00;1;4;0;0;0;1;0;2;6;0;0;0;0;0
2020-05-18 01:15:00;0;1;0;0;0;3;0;2;6;0;0;0;0;0
2020-05-18 01:30:00;1;1;0;0;4;0;0;0;1;0;0;0;0;0
2020-05-18 01:45:00;1;1;0;0;0;0;0;1;1;0;0;0;0;0
2020-05-18 02:00:00;1;4;0;0;0;1;0;0;0;0;0;0;0;0
2020-05-18 02:15:00;0;1;1;1;0;0;0;2;4;0;0;0;0;0
2020-05-18 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 02:45:00;1;1;0;0;0;0;0;0;2;0;0;0;0;0
2020-05-18 03:00:00;0;1;1;1;0;0;0;0;1;0;0;0;0;0
2020-05-18 03:15:00;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-18 03:30:00;5;2;0;0;0;0;0;1;3;0;0;0;0;0
2020-05-18 03:45:00;0;4;0;0;0;0;0;2;1;0;0;0;0;0
2020-05-18 04:00:00;3;4;0;0;0;0;0;1;2;0;0;0;0;0
2020-05-18 04:15:00;3;1;1;1;0;0;0;1;2;0;0;0;0;0
2020-05-18 04:30:00;2;1;1;1;2;0;0;4;4;0;0;0;0;0
2020-05-18 04:45:00;2;8;6;6;2;1;0;6;11;0;0;0;0;0
2020-05-18 05:00:00;6;4;7;4;3;0;0;21;34;0;0;0;1;0
2020-05-18 05:15:00;5;5;11;15;8;1;1;50;88;0;0;0;8;24
2020-05-18 05:30:00;9;14;16;18;5;0;0;64;91;0;0;0;0;0
2020-05-18 05:45:00;11;13;15;19;9;0;1;48;62;0;0;0;0;0
2020-05-18 06:00:00;10;18;18;21;1;0;0;33;50;0;0;0;1;4
2020-05-18 06:15:00;10;10;21;20;2;1;0;43;56;0;0;0;1;0
2020-05-18 06:30:00;12;14;53;47;9;1;0;75;82;0;0;0;4;0
2020-05-18 06:45:00;18;17;39;31;13;3;4;56;66;0;0;0;4;0
2020-05-18 07:00:00;19;26;26;26;5;1;0;43;56;0;0;0;2;0
2020-05-18 07:15:00;31;38;275;27;10;1;0;70;81;3;2;0;1;0
2020-05-18 07:30:00;32;41;21;24;8;3;2;64;71;2;0;0;4;0
2020-05-18 07:45:00;27;34;34;38;6;5;4;89;89;0;0;0;5;2
2020-05-18 08:00:00;24;24;22;19;12;1;0;60;63;0;0;0;2;1
2020-05-18 08:15:00;33;36;20;23;15;1;0;45;46;0;0;0;4;1
2020-05-18 08:30:00;33;32;20;20;9;3;0;45;58;0;0;0;2;1
2020-05-18 08:45:00;21;22;16;19;7;1;2;45;29;0;0;0;7;0
2020-05-18 09:00:00;30;35;15;13;9;4;0;31;39;0;0;0;0;0
2020-05-18 09:15:00;33;36;9;14;10;2;0;37;33;0;0;0;5;0
2020-05-18 09:30:00;28;31;10;13;8;5;1;37;36;0;0;0;4;1
2020-05-18 09:45:00;22;30;12;17;16;8;2;40;37;0;0;0;4;0
2020-05-18 10:00:00;28;33;12;18;13;7;2;31;51;0;0;0;1;1
2020-05-18 10:15:00;22;22;3;9;13;6;2;32;32;0;0;0;6;0
2020-05-18 10:30:00;28;32;11;12;9;2;2;36;91;0;0;0;2;0
2020-05-18 10:45:00;19;32;10;13;17;5;0;47;45;0;0;0;2;0
2020-05-18 11:00:00;27;37;5;6;21;1;1;37;34;0;1;0;10;0
2020-05-18 11:15:00;29;47;12;11;9;10;1;31;31;0;0;0;3;0
2020-05-18 11:30:00;34;31;16;22;13;3;4;38;40;2;0;0;9;4
2020-05-18 11:45:00;36;29;10;13;13;4;1;31;35;0;0;0;4;0
2020-05-18 12:00:00;28;32;17;21;10;11;5;29;34;0;0;0;5;2
2020-05-18 12:15:00;31;45;15;18;7;7;2;33;29;0;0;0;6;0
