DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2019-10-12 00:00:00;8;0;9;0;0;0
2019-10-12 00:15:00;10;1;14;0;0;0
2019-10-12 00:30:00;11;0;15;0;0;0
2019-10-12 00:45:00;9;1;8;0;0;0
2019-10-12 01:00:00;6;1;6;7;0;0
2019-10-12 01:15:00;9;2;8;1;0;0
2019-10-12 01:30:00;10;0;7;0;0;0
2019-10-12 01:45:00;9;0;6;0;0;0
2019-10-12 02:00:00;4;0;4;1;0;0
2019-10-12 02:15:00;7;0;6;2;0;0
2019-10-12 02:30:00;3;0;4;1;0;0
2019-10-12 02:45:00;5;0;3;0;0;0
2019-10-12 03:00:00;3;0;8;0;0;0
2019-10-12 03:15:00;5;0;3;0;0;0
2019-10-12 03:30:00;7;0;5;0;0;0
2019-10-12 03:45:00;3;0;7;1;0;0
2019-10-12 04:00:00;6;1;5;1;0;0
2019-10-12 04:15:00;5;0;4;0;0;0
2019-10-12 04:30:00;3;0;1;0;0;0
2019-10-12 04:45:00;4;0;9;0;0;0
2019-10-12 05:00:00;7;1;16;0;0;0
2019-10-12 05:15:00;6;4;22;3;1;2
2019-10-12 05:30:00;17;2;33;13;2;2
2019-10-12 05:45:00;55;3;30;51;17;5
2019-10-12 06:00:00;75;1;19;74;3;4
2019-10-12 06:15:00;24;1;16;28;2;0
2019-10-12 06:30:00;10;3;13;6;1;0
2019-10-12 06:45:00;9;1;23;1;0;0
2019-10-12 07:00:00;9;0;24;5;0;0
2019-10-12 07:15:00;9;1;17;0;0;0
2019-10-12 07:30:00;6;1;22;2;0;0
2019-10-12 07:45:00;15;0;36;1;0;1
2019-10-12 08:00:00;8;1;15;0;0;0
2019-10-12 08:15:00;15;0;25;0;0;0
2019-10-12 08:30:00;15;0;25;0;0;0
2019-10-12 08:45:00;22;0;42;0;0;0
2019-10-12 09:00:00;16;0;39;0;0;0
2019-10-12 09:15:00;25;0;21;0;0;0
2019-10-12 09:30:00;16;0;40;0;0;0
2019-10-12 09:45:00;20;2;37;0;0;0
2019-10-12 10:00:00;22;0;34;0;0;0
2019-10-12 10:15:00;44;1;41;1;0;0
2019-10-12 10:30:00;28;1;35;0;1;0
2019-10-12 10:45:00;34;0;41;0;1;0
2019-10-12 11:00:00;49;0;33;1;0;0
2019-10-12 11:15:00;42;0;33;1;0;0
2019-10-12 11:30:00;46;0;47;0;0;0
2019-10-12 11:45:00;55;0;48;1;1;0
2019-10-12 12:00:00;55;0;31;3;0;0
2019-10-12 12:15:00;41;2;36;0;24;0
2019-10-12 12:30:00;45;0;46;2;3;0
2019-10-12 12:45:00;40;0;33;3;0;1
2019-10-12 13:00:00;52;0;41;1;0;0
2019-10-12 13:15:00;50;2;38;2;0;0
2019-10-12 13:30:00;53;0;23;1;0;0
2019-10-12 13:45:00;50;1;33;1;0;0
2019-10-12 14:00:00;47;2;25;4;0;0
2019-10-12 14:15:00;57;0;28;9;0;1
2019-10-12 14:30:00;41;0;40;12;2;0
2019-10-12 14:45:00;42;0;30;0;0;0
2019-10-12 15:00:00;48;0;30;1;0;0
2019-10-12 15:15:00;41;1;24;2;0;0
2019-10-12 15:30:00;34;0;44;0;0;0
2019-10-12 15:45:00;42;0;28;1;0;0
2019-10-12 16:00:00;38;0;27;0;1;0
2019-10-12 16:15:00;45;1;25;2;0;0
2019-10-12 16:30:00;33;0;34;3;1;0
2019-10-12 16:45:00;33;0;33;1;0;0
2019-10-12 17:00:00;27;0;40;0;0;0
2019-10-12 17:15:00;39;0;37;0;0;0
2019-10-12 17:30:00;39;0;40;1;0;0
2019-10-12 17:45:00;31;0;51;3;2;0
2019-10-12 18:00:00;33;1;26;2;0;0
2019-10-12 18:15:00;33;0;33;0;0;0
2019-10-12 18:30:00;32;0;30;1;0;0
2019-10-12 18:45:00;28;0;39;1;0;0
2019-10-12 19:00:00;32;0;38;1;0;0
2019-10-12 19:15:00;33;0;32;0;0;0
2019-10-12 19:30:00;22;0;36;0;0;0
2019-10-12 19:45:00;13;0;23;0;0;0
2019-10-12 20:00:00;25;0;15;0;0;0
2019-10-12 20:15:00;23;0;20;1;0;0
2019-10-12 20:30:00;16;0;20;0;0;0
2019-10-12 20:45:00;23;0;16;0;0;0
2019-10-12 21:00:00;18;0;14;0;0;0
2019-10-12 21:15:00;12;0;16;0;0;0
2019-10-12 21:30:00;19;0;14;0;0;0
2019-10-12 21:45:00;20;0;15;0;0;0
2019-10-12 22:00:00;20;0;6;0;0;0
2019-10-12 22:15:00;9;0;10;0;0;0
2019-10-12 22:30:00;28;0;14;0;0;0
2019-10-12 22:45:00;9;1;9;0;0;0
2019-10-12 23:00:00;19;0;6;0;0;0
2019-10-12 23:15:00;18;0;4;0;0;0
2019-10-12 23:30:00;7;0;12;0;0;0
2019-10-12 23:45:00;15;0;13;0;0;0
