DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-08-17 00:00:00;0;1;2;1;1;2;0;0;0;0;0;0;0
2020-08-17 00:15:00;3;0;5;5;0;2;0;0;0;0;0;0;0
2020-08-17 00:30:00;1;0;3;3;0;2;2;0;0;0;0;0;0
2020-08-17 00:45:00;0;1;3;2;0;1;0;0;0;0;0;0;0
2020-08-17 01:00:00;0;0;2;2;1;1;1;0;0;0;0;0;0
2020-08-17 01:15:00;0;0;4;4;0;1;0;0;0;0;0;0;0
2020-08-17 01:30:00;0;0;3;2;1;1;1;0;0;0;0;0;0
2020-08-17 01:45:00;2;0;2;2;0;1;0;0;0;0;0;0;0
2020-08-17 02:00:00;2;0;2;2;0;0;0;0;0;0;0;0;0
2020-08-17 02:15:00;0;0;1;0;1;3;1;0;0;0;0;0;0
2020-08-17 02:30:00;2;0;1;1;0;3;0;0;0;0;0;0;0
2020-08-17 02:45:00;1;0;2;2;0;3;0;1;0;0;0;0;0
2020-08-17 03:00:00;1;0;4;4;0;2;0;1;0;0;0;0;0
2020-08-17 03:15:00;0;0;1;1;1;1;1;0;0;0;0;0;0
2020-08-17 03:30:00;1;0;0;0;0;1;0;0;0;0;0;0;0
2020-08-17 03:45:00;0;0;1;1;1;2;0;0;0;0;0;0;0
2020-08-17 04:00:00;0;0;0;0;1;1;0;0;0;0;0;0;0
2020-08-17 04:15:00;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-08-17 04:30:00;1;1;4;1;0;0;0;0;0;0;0;0;0
2020-08-17 04:45:00;0;0;4;4;6;2;4;0;0;0;0;0;0
2020-08-17 05:00:00;2;0;10;8;2;5;2;0;0;0;0;0;0
2020-08-17 05:15:00;1;1;27;23;6;13;6;0;0;0;0;0;0
2020-08-17 05:30:00;6;8;43;33;8;20;8;2;0;0;0;0;0
2020-08-17 05:45:00;5;10;45;33;9;21;11;1;0;0;0;0;0
2020-08-17 06:00:00;8;4;28;22;19;24;23;0;0;0;0;0;0
2020-08-17 06:15:00;11;7;54;46;23;31;24;0;0;0;0;0;0
2020-08-17 06:30:00;16;7;51;43;31;44;33;0;0;0;0;0;0
2020-08-17 06:45:00;14;9;67;59;24;47;26;1;0;0;0;0;0
2020-08-17 07:00:00;10;9;52;42;27;23;26;0;0;0;0;0;0
2020-08-17 07:15:00;16;9;49;37;19;43;17;2;0;0;0;0;0
2020-08-17 07:30:00;12;8;62;54;26;46;29;0;0;0;0;0;0
2020-08-17 07:45:00;20;11;55;43;26;47;25;0;0;0;0;0;0
2020-08-17 08:00:00;17;7;61;56;19;45;21;0;0;0;0;0;0
2020-08-17 08:15:00;8;16;55;36;16;45;14;0;0;0;0;0;0
2020-08-17 08:30:00;17;10;47;40;19;38;19;0;0;0;0;0;0
2020-08-17 08:45:00;4;6;40;33;15;40;16;0;0;0;0;0;0
2020-08-17 09:00:00;8;4;45;40;15;40;16;0;0;0;0;0;0
2020-08-17 09:15:00;13;4;37;35;8;32;7;0;0;0;0;0;0
2020-08-17 09:30:00;2;5;41;37;16;32;18;0;0;0;0;0;0
2020-08-17 09:45:00;7;5;32;28;13;27;14;0;0;0;0;0;0
2020-08-17 10:00:00;4;3;33;27;8;28;8;0;0;0;0;0;0
2020-08-17 10:15:00;7;1;32;30;13;31;14;0;0;0;0;0;0
2020-08-17 10:30:00;6;7;48;39;16;44;18;0;0;0;0;0;0
2020-08-17 10:45:00;7;5;34;30;15;37;15;0;0;0;0;0;0
2020-08-17 11:00:00;5;5;34;29;14;18;14;0;0;0;0;0;0
2020-08-17 11:15:00;7;3;50;46;16;40;17;0;0;0;0;0;0
2020-08-17 11:30:00;6;6;32;27;7;42;8;0;0;0;0;0;0
2020-08-17 11:45:00;8;7;40;33;7;34;8;0;0;0;0;0;0
2020-08-17 12:00:00;10;3;49;46;7;43;7;0;0;0;0;0;0
