DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2019-12-21 00:00:00;14;12;15;12;0;0
2019-12-21 00:15:00;16;17;21;17;0;0
2019-12-21 00:30:00;25;24;15;18;0;0
2019-12-21 00:45:00;19;9;20;15;0;0
2019-12-21 01:00:00;13;14;18;12;0;0
2019-12-21 01:15:00;17;12;17;13;0;0
2019-12-21 01:30:00;20;11;20;14;0;0
2019-12-21 01:45:00;21;10;12;9;0;0
2019-12-21 02:00:00;11;9;5;2;0;0
2019-12-21 02:15:00;15;4;12;9;0;0
2019-12-21 02:30:00;7;6;8;9;0;0
2019-12-21 02:45:00;7;6;3;6;0;0
2019-12-21 03:00:00;6;7;5;5;0;0
2019-12-21 03:15:00;9;14;7;8;0;0
2019-12-21 03:30:00;9;7;5;7;0;0
2019-12-21 03:45:00;10;8;4;6;0;0
2019-12-21 04:00:00;11;6;6;6;0;0
2019-12-21 04:15:00;12;8;7;4;0;0
2019-12-21 04:30:00;10;5;9;9;0;0
2019-12-21 04:45:00;11;4;11;8;0;0
2019-12-21 05:00:00;14;10;11;10;0;0
2019-12-21 05:15:00;21;15;12;3;0;0
2019-12-21 05:30:00;23;16;23;22;0;0
2019-12-21 05:45:00;19;17;22;14;0;0
2019-12-21 06:00:00;27;19;18;10;0;0
2019-12-21 06:15:00;29;21;33;28;0;0
2019-12-21 06:30:00;21;16;27;11;0;0
2019-12-21 06:45:00;29;14;20;13;0;0
2019-12-21 07:00:00;24;22;27;20;0;0
2019-12-21 07:15:00;42;34;22;11;0;0
2019-12-21 07:30:00;40;43;24;22;1;0
2019-12-21 07:45:00;48;38;35;28;0;0
2019-12-21 08:00:00;42;32;39;24;0;0
2019-12-21 08:15:00;37;28;38;31;0;0
2019-12-21 08:30:00;41;35;51;33;0;0
2019-12-21 08:45:00;64;51;74;51;1;0
2019-12-21 09:00:00;77;53;59;57;2;0
2019-12-21 09:15:00;69;52;86;75;14;0
2019-12-21 09:30:00;87;71;88;71;9;0
2019-12-21 09:45:00;94;90;101;76;7;0
2019-12-21 10:00:00;98;79;81;70;4;0
2019-12-21 10:15:00;96;66;85;70;13;0
2019-12-21 10:30:00;96;90;107;83;10;3
2019-12-21 10:45:00;116;94;106;79;4;0
2019-12-21 11:00:00;120;112;96;75;5;0
2019-12-21 11:15:00;116;115;107;84;1;0
2019-12-21 11:30:00;120;112;120;92;19;0
2019-12-21 11:45:00;112;102;109;92;22;1
2019-12-21 12:00:00;121;116;115;97;7;0
2019-12-21 12:15:00;100;89;117;91;17;4
2019-12-21 12:30:00;113;118;126;102;59;3
2019-12-21 12:45:00;119;98;107;86;3;37
2019-12-21 13:00:00;116;95;124;90;1;0
2019-12-21 13:15:00;121;105;110;107;8;0
2019-12-21 13:30:00;108;111;109;103;7;0
2019-12-21 13:45:00;117;107;105;88;7;2
2019-12-21 14:00:00;102;95;96;102;3;0
2019-12-21 14:15:00;107;104;106;98;8;1
2019-12-21 14:30:00;116;118;118;99;8;0
2019-12-21 14:45:00;121;113;86;88;7;0
2019-12-21 15:00:00;107;86;85;82;5;0
2019-12-21 15:15:00;107;99;105;83;9;0
2019-12-21 15:30:00;122;129;132;110;8;0
2019-12-21 15:45:00;97;89;99;73;4;0
2019-12-21 16:00:00;105;97;123;105;15;0
2019-12-21 16:15:00;94;89;75;77;1;0
2019-12-21 16:30:00;115;107;107;99;10;0
2019-12-21 16:45:00;83;91;80;74;8;0
2019-12-21 17:00:00;110;109;103;92;8;0
2019-12-21 17:15:00;96;91;93;97;2;0
2019-12-21 17:30:00;97;93;96;83;9;0
2019-12-21 17:45:00;109;84;104;98;15;2
2019-12-21 18:00:00;94;88;75;64;3;0
2019-12-21 18:15:00;92;93;80;57;11;0
2019-12-21 18:30:00;77;80;62;97;42;3
2019-12-21 18:45:00;75;75;58;72;7;1
2019-12-21 19:00:00;83;76;83;70;2;0
2019-12-21 19:15:00;71;71;43;46;9;0
2019-12-21 19:30:00;59;53;56;52;0;0
2019-12-21 19:45:00;71;79;69;66;0;0
2019-12-21 20:00:00;72;76;45;43;0;0
2019-12-21 20:15:00;53;75;56;45;1;0
2019-12-21 20:30:00;44;41;52;47;5;0
2019-12-21 20:45:00;47;40;29;29;0;0
2019-12-21 21:00:00;40;35;30;26;1;0
2019-12-21 21:15:00;38;28;37;34;0;0
2019-12-21 21:30:00;36;22;22;21;0;0
2019-12-21 21:45:00;35;35;29;26;0;0
2019-12-21 22:00:00;43;28;45;24;0;0
2019-12-21 22:15:00;24;14;30;14;6;0
2019-12-21 22:30:00;45;27;31;21;0;0
2019-12-21 22:45:00;36;29;21;13;5;2
2019-12-21 23:00:00;29;25;29;17;0;0
2019-12-21 23:15:00;28;14;18;19;0;0
2019-12-21 23:30:00;22;20;21;16;0;0
2019-12-21 23:45:00;22;15;22;13;0;0
