DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-10-12 00:00:00;10;3;5;8;0;1
2020-10-12 00:15:00;13;8;4;14;0;1
2020-10-12 00:30:00;8;4;6;11;1;0
2020-10-12 00:45:00;8;1;0;5;1;3
2020-10-12 01:00:00;8;0;3;4;1;0
2020-10-12 01:15:00;6;3;1;5;1;0
2020-10-12 01:30:00;9;2;3;2;0;2
2020-10-12 01:45:00;4;3;3;2;0;0
2020-10-12 02:00:00;3;0;5;4;1;0
2020-10-12 02:15:00;9;2;2;3;0;1
2020-10-12 02:30:00;6;0;2;4;0;0
2020-10-12 02:45:00;10;2;3;3;0;1
2020-10-12 03:00:00;4;0;2;6;0;2
2020-10-12 03:15:00;6;1;2;2;0;1
2020-10-12 03:30:00;5;3;2;1;0;0
2020-10-12 03:45:00;3;1;2;4;0;2
2020-10-12 04:00:00;8;7;4;6;0;1
2020-10-12 04:15:00;12;2;4;7;1;2
2020-10-12 04:30:00;23;8;6;15;0;8
2020-10-12 04:45:00;27;20;7;14;0;8
2020-10-12 05:00:00;72;51;16;28;1;3
2020-10-12 05:15:00;78;60;14;38;5;11
2020-10-12 05:30:00;107;103;17;51;3;10
2020-10-12 05:45:00;70;71;26;59;2;13
2020-10-12 06:00:00;90;76;37;57;5;15
2020-10-12 06:15:00;104;95;35;61;7;14
2020-10-12 06:30:00;136;122;33;78;7;21
2020-10-12 06:45:00;131;136;45;81;5;24
2020-10-12 07:00:00;135;131;44;91;4;26
2020-10-12 07:15:00;159;156;89;122;13;51
2020-10-12 07:30:00;173;180;105;150;8;65
2020-10-12 07:45:00;169;193;88;165;20;42
2020-10-12 08:00:00;167;178;81;146;25;53
2020-10-12 08:15:00;142;150;64;106;17;30
2020-10-12 08:30:00;140;157;70;146;18;44
2020-10-12 08:45:00;115;105;74;100;10;35
2020-10-12 09:00:00;108;96;67;121;13;34
2020-10-12 09:15:00;133;94;56;96;10;38
2020-10-12 09:30:00;120;92;78;120;12;33
2020-10-12 09:45:00;141;132;83;115;9;32
2020-10-12 10:00:00;127;110;67;109;15;26
2020-10-12 10:15:00;119;107;85;125;12;37
2020-10-12 10:30:00;132;114;74;122;10;40
2020-10-12 10:45:00;135;108;73;151;13;41
2020-10-12 11:00:00;137;107;84;115;7;30
2020-10-12 11:15:00;130;108;82;138;15;40
2020-10-12 11:30:00;110;99;92;156;14;36
2020-10-12 11:45:00;133;106;78;142;16;32
2020-10-12 12:00:00;128;100;82;161;16;32
2020-10-12 12:15:00;138;112;105;157;18;40
2020-10-12 12:30:00;133;114;91;144;16;42
2020-10-12 12:45:00;140;120;99;131;14;41
2020-10-12 13:00:00;134;122;77;154;19;41
2020-10-12 13:15:00;140;149;87;143;15;43
2020-10-12 13:30:00;147;137;76;116;14;37
2020-10-12 13:45:00;137;137;82;145;8;45
2020-10-12 14:00:00;139;120;89;152;8;28
2020-10-12 14:15:00;141;112;105;167;11;38
2020-10-12 14:30:00;149;118;115;193;19;49
2020-10-12 14:45:00;140;116;121;215;19;44
2020-10-12 15:00:00;141;134;101;197;16;27
2020-10-12 15:15:00;160;124;118;197;17;50
2020-10-12 15:30:00;162;135;125;211;17;58
2020-10-12 15:45:00;158;130;107;195;14;31
2020-10-12 16:00:00;181;140;125;218;21;52
2020-10-12 16:15:00;160;136;141;227;26;46
2020-10-12 16:30:00;167;142;129;214;21;63
2020-10-12 16:45:00;151;135;171;234;19;65
2020-10-12 17:00:00;167;159;148;216;27;49
2020-10-12 17:15:00;159;130;138;240;23;53
2020-10-12 17:30:00;159;127;118;198;16;49
2020-10-12 17:45:00;154;124;107;205;22;59
2020-10-12 18:00:00;153;138;95;169;21;58
2020-10-12 18:15:00;137;113;98;152;19;57
2020-10-12 18:30:00;131;105;80;165;25;53
2020-10-12 18:45:00;125;90;53;123;19;45
2020-10-12 19:00:00;118;89;71;117;12;34
2020-10-12 19:15:00;100;78;55;93;11;23
2020-10-12 19:30:00;90;53;53;88;13;29
2020-10-12 19:45:00;68;67;49;89;11;23
2020-10-12 20:00:00;83;47;46;70;5;14
2020-10-12 20:15:00;77;47;39;85;8;15
2020-10-12 20:30:00;82;47;40;68;10;8
2020-10-12 20:45:00;76;46;27;47;6;20
2020-10-12 21:00:00;74;67;34;49;4;10
2020-10-12 21:15:00;77;59;19;44;2;10
2020-10-12 21:30:00;55;38;34;57;4;5
2020-10-12 21:45:00;38;33;35;86;4;5
2020-10-12 22:00:00;40;18;45;91;3;4
2020-10-12 22:15:00;25;17;35;87;7;7
2020-10-12 22:30:00;32;23;19;28;3;6
2020-10-12 22:45:00;29;9;10;31;2;4
2020-10-12 23:00:00;25;11;7;16;3;5
2020-10-12 23:15:00;20;13;13;14;1;1
2020-10-12 23:30:00;21;7;8;15;1;1
2020-10-12 23:45:00;17;6;9;8;1;1
