DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-06-18 00:00:00;8;4;1;1;1;3;0;3
2020-06-18 00:15:00;4;4;1;3;2;6;0;2
2020-06-18 00:30:00;1;4;1;2;2;2;0;1
2020-06-18 00:45:00;1;1;0;0;0;3;0;2
2020-06-18 01:00:00;2;2;0;3;3;2;0;1
2020-06-18 01:15:00;2;1;2;2;2;2;0;5
2020-06-18 01:30:00;1;0;0;1;1;1;0;1
2020-06-18 01:45:00;3;2;0;0;1;0;0;1
2020-06-18 02:00:00;4;1;0;1;0;2;0;4
2020-06-18 02:15:00;2;4;1;1;0;0;0;1
2020-06-18 02:30:00;2;1;0;6;3;1;0;0
2020-06-18 02:45:00;0;0;0;2;1;0;0;0
2020-06-18 03:00:00;5;2;1;1;1;1;0;2
2020-06-18 03:15:00;2;0;0;2;2;1;0;0
2020-06-18 03:30:00;1;3;1;1;2;1;0;0
2020-06-18 03:45:00;0;0;0;2;2;1;0;1
2020-06-18 04:00:00;5;3;0;1;1;0;0;0
2020-06-18 04:15:00;2;1;0;3;1;0;0;1
2020-06-18 04:30:00;2;2;2;4;1;1;0;3
2020-06-18 05:00:00;11;5;7;8;3;9;0;6
2020-06-18 05:15:00;13;24;17;6;1;11;0;13
2020-06-18 05:30:00;24;33;21;10;8;21;0;16
2020-06-18 05:45:00;30;30;23;20;23;13;0;17
2020-06-18 06:00:00;24;24;14;38;32;14;0;12
2020-06-18 06:15:00;37;41;22;36;28;21;0;25
2020-06-18 06:30:00;35;36;28;18;27;39;0;37
2020-06-18 06:45:00;55;47;38;23;38;34;0;36
2020-06-18 07:00:00;49;47;43;22;29;29;0;42
2020-06-18 07:15:00;68;61;35;37;59;67;0;57
2020-06-18 07:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-18 07:45:00;95;69;50;27;59;54;0;85
2020-06-18 08:00:00;57;50;29;27;30;56;0;70
2020-06-18 08:15:00;64;50;30;28;41;38;0;51
2020-06-18 08:30:00;56;51;27;28;47;41;0;43
2020-06-18 08:45:00;54;37;19;16;41;33;0;61
2020-06-18 09:00:00;46;29;13;27;32;34;0;42
2020-06-18 09:15:00;55;31;8;24;32;31;0;28
2020-06-18 09:30:00;42;35;10;26;35;33;0;45
2020-06-18 09:45:00;58;46;13;25;33;27;0;48
2020-06-18 10:00:00;42;32;18;25;33;27;0;36
2020-06-18 10:15:00;54;50;20;22;100;39;0;45
