DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-11-28 00:00:00;0;5;4;1;4;5;1;5;1;1;4;4;1
2020-11-28 00:15:00;0;5;10;1;7;7;4;9;2;1;9;5;5
2020-11-28 00:30:00;0;4;3;0;3;9;7;11;3;0;5;9;1
2020-11-28 00:45:00;0;5;2;1;6;14;6;7;3;0;8;7;3
2020-11-28 01:00:00;0;8;2;0;4;9;4;11;2;3;12;5;2
2020-11-28 01:15:00;0;2;2;1;3;2;2;4;1;1;4;4;6
2020-11-28 01:30:00;0;6;2;1;1;9;3;7;2;0;6;9;4
2020-11-28 01:45:00;0;4;2;0;3;6;0;5;0;0;3;5;2
2020-11-28 02:00:00;0;4;0;0;2;4;2;7;1;0;1;5;4
2020-11-28 02:15:00;0;3;1;0;2;3;3;8;1;1;3;2;2
2020-11-28 02:30:00;0;4;0;1;1;3;2;5;2;1;3;3;1
2020-11-28 02:45:00;0;1;1;0;3;10;4;2;2;0;1;0;1
2020-11-28 03:00:00;0;4;1;0;3;3;3;2;1;0;1;3;2
2020-11-28 03:15:00;0;3;1;0;1;2;0;2;2;0;4;4;0
2020-11-28 03:30:00;0;2;0;0;1;1;1;0;0;1;1;0;1
2020-11-28 03:45:00;0;4;2;0;1;5;1;1;2;0;1;2;3
2020-11-28 04:00:00;0;0;0;0;0;2;1;2;0;0;2;1;0
2020-11-28 04:15:00;0;1;0;0;0;1;2;1;2;2;1;5;0
2020-11-28 04:30:00;0;2;0;0;2;4;2;6;2;0;4;3;0
2020-11-28 04:45:00;0;3;2;1;3;7;2;1;1;1;6;4;3
2020-11-28 05:00:00;0;8;4;0;3;11;5;7;1;0;19;9;2
2020-11-28 05:15:00;0;6;2;2;4;9;3;14;7;3;19;14;5
2020-11-28 05:30:00;0;5;4;2;8;29;6;23;12;1;16;15;5
2020-11-28 05:45:00;0;12;9;0;35;71;18;19;6;1;9;5;12
2020-11-28 06:00:00;0;18;16;1;20;51;23;18;6;3;12;7;6
2020-11-28 06:15:00;0;7;7;2;15;29;8;21;5;2;19;9;52
2020-11-28 06:30:00;0;9;5;2;9;18;7;17;8;1;17;12;6
2020-11-28 06:45:00;0;12;9;3;5;19;11;17;8;2;16;12;7
2020-11-28 07:00:00;0;15;7;0;6;21;7;17;7;3;7;4;8
2020-11-28 07:15:00;0;14;4;0;12;16;6;17;9;2;18;4;6
2020-11-28 07:30:00;0;17;11;2;16;25;11;30;25;1;21;16;7
2020-11-28 07:45:00;0;15;10;1;20;22;9;36;24;5;19;8;14
2020-11-28 08:00:00;0;16;11;5;15;16;10;27;18;19;14;9;11
2020-11-28 08:15:00;0;21;16;1;13;29;11;36;18;1;17;13;8
2020-11-28 08:30:00;0;21;18;3;21;30;17;43;13;5;31;23;18
2020-11-28 08:45:00;0;21;21;4;28;37;11;40;26;9;43;41;25
2020-11-28 09:00:00;0;31;21;4;19;31;19;39;28;7;29;24;15
2020-11-28 09:15:00;0;31;21;6;29;41;12;47;25;7;34;34;17
2020-11-28 09:30:00;0;33;22;4;31;37;20;39;35;13;48;29;18
2020-11-28 09:45:00;0;38;27;6;41;40;19;61;31;16;50;36;145
2020-11-28 10:00:00;0;40;37;6;45;40;17;62;47;9;54;48;24
2020-11-28 10:15:00;0;45;46;4;34;46;18;55;42;10;24;35;31
2020-11-28 10:30:00;0;44;36;8;38;52;16;47;42;13;52;56;26
2020-11-28 10:45:00;0;35;43;13;41;60;18;66;56;15;52;48;34
2020-11-28 11:00:00;0;41;32;6;45;44;26;82;46;12;62;51;28
2020-11-28 11:15:00;0;54;53;4;32;61;28;75;60;12;62;69;26
2020-11-28 11:30:00;0;51;36;11;42;53;22;69;44;16;64;68;34
2020-11-28 11:45:00;0;57;39;7;56;63;30;59;35;20;67;58;36
2020-11-28 12:00:00;0;53;49;13;40;63;24;80;45;13;57;56;29
2020-11-28 12:15:00;0;64;47;10;46;56;20;85;37;15;56;52;34
2020-11-28 12:30:00;0;62;51;6;37;54;22;78;55;13;60;57;41
2020-11-28 12:45:00;0;69;54;10;42;56;29;70;43;17;60;52;39
2020-11-28 13:00:00;0;55;49;9;43;55;29;80;58;5;55;41;38
2020-11-28 13:15:00;0;56;47;9;44;60;27;67;41;14;62;52;46
2020-11-28 13:30:00;0;62;50;6;40;59;29;83;46;8;68;64;38
2020-11-28 13:45:00;0;72;50;9;46;65;24;82;46;11;72;54;55
2020-11-28 14:00:00;0;64;57;10;52;77;20;72;49;9;74;72;42
2020-11-28 14:15:00;0;68;47;7;36;72;22;63;38;15;60;65;34
2020-11-28 14:30:00;0;58;47;7;35;61;28;65;53;9;70;62;26
2020-11-28 14:45:00;0;63;63;6;39;76;25;78;38;15;69;75;40
2020-11-28 15:00:00;0;54;53;11;44;72;36;74;47;13;60;51;39
2020-11-28 15:15:00;0;65;57;6;35;68;26;83;34;15;53;50;41
2020-11-28 15:30:00;0;51;34;6;43;59;30;57;32;11;52;44;29
2020-11-28 15:45:00;0;60;52;7;46;66;23;75;41;13;49;51;36
2020-11-28 16:00:00;0;56;49;10;44;59;60;80;38;14;61;58;45
2020-11-28 16:15:00;0;69;42;20;40;70;35;65;48;16;59;56;43
2020-11-28 16:30:00;0;43;37;6;33;55;15;56;28;10;54;42;46
2020-11-28 16:45:00;0;51;40;9;43;68;14;72;54;5;68;61;171
2020-11-28 17:00:00;0;53;42;8;32;70;21;53;37;10;50;51;35
2020-11-28 17:15:00;0;52;42;7;31;62;20;67;36;16;53;52;34
2020-11-28 17:30:00;0;47;46;7;30;49;25;65;39;7;49;37;31
2020-11-28 17:45:00;0;49;44;5;36;66;23;63;36;5;48;56;37
2020-11-28 18:00:00;0;60;43;5;35;63;22;65;30;10;44;40;32
2020-11-28 18:15:00;0;43;37;4;31;54;14;54;33;5;52;42;35
2020-11-28 18:30:00;0;44;33;6;21;45;21;50;31;9;31;43;26
2020-11-28 18:45:00;0;40;37;6;23;42;20;47;28;7;41;48;22
2020-11-28 19:00:00;0;41;41;10;27;47;21;58;26;5;34;32;33
2020-11-28 19:15:00;0;37;33;6;25;55;15;54;36;10;37;39;33
2020-11-28 19:30:00;0;35;27;4;15;36;21;50;29;10;36;20;21
2020-11-28 19:45:00;0;32;26;5;20;36;21;38;27;11;30;28;21
2020-11-28 20:00:00;0;35;26;5;21;35;8;43;29;5;31;30;19
2020-11-28 20:15:00;0;33;20;2;16;40;16;46;24;9;28;23;16
2020-11-28 20:30:00;0;37;21;7;18;29;16;43;15;5;23;11;11
2020-11-28 20:45:00;0;24;18;5;14;26;6;32;13;6;18;25;18
2020-11-28 21:00:00;0;15;16;6;10;28;13;32;14;8;22;20;14
2020-11-28 21:15:00;0;15;15;4;17;23;13;26;16;3;23;18;15
2020-11-28 21:30:00;0;14;13;2;10;20;9;21;7;5;26;17;10
2020-11-28 21:45:00;0;20;12;0;9;20;4;28;2;1;14;16;15
2020-11-28 22:00:00;0;13;11;2;14;23;9;21;11;2;11;12;16
2020-11-28 22:15:00;0;19;8;2;9;23;10;21;9;4;16;12;6
2020-11-28 22:30:00;0;10;10;0;10;13;9;20;10;2;11;12;7
2020-11-28 22:45:00;0;8;5;4;5;18;3;18;10;2;15;18;7
2020-11-28 23:00:00;0;14;9;2;10;16;6;19;9;4;16;12;7
2020-11-28 23:15:00;0;16;7;2;3;22;6;15;5;4;10;9;8
2020-11-28 23:30:00;0;10;8;0;4;11;3;18;11;2;10;10;48
2020-11-28 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
