DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-02-21 00:00:00;12;6;1;0;18;6;3;3;0;0;10;5;7;25;7;0;0
2020-02-21 00:15:00;12;2;0;0;10;1;2;2;0;0;11;4;0;11;0;0;0
2020-02-21 00:30:00;16;6;0;0;13;6;0;0;0;0;16;6;6;19;6;0;0
2020-02-21 00:45:00;12;9;0;0;16;4;4;4;0;0;8;7;5;20;6;0;0
2020-02-21 01:00:00;14;5;0;0;12;4;0;0;0;0;13;4;4;16;4;0;0
2020-02-21 01:15:00;12;11;0;0;13;8;1;1;1;0;12;12;9;21;9;0;0
2020-02-21 01:30:00;22;1;0;0;8;1;0;0;0;0;19;4;1;9;1;0;0
2020-02-21 01:45:00;8;2;0;0;13;1;1;2;0;0;7;2;1;13;2;0;0
2020-02-21 02:00:00;13;3;0;0;12;2;1;1;0;0;11;4;2;13;2;0;0
2020-02-21 02:15:00;10;3;0;0;6;1;1;1;0;0;10;3;1;7;1;0;0
2020-02-21 02:30:00;21;5;0;0;14;4;0;0;0;0;21;5;4;14;4;0;0
2020-02-21 02:45:00;16;4;0;1;8;5;1;1;1;0;15;4;5;14;5;0;0
2020-02-21 03:00:00;14;5;0;0;13;4;2;2;1;0;14;5;4;15;4;0;0
2020-02-21 03:15:00;11;1;1;0;9;3;0;0;0;0;11;1;3;12;4;0;0
2020-02-21 03:30:00;11;2;0;0;8;4;0;0;0;0;9;2;4;12;4;0;0
2020-02-21 03:45:00;12;3;0;0;12;0;0;0;0;0;12;3;0;12;3;0;0
2020-02-21 04:00:00;22;2;0;0;8;3;0;0;0;0;20;3;3;10;2;0;0
2020-02-21 04:15:00;19;5;0;3;15;5;5;6;1;1;16;5;7;19;6;0;0
2020-02-21 04:30:00;32;6;0;1;19;4;3;3;2;0;27;6;4;21;4;0;0
2020-02-21 04:45:00;32;13;0;1;28;5;6;6;8;1;29;12;5;32;5;0;0
2020-02-21 05:00:00;30;17;2;1;32;14;2;2;2;1;27;17;15;44;16;0;0
2020-02-21 05:15:00;36;19;0;0;45;16;3;3;3;2;33;22;17;56;16;0;0
2020-02-21 05:30:00;56;32;3;1;55;32;4;4;5;3;54;32;29;80;30;0;0
2020-02-21 05:45:00;83;59;4;2;65;34;2;3;1;6;80;59;32;90;32;0;0
2020-02-21 06:00:00;61;51;1;1;63;40;3;3;1;2;56;52;36;92;36;0;0
2020-02-21 06:15:00;92;73;2;0;83;45;8;7;8;7;81;73;37;109;37;0;0
2020-02-21 06:30:00;95;87;2;2;82;60;5;6;4;4;78;91;55;125;58;0;0
2020-02-21 06:45:00;137;204;3;2;90;55;9;9;4;2;120;201;59;132;57;0;3
2020-02-21 07:00:00;105;109;2;5;114;84;10;11;6;4;95;110;83;162;81;0;0
2020-02-21 07:15:00;158;196;0;1;106;69;13;12;3;4;139;194;75;154;74;0;0
2020-02-21 07:30:00;155;169;1;0;127;84;13;13;7;0;130;176;80;186;79;0;1
2020-02-21 07:45:00;186;243;1;0;114;70;14;14;7;5;164;249;75;155;70;0;5
2020-02-21 08:00:00;128;197;4;0;96;66;16;16;5;4;109;199;61;145;61;0;0
2020-02-21 08:15:00;128;181;4;1;106;67;14;14;6;8;105;186;65;147;65;0;0
2020-02-21 08:30:00;129;162;0;1;85;62;18;17;10;1;108;163;60;127;58;0;0
2020-02-21 08:45:00;123;166;1;1;94;49;10;11;4;2;112;166;52;128;50;0;0
2020-02-21 09:00:00;163;185;2;1;75;70;11;11;4;2;155;180;64;128;62;0;0
2020-02-21 09:15:00;180;212;4;3;82;66;12;13;11;1;155;217;57;133;57;0;0
2020-02-21 09:30:00;184;187;3;4;81;53;18;19;13;2;180;182;48;121;47;0;0
2020-02-21 09:45:00;209;196;1;2;101;64;14;14;8;0;180;205;65;154;68;0;0
2020-02-21 10:00:00;194;162;8;2;105;77;13;13;7;4;175;162;78;160;74;0;0
2020-02-21 10:15:00;185;224;4;1;112;70;18;18;14;6;172;238;69;166;68;0;0
2020-02-21 10:30:00;169;123;3;2;122;78;10;10;7;1;161;124;88;185;85;0;0
2020-02-21 10:45:00;163;149;4;2;116;94;17;18;11;4;154;152;95;184;94;1;13
2020-02-21 11:00:00;143;143;1;0;110;82;23;23;12;5;140;141;83;169;84;0;12
2020-02-21 11:15:00;139;149;2;4;127;100;15;18;14;6;126;150;100;203;101;0;0
2020-02-21 11:30:00;171;171;2;2;142;97;23;22;4;4;164;173;102;219;101;0;0
2020-02-21 11:45:00;138;158;3;6;132;100;14;15;8;7;131;162;92;201;102;0;15
2020-02-21 12:00:00;162;178;5;1;149;103;28;28;18;3;152;182;109;224;108;0;5
2020-02-21 12:15:00;142;142;3;1;156;99;21;22;16;3;123;152;104;219;104;7;1
2020-02-21 12:30:00;125;142;1;4;182;109;21;20;13;4;121;145;111;259;110;2;11
2020-02-21 12:45:00;154;139;0;3;161;105;20;21;15;1;128;150;114;222;111;0;5
2020-02-21 13:00:00;133;140;4;2;171;124;33;34;24;4;130;150;128;250;130;2;5
2020-02-21 13:15:00;142;139;6;0;175;112;22;22;8;4;126;146;123;245;122;0;22
2020-02-21 13:30:00;143;141;2;1;176;112;23;23;9;4;128;146;109;252;109;6;3
2020-02-21 13:45:00;141;137;4;2;162;109;20;21;16;4;125;137;113;238;113;0;6
2020-02-21 14:00:00;109;109;0;0;189;106;35;36;17;2;103;111;108;261;110;0;0
2020-02-21 14:15:00;126;129;2;0;181;128;23;23;4;2;114;130;130;257;132;7;5
2020-02-21 14:30:00;158;163;1;0;156;119;21;21;9;3;142;170;121;237;120;0;1
2020-02-21 14:45:00;139;133;0;0;168;125;21;22;14;2;130;136;137;254;136;2;0
2020-02-21 15:00:00;144;141;1;0;178;140;35;37;18;4;132;147;141;268;141;4;20
2020-02-21 15:15:00;147;158;4;1;180;137;22;21;8;1;140;164;130;282;132;0;2
2020-02-21 15:30:00;148;138;1;2;188;115;27;28;12;0;144;139;117;269;123;1;5
2020-02-21 15:45:00;193;189;1;1;184;120;24;22;14;1;176;193;123;271;123;0;3
2020-02-21 16:00:00;121;121;1;1;189;123;29;29;15;1;118;127;130;277;129;2;0
2020-02-21 16:15:00;152;147;0;0;180;132;22;22;9;0;138;151;134;265;139;4;0
2020-02-21 16:30:00;151;140;0;1;188;121;16;16;14;3;149;147;120;264;121;2;10
2020-02-21 16:45:00;140;120;0;0;183;103;16;16;4;0;138;118;103;256;101;0;8
2020-02-21 17:00:00;117;129;0;1;173;125;25;25;17;2;110;131;136;264;137;1;8
2020-02-21 17:15:00;152;143;0;1;162;107;28;28;13;0;145;155;112;240;111;0;25
2020-02-21 17:30:00;142;134;2;1;160;104;22;22;5;4;127;133;106;240;105;3;0
2020-02-21 17:45:00;112;123;0;3;135;86;23;24;6;1;104;122;89;202;90;11;1
2020-02-21 18:00:00;143;132;0;2;154;97;25;25;9;4;138;136;93;226;98;2;0
2020-02-21 18:15:00;131;123;1;2;132;81;9;9;2;6;128;123;89;191;89;0;0
2020-02-21 18:30:00;109;108;0;0;117;66;12;10;2;0;106;107;68;168;69;0;0
2020-02-21 18:45:00;108;88;0;0;117;46;6;7;3;2;96;91;42;153;43;0;0
2020-02-21 19:00:00;82;73;0;0;110;47;8;8;7;1;83;66;50;149;49;0;0
